,text,normed_text
32016,Trường THPT Hiệp Bình,Trường THPT Hiệp Bình
32017,Trung tam giao duc thuong xuyen huyen Mo Cay Nam,TT GDTX Huyện Mỏ Cày Nam
32018,Hoc trung cap van hoa nghe thuat son la,Trường Trung cấp Văn hóa Nghệ thuật và Du lịch Sơn La
32019,pho thong tran bien,"Trường THPT Trấn Biên, Đồng Nai"
32020,Nonglam,Trường Đại học Nông Lâm TP.HCM
32021,Nhạc viện Hà Nội,Học Viện Âm Nhạc Quốc Gia Việt Nam
32022,Dai Hoc Quoc Gia HN,Đại học Quốc gia Hà Nội
32023,Trường THPT BC Hùng vương - TX Phú Thọ,Trường THPT Hùng Vương
32024,Trường Chính Trị Tỉnh Quảng Nam,Trường Chính trị Quảng Nam
32025,Trường THPT Đông Sơn1,Trường THPT Đông Sơn 1
32026,shcool of life,Trường học của Cuộc sống
32027,ĐAI HOC HÔNG ĐUC,Trường Đại Học Hồng Đức
32028,Đai hc hang hai,Trường Đại học Hàng hải Việt Nam
32029,Trường THCS Thọ Cường,Trường THCS Thọ Cường
32030,Trường THCS Lộc Thái,Trường THCS Lộc Thái
32031,Trường THPT ban cong tan phu thanh,Trường THPT Bán Công Tân Phú Thạnh Tỉnh Hậu Giang
32032,Dai Hoc Su Pham ky Thuat HCM,Trường Đại học Sư phạm Kỹ thuật TP.HCM
32033,Truong Trường THPT Côn Tiên,Trường THPT Cồn Tiên
32034,phổ thông quỳnh côi,Trường THPT Quỳnh Côi
32035,truong trung hoc co xo khanh ha,Trường THCS Khánh Hà
32036,truong Trường THPT son dong so 2,Trường THPT Sơn Động số 2
32037,Truog DBĐH Tp HCM,Trường Dự bị đại học TP.HCM
32038,Truong CD cong nghiep det may thoi Trang ha noi,Trường Đại Học Công Nghiệp Dệt May Hà Nội
32039,TT Giáo Dục Thuong xuyen thanh khe,TT GDTX số 2 thành phố Đà Nẵng
32040,Đạj học sư phạm hà nộj,Trường Đại học Sư phạm Hà Nội
32041,Đại Học Phý Yên,Trường Đại học Phú Yên
32042,Trường THPT Trần Phú - Vĩnh Yên - Vĩnh Phúc,Trường THPT Trần Phú
32043,KTQD Hà Nội,Trường Đại Học Kinh Tế Quốc Dân
32044,cao dang kinh te ky thuat kon tum,Trường Cao Đẳng Kinh Tế - Kỹ Thuật Kon Tum
32045,BC nguyen binh khiem,Trường TH Nguyễn Bỉnh Khiêm
32046,Truong Đại hoc công nghệ  kỹ thuật Hà nội,Trường Đại học Kinh tế Kỹ thuật Công nghiệp 
32047,Vĩnh Phong 2,Trường THCS Vĩnh Phong 2
32048,CaoDangDuoc,Trường Cao Đẳng Y Dược Tuệ Tĩnh Hà Nội - Cơ sở chính
32049,Trường THPT chuyen tra vinh,Trường THPT Chuyên Nguyễn Thiện Thành
32050,trung hoc pho thong chuc dong,Trường THPT Chúc Động
32051,"Trường THPT Phúc Lợi Long Biên, Hà Nội",Trường THPT Phúc Lợi
32052,TH yên dũng 1,Trường THPT Yên Dũng 1
32053,Trường THCS Yên Tiến,Trường THCS YÊN TIẾN
32054,Cơ sở Dương Thị Cẩm Vân,Trường THCS Dương Thị Cẩm Vân
32055,Bổ Túc Văn Hóa Hóa Thành Tây Ninh,Trường Bổ Túc Văn Hóa Huyện Hòa Thành
32056,Truong Trường THPT CS Tran Ngoc Hoang,Trường THCS-THPT Trần Ngọc Hoằng - H.Cờ Đỏ
32057,Sư Phạn Kỹ Thuật Hưng Yên,Trường Đại học Sư Phạm Kỹ Thuật Hưng Yên
32058,Ðai hoc bach khoa da nang,Trường Đại học Bách Khoa - Đại học Đà Nẵng
32059,trung tam giao duc thuong xuyen yen mo,TT GDTX Yên Mô
32060,Trường Trung Học Phổ Thông Trần Quốc Tuấn,Trường THPT Trần Quốc Tuấn
32061,Trường THCS Vĩnh Trạch,Trường THCS Vĩnh Trạch
32062,"Trường THCS Kim Đồng Thành Phố Hạ Long,Tỉnh Quảng Ninh",Trường THCS Kim Đồng
32063,Trường THPT Vĩnh Trạch,Trường THPT Vĩnh Trạch
32064,Trường THCS Bắc Kạn,Trường THCS Bắc Kạn
32065,Trường THPTrần phú_Hà Tĩnh,Trường THPT TRẦN PHÚ
32066,Đại Học Sư Phạm Quy Nhơn,Trường Đại Học Quy Nhơn
32067,Đai hoc Kinh te Quoc dan,Trường Đại Học Kinh Tế Quốc Dân
32068,Trường THPT Nam Lương Sơn,Trường THPT Nam Lương Sơn
32069,Đại học Y Hue,Trường Đại học Y Dược Huế
32070,truong Trường THPT Doan Ket,Trường THPT Đoàn Kết - Hai Bà Trưng
32071,Hoang Dieu School,Trường THPT Hoàng Diệu
32072,Trường THPT Chu Văn An,Trường THPT Chu Văn An 
32073,su pham nha trang,Trường Cao Đẳng Sư Phạm Trung Ương Nha Trang
32074,Trường THPT TRẦN QUANG DIỆU,Trường THPT Trần Quang Diệu
32075,Truong Trường THPT le quy don tki-quang nam,Trường THPT Lê Quý Đôn
32076,"Truong Trường THPT Tang Bat Ho,hoai nhon,binh dinh,Vietnam",Trường THPT Tăng Bạt Hổ
32077,Trường THCS Hạnh Thiết,Trường THCS Hạnh Thiết
32078,Trường THPT Trần Quốc Tuấn - Thái Nguyên,Trường THPT Trần Quốc Tuấn
32079,Trường THCS Phước Vĩnh An,Trường THCS Phước Vĩnh An
32080,Trường THCS Trúc Lâm,Trường THCS Trúc Lâm
32081,Trường THCS vong xuyen,Trường THCS Võng Xuyên
32082,Trường giáo dục và hỗ trợ trẻ em bị thiệt thòi thái nguyên,TT Hỗ trợ phát triển GDHN trẻ khuyết tật tỉnh Thái Nguyên
32083,"School of Medicine and Pharmacy, Vietnam National...",Trường Đại học Y Dược - ĐH Quốc Gia Hà Nội 
32084,"Trường THCS Hậu Giang, Q.11",Trường THCS Hậu Giang
32085,truong trung hoc pho thong kien hai,Trường Trường THPT Kiên Hải
32086,banking university of hcm,Trường Đại Học Ngân Hàng TP.HCM 
32087,Học Viện Chính Trị Hành Chính Khu Vực 1,Học viện Chính trị Khu vực I
32088,Trường THPT Chu Văn An - Bình Định,Trường THPT chuyên Chu Văn An
32089,TT GDTX CHÂU ĐỨC,TT GDTX - Dạy nghề Giới thiệu Việc làm Huyện Châu Đức
32090,Trường THPT ứng hoà A,Trường THPT Ứng Hòa A
32091,"Trường THPT  Chuyên Vị Thanh, Vị Thanh, Hậu Giang",Trường THPT Chuyên Vị Thanh
32092,Hoàng Lê Kha High Schoool,Trường THPT HOÀNG LỆ KHA
32093,Trường THPT Cherevara,Trường THPT Chêguevara
32094,Daj hok xa hoj,Trường Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội
32095,Trường Cao Đẳng công trình và xây dựng,Trường Cao Đẳng Xây dựng Công trình Đô Thị
32096,Truong Trường THPT thah pjh 1,Trường THPT Thanh Bình 1
32097,Pho Thong Dang Huy Tru,Trường THPT Đặng Huy Trứ
32098,Trường THPT bc krong pac,Trường THPT Nguyễn Công Trứ
32099,Truog Trường THPT Kim Xuyen,Trường THPT Kim Xuyên
32100,Trường THPT long huu,Trường THPT Long Hữu
32101,Truong PT DT-NT-Bac Lieu,Trường THPTDT Nội trú tỉnh Bạc Liêu
32102,Cao Đẳng Tài Chính Hải Quan,Đại học Tài chính - Marketing
32103,Trường THPT Tĩnh Gia 2,Trường THPT Tĩnh Gia 2
32104,Trường THPT BC Long Chau Sa,Trường THPT Long Châu Sa
32105,"12a14 Trường THPT nguyen hue , dakdoa, gialai",Trường THPT Nguyễn Huệ
32106,truong cong thuong,Trường Cao Đẳng Công Thương Hà Nội
32107,cao dang nghe giao thong van tai tw 3,Trường Cao Đẳng GTVT Trung ương III
32108,Viện Đại Học Mở Hà Nội,Trường Đại học Mở Hà Nội
32109,Đại Học Đồng Tháp,Trường Đại học Đồng Tháp
32110,Trường THPT Vạn Xuân - HĐ,Trường THPT Vạn Xuân
32111,Truong mam non ngư lộc hậu lộc bon ba chảy chốn,Trường THCS Ngư Lộc
32112,Truong trung hoc pho thong hong ngu,Trường THPT Hồng Ngự 1
32113,Trường THCS An Nhơn GV,Trường THCS An Nhơn
32114,Trung Học Phổ Thông tai thi xa long khanh,Trường THPT Long Khánh
32115,Trường THPTTH Công Nghiệp B - TP. Hòa Bình - T. Hòa Bình,Trường THPT Công Nghiệp
32116,Truong PTTH chuyen Ban Hon Gai,Trường THPTTH Chuyên Ban Hồng Gai
32117,Trường THPT Phan Bội Châu-Cư Jut-Dak Nông,Trường THPT Phan Bội Châu
32118,Truong trung hoc Pho Thong Long Binh,Trường THPT Long Bình
32119,Trường THPT IsChool Gạch Gía,Trường Ischool Rạch Giá
32120,PTTH Gang Thep,Trường THPT Gang Thép
32121,Trường Cao Đẳng Nghề Cơ Điện Hà Nội,Trường Cao Đẳng Cơ Điện Hà Nội
32122,Trường THPT NGUYEN TRAJ,Trường THPT Nguyễn Trãi - Ba Đình
32123,Truong Trường THCS Loc Dien,Trường THCS Lộc Điền
32124,CĐ TW HN,Trường Cao Đẳng Sư phạm Trung ương
32125,Trường THCS Hoài Thanh Tây,Trường THCS Hoài Thanh Tây
32126,Trường THPT Tân Trào,Trường THPT Tân Trào
32127,Trường THCS Mê Linh,Trường THCS Mê Linh
32128,Đại Học Tiền Giang,Trường Đại học Tiền Giang
32129,Truong Trường THPT Châu Thành II,Trường THPT Châu Thành 2
32130,truong Trường THCS-THPT hau thanh dong,Trường THCS-THPT Hậu Thạnh Đông
32131,"UNITAS Japanese Language School, Japan",Trường Nhật ngữ Unitas Tokyo
32132,Trường THPT Vĩnh Thuận- Kiên Giang,Trường THPT Vĩnh Thuận
32133,kinh te ki thuat quang nam,Trường Cao Đẳng Quảng Nam
32134,Trường THCS Xuân Kiên,Trường THCS Xuân Kiên
32135,TTrường THPT Yên Hưng,Trường TH-THCS-Trường THPT Yên Hưng
32136,Trường THCS Thị Trấn Nho Quan,Trường THCS thị trấn nho quan
32137,truong Trường THPT Nguyen tat Thanh- daknong viet nam,Trường THPT Nguyễn Tất Thành
32138,Đai học Thanh Long,Trường Đại học Thăng Long
32139,trung hoc hung vuong phu tho,Trường THPT Hùng Vương
32140,Đại học Công nghiệp Tp.HỒ,Trường Đại học Công nghiệp TP.HCM
32141,Trường THPT Uông Bí,Trường THPT Uông Bí
32142,University of Languages & International Studies,"Trường Đại học Ngoại ngữ, Đại học Quốc gia Hà Nội"
32143,Trường THCS VĨNH LỘC A,Trường THCS Vĩnh Lộc A
32144,Tư Nghĩa II,Trường THPT Số 2 Tư Nghĩa
32145,Trường Trung Học Phổ Thông Quảng Oai,Trường THPT Quảng Oai
32146,Trường THCS Đồng Khởi Quận 1,Trường THCS Đồng Khởi
32147,Trường Đại Học Y Hải Phòng,Trường Đại học Y Dược Hải Phòng
32148,Truong Trường THPTvy1,Trường THPT Việt Yên 1
32149,Trường THPT Thai Phien Hai Phong,Trường THPT Thái Phiên
32150,"Phan Chu Trinh, My Xuan",Trường THCS Phan Chu Trinh
32151,Trường THPT cách ljnh,Trường THPT Cách Linh
32152,Sư Phạm Nha Trang,Trường Cao Đẳng Sư Phạm Trung Ương Nha Trang
32153,"Trường THCS tien hung , dong xoai ,binh phuoc",Trường THCS Tiến Hưng
32154,Trường THCS Phương Nam Uông Bí,Trường THCS Phương Nam
32155,Truong Trường THPT Dan Toc noi tru tinh lao cai,Trường THPT Dân tộc Nội trú Lào Cai
32156,Trung học phổ thông Nam Đàn,Trường THPT Nam Đàn 1
32157,Truong Cao Dang Cong Nge Thuc Pham Tp.HCM,Trường Đại học Công nghiệp Thực phẩm TP.HCM
32158,"TPHT Phan Châu Trinh,TP Đông Hà,Quảng Trị",Trường THPT Phan Chu Trinh
32159,Dien Bien Phu City,Thành phố Điện Biên Phủ
32160,truong trung hoc co so long binh dien,Trường THCS Long Bình Điền
32161,Trường THCS Hoàng Xá,Trường THCS Hoàng Xá
32162,Trường THPT Nghia Hưng A Nam Đinh,Trường THPT Nghĩa Hưng A
32163,Đại học Kinh Tế - Kĩ thuật,Trường Đại học Kinh tế Kỹ thuật Công nghiệp 
32164,cao đăng sư pham Ha´ nam Ninh,Trường Đại học Sư phạm Hà Nội - Cơ sở Hà Nam
32165,Trung học phổ thông Dương Xá Gia lâm Hà nội,Trường THPT Dương Xá
32166,Trừơng phổ thông huỳnh hữu nghĩa mỹ tú sóc trăng,Trường THPT Huỳnh Hữu Nghĩa
32167,Trường THCS Hoàng Hoa Thám,Trường THCS Hoàng Hoa Thám
32168,Trường THPT Ngô Quyền,Trường THPT Ngô Quyền Đông Anh
32169,Trường ĐH Nông Nghiệp 2 HB,Học viện Nông nghiệp Việt Nam
32170,Trường Đại học Công đoàn,Trường Đại Học Công Đoàn
32171,CĐYT Bac Lieu,Trường Cao Đẳng Y tế tỉnh Bạc Liêu
32172,Trường THPT phu ninh,Trường THPT Phù Ninh
32173,truong Trường THCS le van tam,Trường THCS Lê Văn Tám
32174,Trường THCS nguyễn Sinh Sắc,Trường THCS Nguyễn Sinh Sắc
32175,EPU,Trường Đại học Điện Lực
32176,Trường THPT Thuận Thành II,Trường THPT Thuận Thành 2
32177,"Trường THPT Yên Thành 2, Nghệ An",Trường THPT Yên Thành 2
32178,Cựu Sinh Viên Đại Học Công Nghiệp Hà Nội,Trường Đại học Công nghiệp Hà Nội
32179,Dan toc noi tru Tinh Phu Tho,Trường THPT Dân tộc Nội trú tỉnh Phú Thọ
32180,Trường THPT Nguyễn Trãi Thị Xã An Khê Gia Lai,Trường THPT Nguyễn Trãi
32181,TT GDTX huyện phú lộc TTH,TT GDNN-GDTX Phú Lộc
32182,Trung cấp Điện Phú Thọ,Trường Cao Đẳng Nghề Cơ điện Phú Thọ
32183,Trường THCS Nguyễn Trực,Trường THCS Nguyễn Trực Kim Bài
32184,Trường THPT Phạm Hồng Thái,Trường THPT Phạm Hồng Thái
32185,Trường THPT Võ Thị Sáu-Đất Đỏ,Trường THPT Võ Thị Sáu
32186,"Trường THPT Chu Văn An, quãng ngãi",Trường THPT Chu Văn An
32187,Trường THCS Nguyễn Văn Thuộc,Trường THCS Nguyễn Văn Thuộc
32188,Trường THCS Nguyễn Trãi - Hà Đông,Trường THCS Nguyễn Trãi
32189,Trường THPT Lương Thế Vinh-Tây Ninh,Trường THPT Lương Thế Vinh
32190,Trường Trung Học Phổ Thông Đô Lương 4,Trường THPT Đô Lương 4
32191,Trường Cao Đẳng VHNT Nghệ An,Trường Cao Đẳng Văn hóa Nghệ thuật Nghệ An
32192,Trung hoc pho thong Cao Loc,Trường THPT dân tộc nội trú Trường THCS Mẫu Sơn
32193,Trường THCS Nuyễn Văn Trỗi,Trường THCS Nguyễn Văn Trỗi
32194,Phổ thôg Trug Giã,Trường THPT Trung Giã
32195,Trường TH Xuân Vinh,Trường TH Xuân Vinh
32196,truong trung hoc pt le quy don lam ha,Trường THPT Lê Quý Đôn - Lâm Hà
32197,Trường THPT Ngô Quyền- ba vì,Trường THPT Ngô Quyền
32198,PHTH Sông Công,Trường Trường THPT Sông Công
32199,trung học phổ thông thái phúc,Trường THPT Thái Phúc
32200,Truong Trường THPT Ckjem Hoa,Trường THPT Chiêm Hóa
32201,NTTU - Đại học Nguyễn Tất Thành,Trường Đại học Nguyễn Tất Thành
32202,Trường THPT Phan Châu Trinh Đà Nẵng,Trường THPT Phan Châu Trinh
32203,Trường THPT Tan Phu Dinh Quan Dong Nai1990,Trường THPT Tân Phú
32204,Cao dang Su Pham Nha Trang - Khanh Hoa,Trường Cao Đẳng Sư Phạm Trung Ương Nha Trang
32205,cao dang hoa chat,Trường Cao Đẳng Công nghiệp Hóa chất
32206,Trường THCS Nguyễn Bá Ngọc,Trường THCS Nguyễn Bá Ngọc
32207,THSC Nguyen Chi Thanh,Trường THCS Nguyễn Chí Thanh
32208,"Trường THPT nguyễn chí thanh , hòa thành , tây ninh .",Trường THPT Nguyễn Chí Thanh
32209,CD nghề Du Lịch Vũng Tàu,Trường Cao Đẳng Du lịch Vũng Tàu
32210,Học viên phụ nữ Việt Nam,Học Viện Phụ Nữ Việt Nam
32211,"Trường trung học phổ thông Đan Phượng, Hà...",Trường THPT Đan Phượng
32212,Truong cao dang y te quang nam,Trường Cao Đẳng Y tế Quảng Nam
32213,Trường THPT lê quý đôn đai đồng tiên du bắc ninh,Trường THPT Lê Quý Đôn
32214,Trường THPT Lý Tự Trọng- Nam Trực- Nam Định,Trường THPT Lý Tự Trọng
32215,truong trung cap nghe kinh te ky thuat mien tay,Trường Trung Cấp Nghề Kinh Tế - Kỹ Thuật Miền Tây
32216,PTTH Nguyen Dong Chi,Trường THPT Nguyễn Đổng Chi
32217,Trường THPT Bạch Đằng - Thủy Nguyên - Hải Phòng,Trường THPT Bạch Đằng - Hải Phòng
32218,Trường Cao Đẳng Kĩ Thuật Đồng Nai,Trường Cao Đẳng Kỹ Thuật Đồng Nai
32219,Trường THCS phanchutrinh,Trường THCS Phan Chu Trinh
32220,Trường THCS Hoi Xuan,Trường THCS Hội Xuân
32221,Trường THPT DTNT TAN KY,Trường THPT Dân tộc Nội trú Tân Kỳ
32222,Trường THCS Hòa Hưng,Trường THCS Hòa Hưng
32223,Trường THPT Lương Văn Can,Trường THPT Lương Văn Can Hà Nội
32224,Trường Trung Học Phổ Thông Cao Bình,Trường THPT Cao Bình
32225,ưphạm tphcm,Trường Đại học Sư phạm TP.HCM
32226,Trường THCS kien lao,Trường THCS KIÊN LAO.
32227,Trường THPT Quang Trung - Ninh Giang - Hải Dương,Trường THPT Quang Trung
32228,Trường THCS Lý Phong,Trường THCS Lý Phong
32229,Trường THPT binh phux nhut,Trường THPT Bình Phục Nhứt
32230,Giong Ong To Highschool,Trường THPT Giồng Ông Tố
32231,Ho Chi Minh City University of Pedagogy,Trường Đại học Sư phạm TP.HCM
32232,Trường THPT Vĩnh Bảo,Trường Trường THPT Vĩnh Bảo
32233,Trường THCS Kim Đồng Sa Pa,Trường THCS Kim Đồng
32234,trung hoc pho thong Quang Trung,Trường THPT Quang Trung Đống Đa
32235,Trung hoc Ninh tien,Trường TH Ninh Tiến
32236,Trường THCS Nguyễn Văn Trỗi EaĐar-EaKar-ĐakLak,Trường THCS Nguyễn Văn Trỗi
32237,Trường THPT phan dinh phung daklak,Trường THPT Phan Đình Phùng
32238,Trường THCS Nguyễn Huệ,Trường THCS Nguyễn Huệ
32239,Trường THCS-THPT Hậu Thạnh Đônq,Trường THCS-THPT Hậu Thạnh Đông
32240,Cao Đẳng Công Thương thành phố Hồ Chí Minh,Trường Cao Đẳng Công Thương TP.HCM
32241,Trung Hoc An Ngai Trung,Trường TH An Ngãi Trung
32242,Trường THCS Lam Hồng,Trường THCS Lam Hồng
32243,Trung hoc Đề Thám An khê,Trường THCS Đề Thám
32244,Cao dang su pham quang ninh,Trường Cao Đẳng Sư Phạm Quảng Ninh
32245,Truong Trường THPT Quynh Coi,Trường THPT Quỳnh Côi
32246,Trường THPT Binh My Chau Phu an giang,Trường THPT Bình Mỹ
32247,Trường THPT Cơ Sở Số 2,Trường THPT Newton 
32248,Ngu Hanh Son Highschool,Trường THPT Ngũ Hành Sơn
32249,Trường THCS Như Quỳnh,Trường THCS Như Quỳnh
32250,"Trường THPT Phan Ngọc Hiển , Huyện Năm Căn , Cà MAu",Trường THPT Phan Ngọc Hiển
32251,Trường Trung Hoc cơ sở Ngô Sĩ Liên,Trường THCS Ngô Sĩ Liên
32252,Trường THPT Hai Bà Trưng Thạch Thất Hà Nội,Trường THPT Hai Bà Trưng 
32253,Trường THPT Phùng khăc khoan-thạch thất,Trường THPT Phùng Khắc Khoan
32254,CD Kinh Te Ky Thuat Thai Nuyen,"Trường Cao Đẳng Kinh Tế - Kỹ Thuật, Đại học Thái Nguyên"
32255,lang giang3,Trường THPT Lạng Giang số 3
32256,Trường THCS Bình Định,Trường THCS Bình Định
