,text,normed_text,clean_text
26837,Ba Ria - Vung Tau University,Trường Đại học Bà Rịa - Vũng Tàu,Đại học Bà Rịa - Vũng Tàu
26838,Nguyễn Đình Chiểu Specialized High School,Trường THPT chuyên Nguyễn Đình Chiểu,THPT chuyên Nguyễn Đình Chiểu
26839,Trường THCS Phương Sơn,Trường THCS Phương Sơn,THCS Phương Sơn
26840,Trường THPTTH Hồng Quang-Hải Dương,Trường THPT Hồng Quang,THPT Hồng Quang
26841,PTTH Hoàng Văn Thụ,Trường THPT Hoàng Văn Thụ,THPT Hoàng Văn Thụ
26842,PTTH Xuân Vinh-XT-NĐ,Trường THPTTH Xuân Vinh,THPTTH Xuân Vinh
26843,Co so Tri Qua,Trường THCS Trí Quả,THCS Trí Quả
26844,Trường THPT Phuoc Bjnh,Trường THPT Phước Bình,THPT Phước Bình
26845,truơng Trường THPT Chuong Mỹb,Trường THPT Chương Mỹ B,THPT Chương Mỹ B
26846,Trường THCS Tố Như,Trường THCS Tố Như,THCS Tố Như
26847,Trường THCS Hưng Lợi,Trường THCS-THPT Hưng Lợi,THCS-THPT Hưng Lợi
26848,Trường THCS tan lap-tan lap-vu thu-thai binh,Trường THCS Tân Lập,THCS Tân Lập
26849,TTrường THCS Khanh Hoa,Trường THCS Khánh Hòa,THCS Khánh Hòa
26850,Trường THPT dậy nghề  huyện lập thạch,TT Dạy Nghề Lập Thạch,Dạy Nghề Lập Thạch
26851,Trường THCS hải lộc,Trường THCS Hải Lộc,THCS Hải Lộc
26852,Trường THCS Huỳnh Thúc Kháng,Trường THCS Huỳnh Thúc Kháng,THCS Huỳnh Thúc Kháng
26853,Trường THCS xa van linh,Trường THCS Xã Vạn Linh,THCS Xã Vạn Linh
26854,Cao Đẳng QUÂN Y,Trường Cao Đẳng Quân Y 1,Cao Đẳng Quân Y 1
26855,đại hoc quốc gia,Đại học Quốc gia Hà Nội,Đại học Quốc gia Hà Nội
26856,"Trường THPT Mac Dinh Chi, Hai Duong",Trường THPT Mạc Đĩnh Chi,THPT Mạc Đĩnh Chi
26857,TCPH Báo Quốc,Trường TCPH Báo Quốc - Huế,TCPH Báo Quốc - Huế
26858,truong Trường THPT thanh pho cao lanh,Trường THPT Thành Phố Cao Lãnh,THPT Thành Phố Cao Lãnh
26859,PT Cam le,Trường THPT Cẩm Lệ,THPT Cẩm Lệ
26860,THPH Kim Bôi,Trường THPT Kim Bôi,THPT Kim Bôi
26861,NTTS dai hoc An Giang,Đại học An Giang,Đại học An Giang
26862,trung hoc co so y la,Trường THCS Ỷ La,THCS Ỷ La
26863,CĐN Cơ giới và thủy lợi,Trường Cao Đẳng Cơ Giới Và Thủy Lợi Đồng Nai,Cao Đẳng Cơ Giới Và Thủy Lợi Đồng Nai
26864,Trường THPT Nguyễn Thái Bình - ĐT - LĐ,Trường THPT Nguyễn Thái Bình,THPT Nguyễn Thái Bình
26865,Trường Cao Đẳng kỹ thuật bắc thăng long,Trường Trung cấp Kinh tế - Kỹ thuật Bắc Thăng Long,TC Kinh tế - Kỹ thuật Bắc Thăng Long
26866,Cao Dang Ky Thuat Khach San Va du Lịch,Trường Cao Đẳng Kỹ Thuật Khách Sạn Và Du Lịch,Cao Đẳng Kỹ Thuật Khách Sạn Và Du Lịch
26867,"Trường THPT Số 2 Quảng Trạch, Quảng Bình, Việt Nam",Trường THPT Số 2 Quảng Trạch,THPT Số 2 Quảng Trạch
26868,co so giao lac,Trường THCS Giao Lạc,THCS Giao Lạc
26869,Trường THCS an tin,Trường THCS Ân Tín,THCS Ân Tín
26870,Trường THCS Đại An,Trường THCS Đại An,THCS Đại An
26871,Trường THCS Nghĩa minh,Trường THCS Nghĩa Minh,THCS Nghĩa Minh
26872,Trường trung học phổ thông Nguyễn Huệ thành phố nam định,Trường THPT Nguyễn Huệ,THPT Nguyễn Huệ
26873,Trường THPT Phước Hưng,Trường THCS Phước Hưng,THCS Phước Hưng
26874,truong PTTH Tayson Dong da ha noi,Trường THPTTH Tây Sơn,THPTTH Tây Sơn
26875,Trường THCS Trần Thi,Trường THCS Trần Thi,THCS Trần Thi
26876,tpth chu văn an,Trường THPT Chu Văn An,THPT Chu Văn An
26877,Trường cao đăng cơ điện va luyên kim 3 tp thái nguyên,Trường Cao Đẳng Cơ khí - Luyện kim Thái Nguyên,Cao Đẳng Cơ khí - Luyện kim Thái Nguyên
26878,Trường THPT Chi Lăng-An Giang,Trường THPT Chi Lăng,THPT Chi Lăng
26879,Trường THCS Phú Hải,Trường THCS Phú Hải,THCS Phú Hải
26880,Trường THPT luc ngan 4,Trường THPT Lục Ngạn Số 4,THPT Lục Ngạn Số 4
26881,"Khoa Kinh Tế-Quản Trị Kinh Doanh, CTU",Đại học Cần Thơ,Đại học Cần Thơ
26882,Học Viện Tài Chính.,Học viện Tài chính,Học viện Tài chính
26883,Trường THPT Tắc Vân-Cà Mau,Trường THPT Tắc Vân,THPT Tắc Vân
26884,Trường THCS xã la son,Trường THCS La Sơn,THCS La Sơn
26885,Trung hoc pho thong ytc,Trường Đại học Y tế Công cộng,Đại học Y tế Công cộng
26886,Hoc tai truong Đại Học  Kinh te KT Bình Dương,Trường Đại học Kinh tế Kỹ thuật Bình Dương,Đại học Kinh tế Kỹ thuật Bình Dương
26887,Trường TH Đèo Gia,Trường TH Đèo Gia,TH Đèo Gia
26888,THCS̉ khánh hồng,Trường THCS Khánh Hồng,THCS Khánh Hồng
26889,Trường THCS xã Gia Xuyên,Trường THCS Gia Xuyên,THCS Gia Xuyên
26890,phổ thông Đông Sơn 2,Trường THPT Đông Sơn 2,THPT Đông Sơn 2
26891,Trường THCS Thuỷ Sơn,Trường THCS Thuỷ Sơn,THCS Thuỷ Sơn
26892,Khối 6 + Khối 8 Trường THCS Quyết Thắng,Trường THCS Quyết Thắng,THCS Quyết Thắng
26893,CĐ công nghiệp Việt Hung,Đại học Công nghiệp Việt Hung,Đại học Công nghiệp Việt Hung
26894,Trường THPT Đông Dương,Trường THPT Đông Dương,THPT Đông Dương
26895,Dai Hoc Bach Khoa Tp.HCM,Đại học Bách khoa - Đại học Quốc gia TP.HCM,Đại học Bách khoa - Đại học Quốc gia TP.HCM
26896,Hội Cựu Học Sinh Trường THPTTH CẤP 2-3 Phú Tâm,Trường THPT Phú Tâm,THPT Phú Tâm
26897,Cao Đẳng Y te khánh hòa,Cao Đẳng Y tế Khánh Hòa,Cao Đẳng Y tế Khánh Hòa
26898,Trường THCS Phổ Phong,Trường THCS Phổ Phong,THCS Phổ Phong
26899,Trường THPTTH Nguyễn Khuyến Nam Định,Trường THPT Nguyễn Khuyến,THPT Nguyễn Khuyến
26900,Trường THPT Hai Bà Trưng - Hà Nội,Trường THPT Hai Bà Trưng,THPT Hai Bà Trưng
26901,TTrường THCS võ thị sáu,Trường THCS Võ Thị Sáu,THCS Võ Thị Sáu
26902,Trường THPT Hồng Đức Uông Bí Quảng Ninh,Trường THPT Hồng Đức,THPT Hồng Đức
26903,THPH PHu Bai,Trường THPT Phú Bài,THPT Phú Bài
26904,Cao Đẳng Công nghiệp Phúc Yên,Cao Đẳng Công nghiệp Phúc Yên,Cao Đẳng Công nghiệp Phúc Yên
26905,Cơ Sở Cao Bá Quát,Trường THCS Cao Bá Quát,THCS Cao Bá Quát
26906,truong Trường THPT sang son,Trường THPT Sáng Sơn,THPT Sáng Sơn
26907,Trường THCS Tra lan,Trường THCS Trà Lân,THCS Trà Lân
26908,Dhspthaingtuyen,Đại học Sư phạm Thái Nguyên,Đại học Sư phạm Thái Nguyên
26909,thuong trung hoc cs yen tran,Trường THCS Yên Trấn,THCS Yên Trấn
26910,CAO DANG NGHE CONG NGHE VA NONG LAM NAM BO,Cao Đẳng Công nghệ Nông Lâm Nam Bộ,Cao Đẳng Công nghệ Nông Lâm Nam Bộ
26911,Trường THCS Võ Trường Toản Bến Tre,Trường THCS Võ Trường Toản,THCS Võ Trường Toản
26912,Truong trung hoc chuyen ban Dao Duy Tu,Trường THPT Đào Duy Từ,THPT Đào Duy Từ
26913,Trường THPT An Lạc Q.Bình Tân,Trường THPT An Lạc,THPT An Lạc
26914,Trường THPT Doan Thuong - Gia loc- Hai Duong,Trường THPT Đoàn Thượng,THPT Đoàn Thượng
26915,TH/DH Ho Chi Minh University of Industry,Đại học Công nghiệp TP.HCM,Đại học Công nghiệp TP.HCM
26916,Trường THPT Quảng Hà,Trường THPT Quảng Hà,THPT Quảng Hà
26917,TH cơ sở Nguyễn Trãi,Trường TH Nguyễn Trãi,TH Nguyễn Trãi
26918,Trường THPT Xuân Hoà 05,Trường THPT Xuân Hòa,THPT Xuân Hòa
26919,Trường THCS ĐỨC TRÍ QUẬN 1,Trường THCS Đức Trí,THCS Đức Trí
26920,truong Trường THPT Tran Quoc Toan,Trường THPT Trần Quốc Toản,THPT Trần Quốc Toản
26921,Cao Dang Kinh Te Cong Nghe Thanh Pho Ho Chi Minh,Cao Đẳng Kinh tế - Công nghệ TP.HCM,Cao Đẳng Kinh tế - Công nghệ TP.HCM
26922,dai hoc GTVT,Đại học Giao thông Vận tải,Đại học Giao thông Vận tải
26923,tTrường THCS trương long tây,Trường THCS Trường Long Tây,THCS Trường Long Tây
26924,Trường THPT Vân Nội,Trường THPT Vân Nội,THPT Vân Nội
26925,Trường ĐH Gao Thông Vận Tải CS 2,Đại học Giao thông Vận tải cơ sở 2,Đại học Giao thông Vận tải cơ sở 2
26926,trung hoc co so phu linh,Trường THCS Phù Linh,THCS Phù Linh
26927,Trường THCS Thị Trấn Long Mỹ,Trường THCS Thị Trấn Long Mỹ,THCS Thị Trấn Long Mỹ
26928,Trường THCS dao my,Trường THCS Đào Mỹ,THCS Đào Mỹ
26929,Trường THCS An Hưng,Trường THCS An Hưng,THCS An Hưng
26930,Trường THCS Phú Đình,Trường THCS Phú Đình,THCS Phú Đình
26931,Trường THPT LE QUY DON - CHUPRONG -GIA LAI,Trường THPT Lê Quý Đôn,THPT Lê Quý Đôn
26932,Trường THCS tây đằng Ba Vì-Hà Nội,Trường THCS Tây Đằng,THCS Tây Đằng
26933,Trường THPT VIỆT ĐỨC_ ĐĂKLAK,Trường THPT Việt Đức,THPT Việt Đức
26934,Đại Học Bách Khoa Hà Nội - K49,Đại Học Bách Khoa Hà Nội,Đại Học Bách Khoa Hà Nội
26935,Trường THCS Bàu Đồn,Trường THCS Bàu Đồn,THCS Bàu Đồn
26936,THCS̉ phù ủng,Trường THCS Phủ Ủng,THCS Phủ Ủng
26937,Trường THPT XUYEN MOC '07,Trường THPT Xuyên Mộc,THPT Xuyên Mộc
26938,Trường THCS Đông Tảo khoái châu Hưng yên,Trường THCS Đông Tảo,THCS Đông Tảo
26939,Trường THPT nguyễn hữu thận,Trường THPT Nguyễn Hữu Thận,THPT Nguyễn Hữu Thận
26940,truong PTDT ban tru Trường THCS dakRmang,Trường THCS Đắk R'măng,THCS Đắk R'măng
26941,ĐH SP Mĩ thuật Hà Nội,Đại Học Sư Phạm Nghệ Thuật Trung Ương,Đại Học Sư Phạm Nghệ Thuật Trung Ương
26942,Phổ Thông Kỳ Lâm,Trường THPT Kỳ Lâm,THPT Kỳ Lâm
26943,Trường THPT Chuyên Thái Nguyên,Trường THPT Chuyên Thái Nguyên,THPT Chuyên Thái Nguyên
26944,truong Trường THPT nguyen khuyen Bh,Trường THPT Nguyễn Khuyến,THPT Nguyễn Khuyến
26945,Truong cao dang su pham dong nai,Cao Đẳng Sư phạm Đồng Nai,Cao Đẳng Sư phạm Đồng Nai
26946,Thu Xa High School,Trường Trường THPT Thu Xà,Trường THPT Thu Xà
26947,Trường THPT Bình Phú - Càng Long - Trà Vinh,Trường THPT Bình Phú,THPT Bình Phú
26948,truong Trường THCS vinh ninh,Trường THCS Vĩnh Ninh,THCS Vĩnh Ninh
26949,Hue university of sience,Đại học Khoa học Huế,Đại học Khoa học Huế
26950,Trường THCS Trần Văn Ơn,Trường THCS Trần Văn Ơn,THCS Trần Văn Ơn
26951,truong trung hoc c s đong vinh,Trường THCS Đông Vinh,THCS Đông Vinh
26952,Tieu hoc Song Ho,Trường TH Song Hồ,TH Song Hồ
26953,Truong trung hoc co so ngo may,Trường THCS Ngô Mây,THCS Ngô Mây
26954,Trường Trung Học Phổ Thông C Hải Hậu Nam Định,Trường THPT Hải Hậu C,THPT Hải Hậu C
26955,trung hoc co so binh son,Trường THCS Bình Sơn,THCS Bình Sơn
26956,Trường THCS Thị Trấn Trà Ôn,Trường THCS Thị trấn Trà Ôn,THCS Thị trấn Trà Ôn
26957,HHPT Ngô Thị Nhậm,Trường THPT Ngô Thì Nhậm,THPT Ngô Thì Nhậm
26958,Học tại Trường THCS Mỹ Thới,Trường THCS Mỹ Thới,THCS Mỹ Thới
26959,Trường Cao Đẳng Công nghệ và Kinh tế Công nghiệp,Cao Đẳng Công nghệ và Kinh tế Công nghiệp,Cao Đẳng Công nghệ và Kinh tế Công nghiệp
26960,UEH,Đại học Kinh tế TP.HCM,Đại học Kinh tế TP.HCM
26961,Trường TH Giao Xuân,Trường TH Giao Xuân,TH Giao Xuân
26962,trung học phổ thông lý thường kiệt,Trường THPT Lý Thường Kiệt,THPT Lý Thường Kiệt
26963,Trường Cao Đẳng kinh tế kỹ thuật nghệ an,Cao Đẳng Kinh tế Kỹ thuật Nghệ An,Cao Đẳng Kinh tế Kỹ thuật Nghệ An
26964,Trường THCS DAI PHUOC,Trường THCS Đại Phước,THCS Đại Phước
26965,trung hoc co so nghia hung,Trường THCS Nghĩa Hưng,THCS Nghĩa Hưng
26966,Truong DH Cong Nghiep Hcm,Đại học Công nghiệp TP.HCM,Đại học Công nghiệp TP.HCM
26967,Dai Hoc Su pham Da Nang,Đại Học Sư Phạm - ĐHĐN,Đại Học Sư Phạm - ĐHĐN
26968,Truong trung hoc pho thong An Lac B,Trường THPT An Lạc,THPT An Lạc
26969,Trung học PT Bình Thanh,Trường THPT Bình Thanh,THPT Bình Thanh
26970,Trường THCS Ngo Si Lien,Trường THCS Ngô Sĩ Liên,THCS Ngô Sĩ Liên
26971,Học sinh Trường THCS Hợp Thịnh,Trường THCS Hợp Thịnh,THCS Hợp Thịnh
26972,Trường Trung cấp Cảnh sát nhân dân 6,Trung Cấp Cảnh Sát Nhân Dân 6,TC Cảnh Sát Nhân Dân 6
26973,Trường TH - Trường THCS An Lạc,Trường TH-THCS An Lạc,TH-THCS An Lạc
26974,PTTH trần hưng đạo,Trường THPT Trần Hưng Đạo,THPT Trần Hưng Đạo
26975,Trường TT GDTX 2,GDTX 2 tỉnh Lạng Sơn,GDTX 2 tỉnh Lạng Sơn
26976,Trường THPT Vạn Xuân,Trường THPT Vạn Xuân,THPT Vạn Xuân
26977,Trường THCS Dư Hàng Kênh,Trường THCS Dư Hàng Kênh,THCS Dư Hàng Kênh
26978,truong trung hoc kinh te ky thuat binh dinh,Trung cấp Kinh tế kỹ thuật Bình Định,TC Kinh tế kỹ thuật Bình Định
26979,Trường THCS Quang Hưng-Kiến Xương,Trường THCS Quang Hưng,THCS Quang Hưng
26980,ĐHBK TPHN,Đại học Bách khoa Hà Nội,Đại học Bách khoa Hà Nội
26981,Trường THPT Minh Hà,Trường THPT Minh Hà,THPT Minh Hà
26982,Trường THPT tho xuan 5,Trường THPT Thọ Xuân 5,THPT Thọ Xuân 5
26983,Truong trung hoc co so yaxjer,Trường THCS Ya Xiêr,THCS Ya Xiêr
26984,Trường Đại học Sư Phạm-Đại học Thái Nguyên,Đại học Sư phạm Thái Nguyên,Đại học Sư phạm Thái Nguyên
26985,ĐẠI HỌC SƯ PHẠM KT HƯNG YÊN !,Đại học Sư phạm Kỹ thuật Hưng Yên,Đại học Sư phạm Kỹ thuật Hưng Yên
26986,Dh tai nguyen va moi truong tp hcm,Đại học Tài nguyên và Môi Trường TP.HCM,Đại học Tài nguyên và Môi Trường TP.HCM
26987,Pho thong Phu Nhuan,Trường THPT Phú Nhuận,THPT Phú Nhuận
26988,Trường Trung hoc Co So Muong Man,Trường THCS Mương Mán,THCS Mương Mán
26989,trung hoc pho thong tam hiep,Trường THPT Tam Hiệp,THPT Tam Hiệp
26990,Bachkhoahungyen,Cao Đẳng Bách khoa Hưng Yên,Cao Đẳng Bách khoa Hưng Yên
26991,Cơ Sở Trần Phú Phan Rang,Trường THCS Trần Phú,THCS Trần Phú
26992,Đại Học Hàng Hải,Đại học Hàng hải Việt Nam,Đại học Hàng hải Việt Nam
26993,dh nong nghiep ha noi,Học viện Nông nghiệp Việt Nam,Học viện Nông nghiệp Việt Nam
26994,Trường THCS Phú Mỹ Hưng,Trường THCS Phú Mỹ Hưng,THCS Phú Mỹ Hưng
26995,cấp 3 Vĩnh Bảo,Trường Trường THPT Vĩnh Bảo,Trường THPT Vĩnh Bảo
26996,TT GDTX Hồng Bàng Hải Phòng,GDTX Quận Hồng Bàng,GDTX Quận Hồng Bàng
26997,Trung hoc co so tan loan,Trường THCS Tân Loan,THCS Tân Loan
26998,TSQ VIET BAC QKI,Trường TSQ Việt Bắc,TSQ Việt Bắc
26999,"Hội Cựu SV Khoa Lý-KTCN, Đại Học Qui Nhơn",Đại học Quy Nhơn,Đại học Quy Nhơn
27000,Trường THCS thành long,Trường THCS Thành Long,THCS Thành Long
27001,Cao Đẳng Kinh tế TPHCM,Cao Đẳng Kinh Tế TP.HCM,Cao Đẳng Kinh Tế TP.HCM
27002,Trường THPT Kim Liên - Hà Nội,Trường THPT Kim Liên,THPT Kim Liên
27003,"Trường THPT Truongxuan,thapmuoi ,dongthap",Trường THPT Trường Xuân,THPT Trường Xuân
27004,Trường THPT Trường Long Tây,Trường THPT Trường Long Tây,THPT Trư Long Tây
27005,Trường THCS Hoằng Long,Trường THCS Hoàng Long,THCS Hoàng Long
27006,cơ sở lê quí đôn,Trường THCS-THPT Lê Quý Đôn,THCS-THPT Lê Quý Đôn
27007,DHBK Đà Nẳng,Đại học Bách Khoa - Đại học Đà Nẵng,Đại học Bách Khoa - Đại học Đà Nẵng
27008,tTrường THCS thạnh phước,Trường THCS Thạnh Phước,THCS Thạnh Phước
27009,Trường THCS Ninh Khánh,Trường THCS Ninh Khánh,THCS Ninh Khánh
27010,Cao Đẳng Công Nghiệp Việt Đức,Cao Đẳng Công Nghiệp Việt Đức,Cao Đẳng Công Nghiệp Việt Đức
27011,"PTTH Yên Bình số I, Yên Bình, Yên Bái",PTTH Yên Bình số I,PTTH Yên Bình số I
27012,Trường THCS phuuong 6,Trường THCS Phường 6,THCS Phường 6
27013,Truong Trường THPT Kjm Ljen,Trường THPT Kim Liên,THPT Kim Liên
27014,Trường THCS Nuyễn Văn Tiệp,Trường THCS Nguyễn Văn Tiệp,THCS Nguyễn Văn Tiệp
27015,9A1- Trường THCS Đồng Tiến,Trường THCS Đồng Tiến,THCS Đồng Tiến
27016,trung học phổ thông Cẩm Bình,Trường THPT Cẩm Bình,THPT Cẩm Bình
27017,"Trung học phổ thông Vĩnh Bảo, Hải Phòng",Trường THPT Vĩnh Bảo,THPT Vĩnh Bảo
27018,Trường THPT Gia Vien - Cat Tien - Lam Dong,Trường THPT Gia Viễn,THPT Gia Viễn
27019,Trường THCS Quang Hop,Trường THCS Quảng Hợp,THCS Quảng Hợp
27020,trung học phổ thông Đức Tân,Trường THPT Đức Tân,THPT Đức Tân
27021,PT Dân tộc nội trú Hòa Bình,Trường THPT Dân Tộc Nội Trú Hòa Bình,THPT Dân Tộc Nội Trú Hòa Bình
27022,Trường THCS Nghi Xa,Trường THCS Nghi Xá,THCS Nghi Xá
27023,Trường Chính Trị Tỉnh Bình Phước,Trường Chính trị tỉnh Bình Phước,Chính trị tỉnh Bình Phước
27024,Trung hoc cs phú hồ,Trường THCS Phú Hồ,THCS Phú Hồ
27025,Trường THPT Hồ Thị Kỉ,Trường THPT Hồ Thị Kỷ,THPT Hồ Thị Kỷ
27026,cdxd so1,Cao Đẳng Xây dựng Số 1,Cao Đẳng Xây dựng Số 1
27027,Trường THPT Nguyễn Huệ - Bến Tre,Trường THPT Nguyễn Huệ,THPT Nguyễn Huệ
27028,University of edu,"Đại học Giáo dục, Đại học Quốc gia Hà Nội","Đại học Giáo dục, Đại học Quốc gia Hà Nội"
27029,"Trường THPT Vinh Loc,Thanh Hoa",Trường THPT Vĩnh Lộc,THPT Vĩnh Lộc
27030,phổ thông lí bôn,Trường THPT Lý Bôn,THPT Lý Bôn
27031,Trung cấp VHNT & DL sơn la,Trung cấp Văn hóa Nghệ thuật và Du lịch Sơn La,TC Văn hóa Nghệ thuật và Du lịch Sơn La
27032,"Truong trung hoc pho thong trung vuong , dong da",Trường THPT Trưng Vương,THPT Trưng Vương
27033,"Trường THPT Luong The Vinh,hau giang",Trường THPT Lương Thế Vinh,THPT Lương Thế Vinh
27034,tot dai hoc ring hop ha noi,Đại học Tổng hợp Hà Nội,Đại học Tổng hợp Hà Nội
27035,PTTH Truong Dinh,Trường THPT Trương Định,THPT Trương Định
27036,Trường THCS dinh binh,Trường THCS Định Bình,THCS Định Bình
27037,Trường THPT Lê Quý Đôn TB,Trường THPT Lê Quý Đôn,THPT Lê Quý Đôn
27038,12a6thaiphie,Trường THPT Thái Phiên,THPT Thái Phiên
27039,trung hoc co so hai dong,Trường THCS Hải Đông,THCS Hải Đông
27040,12 Toan Lê Khiết 03-06,Trường THPT Chuyên Lê Khiết,THPT Chuyên Lê Khiết
27041,Dh Su Pham HCM,Đại học Sư phạm TP.HCM,Đại học Sư phạm TP.HCM
27042,Trường THPT bình lu tam duong lai chau,Trường THPT Bình Lư,THPT Bình Lư
27043,Trường THPTHH chuyên ban Cao Lãnh,Trường THPT thành phố Cao Lãnh,THPT thành phố Cao Lãnh
27044,Trường phổ thông cấp 3 Việt Ba B,Trường THPT Việt Nam - Ba Lan,THPT Việt Nam - Ba Lan
