text,normed_text,normed_text_2
trung tam gdnn gdtx huyen an bien,TT GDNN-GDTX huyện An Biên,GDNN-GDTX huyện An Biên
Trường THPT nguyen van xien truoc 2017,Trường THPT Nguyễn Văn Xiện,THPT Nguyễn Văn Xiện
Trường THPT van khanh,Trường THPT Vân Khánh,THPT Vân Khánh
Trường THPT nguyen van xien tu 2017,Trường THPT Nguyễn Văn Xiện,THPT Nguyễn Văn Xiện
trung tam gdnn gdtx huyen an minh,TT GDNN-GDTX huyện An Minh,GDNN-GDTX huyện An Minh
Trường THPT vinh phong,Trường THPT Vĩnh Phong,THPT Vĩnh Phong
Trường THPT vinh thuan,Trường THPT Vĩnh Thuận,THPT Vĩnh Thuận
trung tam gdtx vinh thuan,TT GDTX Vĩnh Thuận,GDTX Vĩnh Thuận
Trường THPT vinh binh bac,Trường THPT Vĩnh Bình Bắc,THPT Vĩnh Bình Bắc
trung tam gdnn gdtx huyen vinh thuan,TT GDNN-GDTX huyện Vĩnh Thuận,GDNN-GDTX huyện Vĩnh Thuận
Trường THPT phu quoc,Trường THPT Phú Quốc,THPT Phú Quốc
Trường THPT an thoi,Trường THPT An Thới,THPT An Thới
trung tam gdtx phu quoc,TT GDTX Phú Quốc,GDTX Phú Quốc
Trường THPT duong dong,Trường THPT Dương Đông,THPT Dương Đông
trung tam gdnn gdtx huyen phu quoc,TT GDNN-GDTX huyện Phú Quốc,GDNN-GDTX huyện Phú Quốc
Trường THPT kien hai,Trường THPT Kiên Hải,THPT Kiên Hải
Trường THPT lai son,Trường THPT Lại Sơn,THPT Lại Sơn
Trường THCS an son,Trường THCS An Sơn,THCS An Sơn
Trường THPT u minh thuong,Trường THPT U Minh Thượng,THPT U Minh Thượng
Trường THPT minh thuan,Trường THPT Minh Thuận,THPT Minh Thuận
Trường THPT vinh hoa,Trường THPT Vĩnh Hoà,THPT Vĩnh Hoà
trung cap nghe vung u minh thuong,Trung cấp Nghề vùng U Minh Thượng,ung cấp Nghề vùng U Minh Thượng
Trường THPT thoai ngoc hau,Trường THPT Thoại Ngọc Hầu,THPT Thoại Ngọc Hầu
trung tam gdtx giang thanh,TT GDTX Giang Thành,GDTX Giang Thành
trung tam gdnn gdtx huyen giang thanh,TT GDNN-GDTX huyện Giang Thành,GDNN-GDTX huyện Giang Thành
so gd dt can tho,Sở GD-ĐT Cần Thơ,Sở GD-ĐT Cần Thơ
Trường THPT chau van liem,Trường THPT Châu Văn Liêm,THPT Châu Văn Liêm
Trường THPT nguyen viet hong,Trường THPT Nguyễn Việt Hồng,THPT Nguyễn Việt Hồng
Trường THPT phan ngoc hien,Trường THPT Phan Ngọc Hiển,THPT Phan Ngọc Hiển
Trường THPT ban cong an binh,Trường THPT Bán công An Bình,THPT Bán công An Bình
Trường THCS-THPT nguyen binh khiem,Trường THCS-THPT Nguyễn Bỉnh Khiêm,THCS-THPT Nguyễn Bỉnh Khiêm
pho thong thai binh duong,Trường THPT Thái Bình Dương,THPT Thái Bình Dương
gdnn gdtx quan ninh kieu,TT GDNN-GDTX quận Ninh Kiều,GDNN-GDTX quận Ninh Kiều
tt ngoai ngu tin hoc va boi duong nha giao,TT Ngoại ngữ - Tin học và Bồi dưỡng nhà giáo,Ngoại ngữ - Tin học và Bồi dưỡng nhà giáo
TT GDTX ktth hn can tho,TT GDTX-KTTH-HN Cần Thơ,GDTX-KTTH-HN Cần Thơ
phong gd dt q ninh kieu,Phòng GD-ĐT Q.Ninh Kiều,Phòng GD-ĐT Q.Ninh Kiều
truong trung cap bach nghe ct,Trường trung cấp Bách Nghệ CT,trung cấp Bách Nghệ CT
truong tc kinh te ky thuat ct,Trường TC Kinh tế - Kỹ thuật CT,TC Kinh tế - Kỹ thuật CT
truong tc mien tay,Trường TC Miền Tây,TC Miền Tây
cd nghe viet my phan hieu ct,"CĐ Nghề Việt Mỹ, Phân hiệu CT","CĐ Nghề Việt Mỹ, Phân hiệu CT"
cd nghe ispace phan hieu ct,"CĐ Nghề ISPACE, Phân hiệu CT","CĐ Nghề ISPACE, Phân hiệu CT"
tc nghe can tho,TC Nghề Cần Thơ,C Nghề Cần Thơ
th Trường THCS va Trường THPT quoc van,Trường THCS-THPT Quốc Văn,THCS-THPT Quốc Văn
pho thong viet my,Trường THPT Việt Mỹ,THPT Việt Mỹ
pho thong nang khieu the duc the thao,Trường THPT năng khiếu Thể dục Thể thao,THPT năng khiếu Thể dục Thể thao
Trường THPT thuc hanh su pham dhct,Trường THPT Thực hành sư phạm - ĐHCT,THPT Thực hành sư phạm - ĐHCT
tc pham ngoc thach can tho,TC Phạm Ngọc Thạch Cần Thơ,C Phạm Ngọc Thạch Cần Thơ
tc dai viet tp can tho,TC Đại Việt TP. Cần Thơ,C Đại Việt TP. Cần Thơ
cd kinh te ky thuat can tho,CĐ Kinh tế - Kỹ thuật Cần Thơ,CĐ Kinh tế - Kỹ thuật Cần Thơ
cao dang can tho,Cao Đẳng Cần Thơ,Cao Đẳng Cần Thơ
cd y te can tho,CĐ Y tế Cần Thơ,CĐ Y tế Cần Thơ
cd nghe du lich can tho,CĐ Nghề Du lịch Cần Thơ,CĐ Nghề Du lịch Cần Thơ
tc van hoa nghe thuat can tho,TC Văn hóa - Nghệ thuật Cần Thơ,C Văn hóa - Nghệ thuật Cần Thơ
tc the duc the thao can tho,TC Thể dục - Thể Thao Cần Thơ,C Thể dục - Thể Thao Cần Thơ
tc giao thong van tai mien nam,TC Giao Thông Vận tải Miền Nam,C Giao Thông Vận tải Miền Nam
Trường THPT an khanh,Trường THPT An Khánh,THPT An Khánh
truong th Trường THCS va Trường THPT quoc te hoa binh,Trường TH-THCS-Trường THPT Quốc tế Hòa Bình,TH-THCS-Trường THPT Quốc tế Hòa Bình
Trường THPT bui huu nghia,Trường THPT Bùi Hữu Nghĩa,THPT Bùi Hữu Nghĩa
Trường THPT binh thuy,Trường THPT Bình Thủy,THPT Bình Thủy
gdnn gdtx quan binh thuy,TT GDNN-GDTX quận Bình Thủy,GDNN-GDTX quận Bình Thủy
phong gd dt q binh thuy,Phòng GD-ĐT Q.Bình Thuỷ,Phòng GD-ĐT Q.Bình Thuỷ
cd nghe can tho,CĐ Nghề Cần Thơ,CĐ Nghề Cần Thơ
tc nghe so 9 co so 2 ct,"TC Nghề số 9, cơ sở 2 CT","C Nghề số 9, cơ sở 2 CT"
tc y duoc mekong,TC Y dược MeKong,C Y dược MeKong
cd kinh te doi ngoai tphcm co so 2 can tho,CĐ Kinh tế Đối ngoại TP.HCM ,CĐ Kinh tế Đối ngoại TP.HCM
tc hong ha,TC Hồng Hà,C Hồng Hà
Trường THPT chuyen ly tu trong,Trường THPT Chuyên Lý Tự Trọng,THPT Chuyên Lý Tự Trọng
Trường THPT tran dai nghia,Trường THPT Trần Đại Nghĩa,THPT Trần Đại Nghĩa
Trường THPT nguyen viet dung,Trường THPT Nguyễn Việt Dũng,THPT Nguyễn Việt Dũng
gdnn gdtx quan cai rang,TT GDNN-GDTX quận Cái Răng,GDNN-GDTX quận Cái Răng
phong gd dt q cai rang,Phòng GD-ĐT Q.Cái Răng,Phòng GD-ĐT Q.Cái Răng
tc nghe dong duong,TC Nghề Đông Dương,C Nghề Đông Dương
Trường THPT luu huu phuoc,Trường THPT Lưu Hữu Phước,THPT Lưu Hữu Phước
Trường THPT thoi long,Trường THPT Thới Long,THPT Thới Long
pho thong dan toc noi tru,Trường THPT Dân Tộc Nội trú,THPT Dân Tộc Nội trú
Trường THPT luong dinh cua,Trường THPT Lương Định Của,THPT Lương Định Của
gdnn gdtx quan o mon,TT GDNN-GDTX quận Ô Môn,GDNN-GDTX quận Ô Môn
phong gd dt q o mon,Phòng GD-ĐT Q.Ô Môn,Phòng GD-ĐT Q.Ô Môn
cd co dien va nong nghiep nam bo phuong phuoc thoi q o mon tp can tho,"CĐ Cơ điện và Nông nghiệp Nam Bộ Phường Phước Thới, Q.Ô Môn, Tp. Cần Thơ","CĐ Cơ điện và Nông nghiệp Nam Bộ Phường Phước Thới, Q.Ô Môn, Tp. Cần Thơ"
Trường THPT phan van tri,Trường THPT Phan Văn Trị,THPT Phan Văn Trị
gdnn gdtx huyen phong dien,TT GDNN-GDTX huyện Phong Điền,GDNN-GDTX huyện Phong Điền
phong gd dt h phong dien,Phòng GD-ĐT H.Phong Điền,Phòng GD-ĐT H.Phong Điền
Trường THPT giai xuan,Trường THPT Giai Xuân,THPT Giai Xuân
Trường THCS va Trường THPT tran ngoc hoang,Trường THCS-THPT Trần Ngọc Hoằng,THCS-THPT Trần Ngọc Hoằng
Trường THPT ha huy giap,Trường THPT Hà Huy Giáp,THPT Hà Huy Giáp
phong gd dt h co do,Phòng GD-ĐT H.Cờ Đỏ,Phòng GD-ĐT H.Cờ Đỏ
gdnn gdtx huyen co do,TT GDNN-GDTX huyện Cờ Đỏ,GDNN-GDTX huyện Cờ Đỏ
Trường THPT thanh an,Trường THPT Thạnh An,THPT Thạnh An
gdnn gdtx huyen vinh thanh,TT GDNN-GDTX huyện Vĩnh Thạnh,GDNN-GDTX huyện Vĩnh Thạnh
phong gd dt h vinh thanh,Phòng GD-ĐT H.Vĩnh Thạnh,Phòng GD-ĐT H.Vĩnh Thạnh
Trường THPT vinh thanh,Trường THPT Vĩnh Thạnh,THPT Vĩnh Thạnh
Trường THCS va Trường THPT thanh thang,Trường THCS-THPT Thạnh Thắng,THCS-THPT Thạnh Thắng
Trường THPT thot not,Trường THPT Thốt Nốt,THPT Thốt Nốt
Trường THPT thuan hung,Trường THPT Thuận Hưng,THPT Thuận Hưng
gdnn gdtx quan thot not,TT GDNN-GDTX quận Thốt Nốt,GDNN-GDTX quận Thốt Nốt
phong gd dt q thot not,Phòng GD-ĐT Q.Thốt Nốt,Phòng GD-ĐT Q.Thốt Nốt
Trường THCS va Trường THPT thoi thuan,Trường THCS-THPT Thới Thuận,THCS-THPT Thới Thuận
Trường THCS va Trường THPT tan loc,Trường THCS-THPT Tân Lộc,THCS-THPT Tân Lộc
Trường THPT thoi lai,Trường THPT Thới Lai,THPT Thới Lai
gdnn gdtx huyen thoi lai,TT GDNN-GDTX huyện Thới Lai,GDNN-GDTX huyện Thới Lai
phong gd dt h thoi lai,Phòng GD-ĐT H.Thới Lai,Phòng GD-ĐT H.Thới Lai
tc nghe thoi lai,TC Nghề Thới Lai,C Nghề Thới Lai
Trường THCS va Trường THPT truong xuan,Trường THCS-THPT Trường Xuân,THCS-THPT Trường Xuân
hoc o nuoc ngoai_56,Học ở nước ngoài_56,Học ở nước ngoài_56
quan nhan cong an tai ngu_56,"Quân nhân, Công an tại ngũ_56","Quân nhân, Công an tại ngũ_56"
Trường THPT nguyen dinh chieu,Trường THPT Nguyễn Đình Chiểu,THPT Nguyễn Đình Chiểu
Trường THPT ban cong thi xa,Trường THPT Bán Công Thị Xã,THPT Bán Công Thị Xã
Trường THPT chuyen ben tre,Trường THPT Chuyên Bến Tre,THPT Chuyên Bến Tre
Trường THPT vo truong toan,Trường THPT Võ Trường Toản,THPT Võ Trường Toản
trung tam gdnn gdtx thanh pho ben tre,TT GDNN-GDTX thành phố Bến Tre,GDNN-GDTX thành phố Bến Tre
trung cap y te ben tre,Trung cấp Y Tế Bến Tre,ung cấp Y Tế Bến Tre
cd ben tre,CĐ Bến Tre,CĐ Bến Tre
Trường THPT lac long quan,Trường THPT Lạc Long Quân,THPT Lạc Long Quân
cd nghe dong khoi,CĐ nghề Đồng Khởi,CĐ nghề Đồng Khởi
tc nghe ben tre,TC nghề Bến Tre,C nghề Bến Tre
nang khieu tdtt ben tre,Năng khiếu TDTT Bến Tre,ăng khiếu TDTT Bến Tre
Trường THPT tran van on,Trường THPT Trần Văn Ơn,THPT Trần Văn Ơn
Trường THPT diep minh chau,Trường THPT Diệp Minh Châu,THPT Diệp Minh Châu
Trường THPT bc chau thanh a,Trường THPT BC Châu Thành A,THPT BC Châu Thành A
Trường THPT bc chau thanh b,Trường THPT BC Châu Thành B,THPT BC Châu Thành B
Trường THPT mac dinh chi,Trường THPT Mạc Đĩnh Chi,THPT Mạc Đĩnh Chi
trung tam gdnn gdtx chauthanh,TT GDNN-GDTX ChâuThành,GDNN-GDTX ChâuThành
Trường THPT nguyen hue,Trường THPT Nguyễn Huệ,THPT Nguyễn Huệ
nuoi day tre em khuyet tat,Nuôi Dạy Trẻ em khuyết tật,uôi Dạy Trẻ em khuyết tật
Trường THPT tran van kiet,Trường THPT Trần Văn Kiết,THPT Trần Văn Kiết
Trường THPT truong vinh ky,Trường THPT Trương Vĩnh Ký,THPT Trương Vĩnh Ký
Trường THPT ban cong cho lach,Trường THPT Bán công Chợ Lách,THPT Bán công Chợ Lách
Trường THPT ban cong vinh thanh,Trường THPT Bán công Vĩnh Thành,THPT Bán công Vĩnh Thành
trung tam gdnn gdtx cho lach,TT GDNN-GDTX Chợ Lách,GDNN-GDTX Chợ Lách
Trường THPT ngo van can,Trường THPT Ngô Văn Cấn,THPT Ngô Văn Cấn
Trường THPT ban cong phuoc my trung,Trường THPT Bán công Phước Mỹ Trung,THPT Bán công Phước Mỹ Trung
Trường THPT le anh xuan,Trường THPT Lê Anh Xuân,THPT Lê Anh Xuân
trung tam gdnn gdtx mo cay bac,TT GDNN-GDTX Mỏ Cày Bắc,GDNN-GDTX Mỏ Cày Bắc
Trường THPT phan van tri,Trường THPT Phan Văn Trị,THPT Phan Văn Trị
Trường THPT nguyen ngoc thang,Trường THPT Nguyễn Ngọc Thăng,THPT Nguyễn Ngọc Thăng
Trường THPT dan lap giong trom,Trường THPT Dân lập Giồng Trôm,THPT Dân lập Giồng Trôm
Trường THPT ban cong giong trom,Trường THPT Bán công Giồng Trôm,THPT Bán công Giồng Trôm
trung tam gdnn gdtx huyen giong trom,TT GDNN-GDTX huyện Giồng Trôm,GDNN-GDTX huyện Giồng Trôm
Trường THPT nguyen thi dinh,Trường THPT Nguyễn Thị Định,THPT Nguyễn Thị Định
Trường THPT nguyen trai,Trường THPT Nguyễn Trãi,THPT Nguyễn Trãi
Trường THPT le hoang chieu,Trường THPT Lê Hoàng Chiếu,THPT Lê Hoàng Chiếu
Trường THPT huynh tan phat,Trường THPT Huỳnh Tấn Phát,THPT Huỳnh Tấn Phát
Trường THPT le qui don,Trường THPT Lê Quí Đôn,THPT Lê Quí Đôn
Trường THPT ban cong binh dai,Trường THPT Bán công Bình Đại,THPT Bán công Bình Đại
Trường THPT ban cong loc thuan,Trường THPT Bán công Lộc Thuận,THPT Bán công Lộc Thuận
trung tam gdnn gdtx binh dai,TT GDNN-GDTX Bình Đại,GDNN-GDTX Bình Đại
Trường THPT phan thanh gian,Trường THPT Phan Thanh Giản,THPT Phan Thanh Giản
Trường THPT ban cong ba tri,Trường THPT Bán công Ba Tri,THPT Bán công Ba Tri
Trường THPT tan ke,Trường THPT Tán Kế,THPT Tán Kế
Trường THPT suong nguyet anh,Trường THPT Sương Nguyệt Anh,THPT Sương Nguyệt Anh
Trường THPT phan ngoc tong,Trường THPT Phan Ngọc Tòng,THPT Phan Ngọc Tòng
Trường THPT phan liem,Trường THPT Phan Liêm,THPT Phan Liêm
Trường THPT phan liem,Trường THPT Phan Liêm,THPT Phan Liêm
Trường THPT phan ngoc tong,Trường THPT Phan Ngọc Tòng,THPT Phan Ngọc Tòng
Trường THPT le hoai don,Trường THPT Lê Hoài Đôn,THPT Lê Hoài Đôn
Trường THPT ban cong thanh phu,Trường THPT Bán công Thạnh Phú,THPT Bán công Thạnh Phú
Trường THPT tran truong sinh,Trường THPT Trần Trường Sinh,THPT Trần Trường Sinh
Trường THPT doan thi diem,Trường THPT Đoàn Thị Điểm,THPT Đoàn Thị Điểm
trung tam gdnn gdtx thanh phu tt thanh phu h thanh phu tinh ben tre,"TT GDNN-GDTX Thạnh Phú TT Thạnh Phú, H. Thạnh Phú, Tỉnh Bến Tre","GDNN-GDTX Thạnh Phú TT Thạnh Phú, H. Thạnh Phú, Tỉnh Bến Tre"
Trường THPT le hoai don,Trường THPT Lê Hoài Đôn,THPT Lê Hoài Đôn
Trường THPT tran truong sinh,Trường THPT Trần Trường Sinh,THPT Trần Trường Sinh
Trường THPT luong the vinh,Trường THPT Lương Thế Vinh,THPT Lương Thế Vinh
Trường THPT doan thi diem,Trường THPT Đoàn Thị Điểm,THPT Đoàn Thị Điểm
Trường THPT che ghevara,Trường THPT Chê-Ghêvara,THPT Chê-Ghêvara
Trường THPT ca van thinh,Trường THPT Ca Văn Thỉnh,THPT Ca Văn Thỉnh
Trường THPT ban cong mo cay,Trường THPT Bán công Mỏ Cày,THPT Bán công Mỏ Cày
Trường THPT ban cong an thoi,Trường THPT Bán công An Thới,THPT Bán công An Thới
Trường THPT quan trong hoang,Trường THPT Quản Trọng Hoàng,THPT Quản Trọng Hoàng
Trường THPT nguyen thi minh khai,Trường THPT Nguyễn Thị Minh Khai,THPT Nguyễn Thị Minh Khai
trung tam gdnn gdtx huyen mo cay nam,TT GDNN-GDTX huyện Mỏ Cày Nam,GDNN-GDTX huyện Mỏ Cày Nam
Trường THPT an thoi,Trường THPT An Thới,THPT An Thới
so giao duc dao tao,Sở Giáo dục- Đào tạo,Sở Giáo dục- Đào tạo
Trường THPT luu van liet,Trường THPT Lưu Văn Liệt,THPT Lưu Văn Liệt
Trường THPT nguyen thong,Trường THPT Nguyễn Thông,THPT Nguyễn Thông
Trường THPT vinh long,Trường THPT Vĩnh Long,THPT Vĩnh Long
Trường THPT chuyen nguyen binh khiem,Trường THPT chuyên Nguyễn Bỉnh Khiêm,THPT chuyên Nguyễn Bỉnh Khiêm
Trường THCS va Trường THPT trung vuong,Trường THCS-THPT Trưng Vương,THCS-THPT Trưng Vương
TT GDTX tp vinh long,TT GDTX TP Vĩnh Long,GDTX TP Vĩnh Long
nang khieu the duc the thao,Năng khiếu Thể dục thể thao,ăng khiếu Thể dục thể thao
cao dang kinh te tai chinh vinh long,Cao Đẳng Kinh tế Tài chính Vĩnh Long,Cao Đẳng Kinh tế Tài chính Vĩnh Long
tt gdnn gdtx tp vinh long,TT GDNN-GDTX TP Vĩnh Long,GDNN-GDTX TP Vĩnh Long
trung hoc su pham cuu long,Trung học Sư phạm Cửu Long,ung học Sư phạm Cửu Long
Trường THPT pham hung,Trường THPT Phạm Hùng,THPT Phạm Hùng
Trường THCS va Trường THPT phu quoi,Trường THCS-THPT Phú Quới,THCS-THPT Phú Quới
TT GDTX huyen long ho,TT GDTX huyện Long Hồ,GDTX huyện Long Hồ
Trường THPT hoa ninh,Trường THPT Hòa Ninh,THPT Hòa Ninh
tt gdnn gdtx huyen long ho,TT GDNN-GDTX huyện Long Hồ,GDNN-GDTX huyện Long Hồ
Trường THPT mang thit,Trường THPT Mang Thít,THPT Mang Thít
Trường THPT nguyen van thiet,Trường THPT Nguyễn Văn Thiệt,THPT Nguyễn Văn Thiệt
Trường THCS va Trường THPT my phuoc,Trường THCS-THPT Mỹ Phước,THCS-THPT Mỹ Phước
TT GDTX huyen mang thit,TT GDTX huyện Mang Thít,GDTX huyện Mang Thít
tt gdnn gdtx huyen mang thit,TT GDNN-GDTX huyện Mang Thít,GDNN-GDTX huyện Mang Thít
Trường THPT binh minh,Trường THPT Bình Minh,THPT Bình Minh
Trường THPT hoang thai hieu,Trường THPT Hoàng Thái Hiếu,THPT Hoàng Thái Hiếu
TT GDTX thi xa binh minh,TT GDTX Thị xã Bình Minh,GDTX Thị xã Bình Minh
tt gdnn gdtx thi xa binh minh ph cai von thi xa binh minh,"TT GDNN-GDTX Thị xã Bình Minh Ph. Cái Vồn, thị xã Bình Minh","GDNN-GDTX Thị xã Bình Minh Ph. Cái Vồn, thị xã Bình Minh"
Trường THCS-THPT dong thanh,Trường THCS-THPT Đông Thành,THCS-THPT Đông Thành
Trường THPT tran dai nghia,Trường THPT Trần Đại Nghĩa,THPT Trần Đại Nghĩa
Trường THCS va Trường THPT long phu,Trường THCS-THPT Long Phú,THCS-THPT Long Phú
Trường THPT tam binh,Trường THPT Tam Bình,THPT Tam Bình
pho thong dan toc noi tru,Trường THPT Dân tộc Nội trú,THPT Dân tộc Nội trú
Trường THCS va Trường THPT phu thinh,Trường THCS-THPT Phú Thịnh,THCS-THPT Phú Thịnh
Trường THPT phan van hoa,Trường THPT Phan Văn Hòa,THPT Phan Văn Hòa
TT GDTX huyen tam binh,TT GDTX huyện Tam Bình,GDTX huyện Tam Bình
tt gdnn gdtx huyen tam binh,TT GDNN-GDTX huyện Tam Bình,GDNN-GDTX huyện Tam Bình
Trường THPT song phu,Trường THPT Song Phú,THPT Song Phú
Trường THPT tra on,Trường THPT Trà Ôn,THPT Trà Ôn
Trường THPT huu thanh,Trường THPT Hựu Thành,THPT Hựu Thành
Trường THPT le thanh mung,Trường THPT Lê Thanh Mừng,THPT Lê Thanh Mừng
Trường THPT vinh xuan,Trường THPT Vĩnh Xuân,THPT Vĩnh Xuân
Trường THCS va Trường THPT hoa binh,Trường THCS-THPT Hoà Bình,THCS-THPT Hoà Bình
TT GDTX huyen tra on,TT GDTX huyện Trà Ôn,GDTX huyện Trà Ôn
tt gdnn gdtx huyen tra on,TT GDNN-GDTX huyện Trà Ôn,GDNN-GDTX huyện Trà Ôn
Trường THPT le thanh mung tu ngay 28 4 2017,Trường THPT Lê Thanh Mừng,THPT Lê Thanh Mừng
tt gdnn gdtx huyen tra on tu ngay ngay 28 4 2017,TT GDNN-GDTX huyện Trà Ôn,GDNN-GDTX huyện Trà Ôn
Trường THPT vo van kiet,Trường THPT Võ Văn Kiệt,THPT Võ Văn Kiệt
Trường THPT hieu phung,Trường THPT Hiếu Phụng,THPT Hiếu Phụng
Trường THPT nguyen hieu tu,Trường THPT Nguyễn Hiếu Tự,THPT Nguyễn Hiếu Tự
Trường THCS va Trường THPT hieu nhon,Trường THCS-THPT Hiếu Nhơn,THCS-THPT Hiếu Nhơn
TT GDTX huyen vung liem,TT GDTX huyện Vũng Liêm,GDTX huyện Vũng Liêm
tt gdnn gdtx huyen vung liem xa trung thanh h vung liem,"TT GDNN-GDTX huyện Vũng Liêm Xã Trung Thành, H. Vũng Liêm","GDNN-GDTX huyện Vũng Liêm Xã Trung Thành, H. Vũng Liêm"
Trường THPT tan quoi,Trường THPT Tân Quới,THPT Tân Quới
Trường THPT tan luoc,Trường THPT Tân Lược,THPT Tân Lược
Trường THCS va Trường THPT my thuan,Trường THCS-THPT Mỹ Thuận,THCS-THPT Mỹ Thuận
TT GDTX huyen binh tan,TT GDTX huyện Bình Tân,GDTX huyện Bình Tân
tt gdnn gdtx huyen binh tan,TT GDNN-GDTX huyện Bình Tân,GDNN-GDTX huyện Bình Tân
Trường THPT pham thai buong,Trường THPT Phạm Thái Bường,THPT Phạm Thái Bường
pho thong dan toc noi tru Trường THPT tinh tra vinh,Trường THPT Dân Tộc Nội Trú - Trường THPT tỉnh Trà Vinh,THPT Dân Tộc Nội Trú - Trường THPT tỉnh Trà Vinh
Trường THPT chuyen nguyen thien thanh,Trường THPT Chuyên Nguyễn Thiện Thành,THPT Chuyên Nguyễn Thiện Thành
trung tam gdtx hndn thanh pho tra vinh,TT GDTX-HNDN thành phố Trà Vinh,GDTX-HNDN thành phố Trà Vinh
Trường THPT thanh pho tra vinh,Trường THPT Thành Phố Trà Vinh,THPT Thành Phố Trà Vinh
cao dang nghe tra vinh,Cao Đẳng nghề Trà Vinh,Cao Đẳng nghề Trà Vinh
thuc hanh su pham,Thực Hành Sư Phạm,hực Hành Sư Phạm
trung cap pali khmer,Trung cấp Pali Khmer,ung cấp Pali Khmer
Trường THPT chuyen tra vinh 2011,Trường THPT Chuyên Trà Vinh ,THPT Chuyên Trà Vinh
