text,normed_text
THPT Tam Nông - Đồng Tháp,THPT Tam Nông
cao dang duoc trung uong-haj duong,CĐ Dược Trung Ương Hải Dương
Đại Học Luật Tp Hồ Chí Minh Cơ Sở Bình Triệu,ĐH Luật TP.HCM
cd nghe py,CĐ Nghề Phú Yên
Đại Học Xây Dựng Miền Trung,ĐH Xây dựng Miền Trung
đhvh văn hóa  the thao&du lich thanh hóa,ĐH Văn Hóa Thể Thao Du Lịch Thanh Hoá
đh xd miền tây,ĐH Xây Dựng Miền Tây
Trung học phổ thông Yên Phong 1,THPT Yên Phong
dai hoc hang khong viet nam,HV Hàng không Việt Nam
đại học hàng hải hp,ĐH Hàng hải Việt Nam
Trường Cấp III huyện Tiểu Cần,THPT Tiểu Cần
TPTDTBT-Trường THCS Nậm Ban-Mèo Vạc,THCS-THPT Dân tộc bán trú Nậm Ban
cao đẳng công nghệ - đh đà nẵng,ĐH Sư Phạm Kỹ thuật - ĐH Đà Nẵng
Đại Học Lao Động Xã Hội,ĐH Lao động Xã hội
THPT Lê Ngọc Hân,THPT Dân Lập Lê Ngọc Hân
truong cao dang ky thuat cong nghe van xuan,CĐ Kỹ Thuật Công Nghệ Vạn Xuân
Trường Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc...,ĐH Khoa học Xã hội Nhân văn - ĐH Quốc gia Hà Nội
cao dang cong nghe thong tin,CĐ Công nghệ Thông tin TP.HCM
Cao Đẳng Ngề Đà Nẵng,CĐ Nghề Đà Nẵng
Trường THPT Dân tộc nội trú Tuyên Quang,THPT DTNT Tuyên Quang
Trường PTTH Quang Trung,THPT Quang Trung
cao dang nge ki thuat cong nghe tphcm,CĐ Kỹ Nghệ 
Truong PTTH Thái Lão,THPT Thái Lão
TT GDTX BÌNH ĐỊNH,GDNN-GDTX Bình Định
Trường THPT DTNT Huỳnh Cương,THPT DTNT Huỳnh Cương
cao đẳng thực hành fpt cần thơ,CĐ Thực Hành FPT Polytechnic
Đại Học Thủy Lợi ( Cơ sở 2 ),ĐH Thủy Lợi
cd cong ngiep cao su,CĐ Công nghiệp Cao Su
Trường THPT kim thanh,THPT Kim Thành
cao dang xay dun,CĐ Xây dựng TP.HCM
cao đẳng văn hóa nghệ thuật hà nội,CĐ Nghệ Thuật Hà Nội
truong cdn an nhat vinh,CĐ Nghề Bà Rịa Vũng Tàu
THPT Mỹ Văn,THPT Mỹ Văn
cao đẳng xây xựng số 1,CĐ Xây dựng
THPT Sông Mã,THPT Sông Mã
tt gdnn gdtx ha lang,GDNN-GDTX Hạ Lang
cd kte tai chinh vinh long,ĐH Kinh tế TP.HCM
"THPT Phương Sơn, Lục Nam, Bắcgiang",THPT Phương Sơn
Truong cao dang su pham dong nai,CĐ sư phạm Đồng Nai
cao đẳng kinh tế kĩ thuật kiên gianh,CĐ Kinh Tế Kỹ Thuật Kiên Giang
cao dang kinh te ki thuat sg,CĐ Kinh tế Kỹ thuật TP.HCM
Le Thanh Ton High school - Vietnam,THPT Lê Thánh Tôn
THPT BAN CONG TAN HIEP KIEN GIANG,THPT Tân Hiệp
THPT Hàm Thuận Nam_BÌNH THUẬN,THPT Hàm Thuận Nam
tt gdnn gdtx tp yen bai,GDNN-GDTX Yên Bái
Trường THPT Nguyễn Thái Học,THPT Nguyễn Thái Học
đại học xây giựng,ĐH Xây Dựng Hà Nội
Dai hoc Tai nguyen va Moi truong tp.HCM,ĐH Tài Nguyên Môi Trường TP.HCM
THPT Đào Duy Từ - Đồng Hới - QB,THPT Đào Duy Từ
Trường Cao đẳng Kỹ thuật Công nghệ Bà Rịa - Vũng Tàu,CĐ Kỹ Thuật Công Nghệ Bà Rịa Vũng Tàu
đại học sư  phạm hà nội ( hnue ),ĐH Sư phạm Hà Nội
đhgt vt sắt,ĐH Giao thông Vận tải
cao đẳng sư phạm mầm non thái binh,CĐ Sư phạm Thái Bình
DH Ky Thuat Cong Nghe,ĐH Kỹ thuật Công nghệ Cần Thơ
cao dang sp ha tay,CĐ Sư Phạm Hà Tây
Trường Đại học Bách khoa Đà Nẵng,ĐH Bách Khoa - ĐH Đà Nẵng
Thpt Luu Hoang,THPT Lưu Hoàng
cao dang van hoa nghe thuat va du lich,CĐ văn hóa nghệ thuật Du Lịch Sài Gòn
Trường THPT ngo van can,THPT Ngô Văn Cấn
cao dang y yen bai,ĐH Âm nhạc Tokyo
THCS - THPT Trí Đức,THPT Trí Đức
trườq thpt châu phú,THPT Châu Phú
cao dang dong thap,CĐ Cộng đồng Đồng Tháp
Trường THPT Chuyên Lê Hồng Phong TPHCM,THPT chuyên Lê Hồng Phong
THPT Vo Minh Duc,THPT Võ Minh Đức
ischool kien giang,THPT Ischool Rạch Giá
đại học tdtt bắc niinh,ĐH Thể dục Thể thao Bắc Ninh
TRường Cao Đẳng Công Nghiệp Hóa Chất,CĐ Công nghiệp Hóa chất
thph nui thanh,THPT Núi Thành
cao dang ky thuat lý tự trọng,CĐ Lý Tự Trọng TP.HCM
cao dang pt-th 1 ha nam,CĐ Phát Thanh Truyền Hình
CĐ Y Tế Hải Phòng,CĐ Y tế Hải Phòng
đh tài nguyên và môi trừờng hn,ĐH Tài nguyên và Môi trường Hà Nội
Trung học phổ thông Cẩm Khê,THPT Cẩm Khê
Trường Trung Cấp Nghề Gia Lai,CĐ Gia Lai
THPT chuyên Lê Quý Đôn Điện Biên,THPT Chuyên Lê Qúy Đôn
đại học xay dung ha noi,ĐH Xây Dựng Hà Nội
đh.university of phan thiết,ĐH Phan Thiết
Truong DHSP Ha Noi 2,ĐH Sư phạm Hà Nội
Trường PTTH Yên Thế - Bắc Giang,THPT Yên Thế
truong DH hang hai,ĐH Hàng hải Việt Nam
Trường THPT dong my,THPT Đông Mỹ
Cao Đẳng Nghề Sóc Trăng,CĐ Nghề Sóc Trăng
truong thpt nguyen mong tuan,THPT Nguyễn Mộng Tuân
đại học tnmt tp hồ chí minh,ĐH Tài nguyên và Môi trường TP.HCM
Trường THPT  Trần Quang Khải - Hải Dương,THPT Tư Thục Trần Quang Khải
"THPT  BC Chu Văn An, Tư Nghĩa, Quảng Ngãi",THPT Chu Văn An
Trường THPT Dân tộc nội trú tỉnh Phú Thọ,THPT DTNT Phú Thọ
đh kiến trúc ha,ĐH Kiến trúc Hà Nội
cao dang maketting,ĐH Tài chính Marketing
đại học nội thương,ĐH Thương mại
Thang Long Highschool - Vietnam,THPT Thăng Long
Trường THPT Dân Lập Hưng Nguyên,THPT Đinh Bạt Tụy
đh kinh tế- luật sg,ĐH Kinh tế Luật - ĐH Quốc Gia TP.HCM
"THPT Nguyen Trai, Danang",THPT Nguyễn Trãi
THPT Gò Công Đông,THPT Gò Công Đông
Trường THCS va Trường THPT nguyen ba ngoc,THCS-THPT Nguyễn Bá Ngọc
banking university of hcm,ĐH Ngân Hàng TP.HCM
Trung hoc pho thong nguyen trai truc ninh nam dinh,THPT Nguyễn Trãi
cao đẳng công nghệ thông tin - đh đà nẵng,CĐ Công nghệ Thông tin - ĐH Đà Nẵng
"đại học thái bình dương, nha trang, khánh hòa",ĐH Thái Bình Dương
cd cong nge ha noi,CĐ Công nghệ Hà Nội
cao dang ktkt thuơng mai,CĐ Kinh tế Kỹ thuật Thương mại
Trường Trung Học Phổ Thông Châu Văn Liêm,THPT Châu Văn Liêm
cd cong nghiep hy,CĐ Công nghiệp Hưng Yên
cao dang du lich va thuong mai hai duong,CĐ Du lịch và Công Thương
Trường THPT Chuyên Lê Quý Đôn Khanh Hoa,THPT Chuyên Lê Quý Đôn
cao đẳng sư phạm trung ương 3 tp.hcm,CĐ Sư phạm Trung ương TP.HCM
"THPT Phan Đình Phùng, Sông Cầu, Phú Yên",THPT Phan Đình Phùng
trung tam giao duc thuong xuyen gia rai,GDNN-GDTX Giá Rai
cao đẳng nghề an giang - an giang vocational college,CĐ Nghề An Giang
"truong pTTH sang son,song lo,vp",THPT Sáng Sơn
dai hoc mo tphcm,ĐH Mở TP.HCM
Đại học Pháp lý Hà Nội,ĐH Luật Hà Nội
cao dang nghe hong cam,CĐ Nghề Mỏ Hồng Cẩm
đh kinh tế công nghiệp la,ĐH Kinh tế Công nghiệp Long An
đh y thai nguyên,ĐH Y Dược Thái Nguyên
Trường THPT Đinh Bạt Tụy Hưng Nguyên Nghệ An - 37,THPT Đinh Bạt Tụy
gdnn gdtx quan ha dong,GDNN-GDTX Hà Đông
cao dang kinh ke doi ngoai,CĐ Kinh Tế Đối Ngoại
đại học mở tp hồ chí minh,ĐH Mở TP.HCM
Thph tan phu long my hau giang,THPT Tân Phú
đh.công nghiệp tp.hcm,ĐH Công nghiệp TP.HCM
truong trung hoc Buon ma thuoc,THPT Buôn Ma Thuột
cao dang nghe giao thong van tai trung uong 2,CĐ nghề Giao thông vận tải Trung ương
Truong THPT Phan Chu Trinh - Quan Hai An,THPT Phan Chu Trinh
Trường THPT Cửa Lò 2,THPT Cửa Lò
trung học phổ thông thái thuận,THPT Thái Thuận
truong pho thong an lac,THPT An Lạc
HCM city university of industry,ĐH Công nghiệp TP.HCM
truong trung hoc pho thong hung thang,THPT Hùng Thắng
Thpt Đô Lương3,THPT Đô Lương
Trung cấp y tế Khánh Hòa,CĐ Y tế Khánh Hòa
cao đẳng sư phạm đăklak,CĐ Sư Phạm Đắk Lắk
tt gdnn gdtx thanh pho nga bay tu 01 02 2020,GDNN-GDTX Ngã Bảy
Thpttắc vân,THPT Tắc Vân
Trường THPT thanh ha,THPT Thanh Hà
"THPT Nguyễn Viết Xuân, Di Linh, Lâm Đồng",THPT Nguyễn Viết Xuân
TH NGUYEN TRAN,THPT Nguyễn Trân
THPT TRIÊU PHONG,THPT Triệu Phong
cao đẳng nghề ispace,CĐ Nghề Kiên Giang
cao dang du lich nka trang,CĐ Du Lịch Nha Trang
THPT Nguyễn Hùng Sơn,THPT Nguyễn Hùng Sơn
Đại học Tự trị Quốc gia México,ĐH Tự trị Quốc gia México
"THPT Nhữ Văn Lan, Tiên Lãng, Hải Phòng",THPT Nhữ Văn Lan
trung tam dn hn va gdtx hong linh,GDDN-GDTX Hồng Lĩnh
đại học luật thành phố chí minh,ĐH Luật TP.HCM
Trường THPT Thanh Sơn,THPT Thanh Sơn
đhsp kt vinh,ĐH Sư Phạm Kỹ Thuật Vinh
Thpt ton that tung da nang,THPT Tôn Thất Tùng
tc nghe so co so 2 ct,TC Nghề Bộ Quốc phòng
"Trường Đại học Kinh tế và Quản trị kinh doanh, Đại học Thái Nguyên",ĐH Kinh tế Quản trị kinh doanh - ĐH Thái Nguyên
PTTh mai son,THPT Mai Sơn
THPT Bùi Thị Xuân,THPT Bùi Thị Xuân
tt gdnn gdtx h son dong,GDNN-GDTX Sơn Động
đh y khoa vinh,ĐH Y khoa Vinh
HUS High School for Gifted Students - Vietnam National University,THPT chuyên Khoa học Tự Nhiên
ĐH Phạm Văn Đồng,ĐH Phạm Văn Đồng
cd cong nghe va kinh te cong nghjep,CĐ Công nghệ và Kinh tế Công nghiệp
THPT Trần Hưng Đạo Quận Gò Vấp TpHcm,THPT Trần Hưng Đạo
đại học su phạm đà nămg,ĐH Sư Phạm - ĐH Đà Nẵng
cao đẳng sư phạm hà giang,CĐ sư phạm Hà Giang
Trường Trung cấp Xây dựng Hà Nội,TC xây dựng Hà Nội
THPT Sông Công - Thái Nguyên,THPT Sông Công
pho thong dtnt Trường THCS-THPT huyen dak glong,THCS-THPT DTNT Đăk Glong
thpt nguyen hien duy xuyen quang nam,THPT Nguyễn Hiền
ĐẠI HỌC SƯ PHẠM TP HỒ CHÍ MINH,ĐH Sư phạm TP.HCM
thpt le loi kon tum,THPT Lê Lợi
đh mỏ đia chât hn,ĐH Mỏ Địa chất
"cao đẳng nghề số 4, vinh, nghệ an",CĐ nghề Bộ Quốc phòng
THPT Bình Sơn - Kiên Giang,THPT Bình Sơn
Trường THCS-THPT viet uc ha noi truoc 12 2013,THCS-THPT Việt úc
cd nge đưong sat,CĐ Đường sắt
trung hoc pho thong mi hao,THPT Mỹ Hào
Cao Đẳng Điện Lực TP.HCM,CĐ Điện lực TP.HCM
cao dang nghe mo hong cam vinacomin_quang ninh,CĐ Nghề Mỏ Hồng Cẩm
đại học kinh tế kỹ thuật công nghiệp i,ĐH Kinh tế Kỹ thuật Công nghiệp
trung hoc pho thong ha van mao,THPT hà Văn Mao
cao dang ky thuat bac giang,CĐ Kỹ thuật Công nghiệp
Trường THPT Doan Thi Diem thanh phu ben tre,THPT Đoàn Thị Điểm
cao đẳng vn-singapore,CĐ nghề Việt Nam Singapore
tt gdnn gdtx hung ha,GDNN-GDTX Hưng Hà
Trung Học Phổ Thông Tiên Hưng,THPT Tiên Hưng
Truong dtnt tinh phu tho,THPT DTNT Phú Thọ
cd sơn la,CĐ Sơn La
THPT dak lua,THPT Đắc Lua
đại học dien luc,ĐH Điện Lực
đại học ton duc thang,ĐH Tôn Đức Thắng
cao đẳng y tế đồng nai.,CĐ Y Tế Đồng Nai
THPT Nguyễn Hữu Cảnh (Chợ Mới - An Giang),THPT Nguyễn Hữu Cảnh
cao đẳng kinh tế kĩ thuật - đại học thái nguyên,CĐ Kinh Tế Kỹ Thuật Thái Nguyên
cao dang-truong dh cong nghiep ha noi,CĐ nghề Công nghiệp Hà Nội
CĐ Điện Lực TP HCM,CĐ Điện lực TP.HCM
THPT Thác Bà,THPT Thác Bà
cao đẳng vhnt va du lịch nha trang,CĐ Văn Hóa Nghệ Thuật Du Lịch Nha Trang
THTP TRần Nguyên Hãn,THPT Trần Nguyên Hãn
Trường THPT nguyen dieu,THPT Nguyễn Diêu
Trường THPT Hàng Hải-Hải Phòng,THPT Hàng Hải
cao đẳng kinh tế - kĩ thuật cần thơ,CĐ Kinh tế Kỹ thuật Cần Thơ
truong cao dang yte Ninh Binh,CĐ Y tế Ninh Bình
truong Trường THPT chieng sinh,THPT Chiềng Sinh
Trung hoc pt so 2 phu cat,THPT Phù Cát
CD KTCN VAN XUAN,CĐ Kỹ Thuật Công Nghệ Vạn Xuân
THPT Ngyễn Thị Minh Khai,THPT Nguyễn Thị Minh Khai
tt gdnn gdtx phuc hoa,GDNN-GDTX Phục Hoà
đại học giao thông vân tải tp.hcm,ĐH Giao thông Vận tải TP.HCM
cao đẳng công nghệ thực,CĐ Công nghiệp Thực phẩm
cao dang cong nghe vietronic,CĐ Công nghệ Viettronics
cao dang cong nghe giay,CĐ Nghề Công nghệ Giấy Cơ điện
"đại học đà lạt, cao đẳng sư phạm đà lạt",CĐ Sư phạm Đà Lạt
đại học đà lat,ĐH Đà Lạt
đh nông nghjệp hà nộj,HV Nông nghiệp Việt Nam
Học Viện Công Nghệ Bưu Chính Viễn Thông - TP Hồ Chí Minh,HV Công nghệ Bưu chính Viễn thông
THPT Bình Đại A,THPT Lê Hoàng Chiếu
Đh ktế Đà nẵng,ĐH Kinh tế - ĐH Đà Nẵng
đại học tiềng giang,ĐH Tiền Giang
THPT Nguyễn Huệ - Tây Sơn - Bình Định,THPT Nguyễn Huệ
đhyd cần thơ,ĐH Y Dược Cần Thơ
đh su pham ki thuat vinh,ĐH Sư Phạm Kỹ Thuật Vinh
THPT Tây Thụy Anh,THPT Tây Thuỵ Anh
Trường THPT go den,THPT Gò Đen
Trường THPT Thị Xã Cao Lãnh,THPT Cao Lãnh
THPT LE THI RIENG,THPT Lê Thị Riêng
cd kinh te tphcm,CĐ Kinh Tế TP.HCM
THPT Hưng Hoá,THPT Hưng Hoá
cao đẳng nghề hòa bình trảng bom đồng nai,CĐ Hòa Bình Xuân Lộc
đại học việt hung - hn,ĐH Công nghiệp Việt Hung
trường đại học y khoa hà nội,ĐH Y Hà Nội
Trường THPT Kiến An,THPT Kiến An
Trường THPT Hương Khê - Hà Tĩnh,THPT HƯƠNG KHÊ
Trung Học Phổ Thông Tiến Thịnh,THPT Tiến Thịnh
Trường Trung học Phổ thông Phú Nhuận - Phu Nhuan High School,THPT Phú Nhuận
"thpt huong hoa, quang tri",THPT Hướng Hóa
Hoc sinh truong trung hoc pho thong Loc Thanh,THPT Lộc Thanh
cao dang xd so ii,CĐ Xây dựng TP.HCM
Trường Cao Đẳng Kinh Tế Công Nghệ Tp.HCM,CĐ Kinh tế Công nghệ TP.HCM
Trường THPT Trường Long Tây,THPT Trường Long Tây
THPT Vĩnh Thuận- Kiên Giang,THPT Vĩnh Thuận
đại học khoa học tự  nhiên tphcm - university of science,ĐH Khoa học Tự nhiên - ĐH Quốc Gia TP.HCM
cao đẳng nghề số 9(quân khu 9),CĐ Nghề Cần Thơ
PTTH Trần Quốc Tuấn TP. Quảng Ngãi,THPT Trần Quốc Tuấn
Truong CDSPLong An,CĐ Sư phạm Long An
thph sao nam,THPT Sào Nam
Trường THPT Kien Văn,THPT Kiến Văn
đại học công nghiệp thực phẩm tp hồ chí minh,ĐH Công nghiệp Thực phẩm TP.HCM
cao đẳng nge lilima1,CĐ Công Nghệ Quốc Tế Lilama
Trường THPT c binh luc,THPT Bình Lục
truong thpt cam binh,THPT Cẩm Bình
cd cong nghiep hung yen-bac ninh,CĐ Công nghiệp Hưng Yên
đại học bách khoa thành phố,ĐH Bách khoa - ĐH Quốc gia TP.HCM
truong Trường THPT chu van thinh,THPT Chu Văn Thịnh
Đai học công nghiêp việt trì,ĐH Công Nghiệp Việt Trì
Trường Sĩ Quan Kĩ Thuật Quân Sự - Hệ Quân sự,Sĩ Quan Kĩ Thuật Quân Sự
trung hoc pho thong so 2 phu my,THPT Phù Mỹ
gdtx thanh tri,GDNN-GDTX Thanh Trì
Trường Đại Học Kiến Trúc TP.HCM cơ sở cần thơ,ĐH Kiến trúc TP.HCM
cao đẳng công nghiêp quốc phòng,CĐ Công nghiệp Quốc phòng
Trung học Trần Phú Hà nội,THPT Trần Phú
Trường THPT tran cao van,THPT Trần Cao Vân
cao dang su pham tw thanh pho hcm,CĐ Sư phạm Trung ương TP.HCM
cao dang cong nghiep va kinh te,CĐ Công nghệ và Kinh tế Hà Nội
THPT DL Văn Hiến -Long Khanh-Đồng Nai,THPT Dân Lập VĂN HIẾN
Trường THPT Tây Sơn - Bình Định,THPT Tây Sơn
Trường THCS-THPT quoc te thang long,THCS-THPT Quốc tế Thăng Long
"Đại Học Sân Khấu, Điện Ảnh TPHCM",ĐH Sân khấu Điện ảnh TP.HCM
Truong Trung Hoc Pho Thong Nguyen Viet Hong,THPT Nguyễn Việt Hồng
Trường THPT Nguyễn Huệ_Đại Từ_Thái Nguyên,THPT Nguyễn Huệ
Trung cấp Du lịch và Khách sạn Saigontourist,TC Du Lịch và Khách sạn Saigontourist
cd dl tm nghe an,CĐ nghề Du lịch Thương mại Nghệ An
Truong THPT Ly Tu Trong,THPT Lý Tự Trọng
trung hoc pho thong tra cu,THPT Trà Cú
cao dang nghe gl,CĐ Nghề Gia Lai
Trung cấp KT- KT Nguyễn Hữu Cảnh,TC Kinh tế Kỹ thuật
đại học dalat,ĐH Đà Lạt
Trường Trung Cấp Y Tế Gia Lai,TC Y tế Gia Lai
"đại học hà nội, khoa pháp",ĐH Hà Nội
đh kinh tế kỹ thuật công ngiệp,ĐH Kinh tế Kỹ thuật Công nghiệp
thpt huongson,THPT Hương Sơn
Đại Học Thủ Đô,ĐH Thủ đô Hà Nội
"đại học luật, tp. hcm, viet nam",ĐH Luật TP.HCM
Trường Trung học phổ thông nguyễn quán nho,THPT Nguyễn Quán Nho
Trung học phổ thông Đinh Chương Dương,THPT Đinh Chương Dương
đại học cntt gia định tp.hcm,ĐH Công nghệ Thông tin Gia Định
Trường THPT Huỳnh Ngọc Huệ,THPT Huỳnh Ngọc Huệ
tt gdnn gdtx tp hai duong,GDNN-GDTX Hải Dương
cao đẳng y tế bình đinh,CĐ Y Tế Bình Định
THPT HN3,THPT Hồng Ngự
Trường THPT Chợ Lách A - Bến Tre,THPT Chợ Lách
đh nông nghiêp hà nội,HV Nông nghiệp Việt Nam
tt gdnn gdtx huyen dong hy,GDNN-GDTX Đồng Hỷ
tt gdnn gdtx h luc ngan,GDNN-GDTX Lục Ngạn
cao đẳng nghệ thật hà nội,CĐ Nghệ Thuật Hà Nội
Trường THPT. Phu yen. Sl,THPT Phù Yên
thpt dam ri,THPT Thị Trấn Đạm Ri
phan thanh tai highschool,THPT Phan Thành Tài
truong trung hoc pho thong nam hai lang,THPT Hải Lăng
đại học công ngiệp hà nôi,ĐH Công nghiệp Hà Nội
Trường đại học tổng hợp,ĐH Tổng Hợp Hà Nội
Trường THPT chu văn an bmt,THPT Chu Văn An
đh kte ky thuat cn,ĐH Kinh tế Kỹ thuật Công nghiệp
đhcs nd,ĐH Cảnh sát Nhân dân
Cd kinh te ky thuat sai gon,CĐ Kinh Tế Kỹ Thuật Sài Gòn
Truong CD Y Duoc TP,CĐ Y DƯỢC PASTEUR
PTTH Ngoc hoj,THPT Ngọc Hồi
TTrường THPT TIỀn phong,THPT Tiền Phong
Trường Thpt Thái Nguyên Tp Thái Nguyên,THPT Thái Nguyên
12A5 Trường THPT An Lạc,THPT An Lạc
cao dang sư pham bac ninh,CĐ Sư Phạm Bắc Ninh
Cao đẳng kinh tế kĩ thuật Phú Lâm,CĐ Kinh tế Kỹ thuật Thương mại
Trường Đại học VH HaNoi,ĐH Văn hóa Hà Nội
Trường Đại học Nông nghiệp I - Hà nội,HV Nông nghiệp Việt Nam
Trường THPT Võ Trường Toản,THPT Võ Trường Toản
truong THPTKien Luong,THPT Kiên Lương
cao dang nghe dung quat,CĐ Kỹ nghệ Dung Quất
CDSP Hung Yen,CĐ Cộng Đồng Hưng Yên
cao đẳng may lệ chi gia lâm,ĐH Công Nghiệp Dệt May Hà Nội
Trung Tâm GDTX Q12,GDNN-GDTX TP.HCM
đh sư phạm 1 hà nội,ĐH Sư phạm Hà Nội
Dai hoc khien truc,ĐH Kiến trúc Hà Nội
THPT Núi Thành,THPT Núi Thành
Trung Học Phổ Thông Vĩnh Xuong,THPT Vĩnh Xương
th Trường THCS va Trường THPT doan thi diem greenfield,THCS-THPT Đoàn Thị Điểm
Trường đại học nhạc họa trung ương,ĐH Sư Phạm Nghệ Thuật Trung Ương
cao đẳng cộng hà tây,CĐ Cộng đồng Hà Tây
truong Trường THPT phan viet thong,THPT Phan Việt Thống
cao đẳng nghề kỹ thuật công nghệ  tphcm,CĐ Kỹ Nghệ 
cao dang công nghiệp nam định,CĐ Công nghiệp Nam Định
trung cap y te quang tri,CĐ Y tế Quảng Trị
THPT Hoàng văn thụ_hải dương,THPT Hoàng Văn Thụ
ĐH BKĐN,ĐH Bách Khoa - ĐH Đà Nẵng
tt gdnn gdtx huyen vung liem xa trung thanh h vung liem,GDNN-GDTX Vũng Liêm
Trường Trung học Bưu chính Viễn thông & Công nghệ thông tin II,TC Bưu Chính Viễn Thông Công Nghệ Thông Tin
Trường THPT nguyen thi minh khai truoc 12 2013,THPT Nguyễn Thị Minh Khai
THPT Số 1 Bố Trạch - Quảng Bình,THPT Bố Trạch
đh sao đỏ hải dương,ĐH Sao Đỏ
ĐH Việt - Nhật,ĐH Việt Nhật
Trường THPT lien bao,THPT Liên Bảo
Đại học Bách Khoa - Đại học Quốc gia Tp.HCM,ĐH Bách khoa - ĐH Quốc gia TP.HCM
Truong THPT Ngo Quyen-Phu Quy,THPT Ngô Quyền
Trường THPT nguyen chi thanh truoc 01 02 2020,THPT Nguyễn Chí Thanh
cd su pham mam n0n,CĐ Sư phạm Mầm non Trung Ương
đh ktkt công nghiệp i hà nội,ĐH Kinh tế Kỹ thuật Công nghiệp
cao đẳng nghề giấy và cơ điện,CĐ Nghề Công nghệ Giấy Cơ điện
truong THPT Doi Can,THPT Đội Cấn
THPT dan lap Ha Huy Tap_tp Tam Ky,THPT Dân Lập Hà Huy Tập
đại học qghn,ĐH Quốc gia Hà Nội
PTTH Phong Châu,THPT Phong Châu
cao dang kinh te ki that thuong mai,CĐ Kinh tế Kỹ thuật Thương mại
Truong Dai hoc Khoa Hoc Xa Hoi va Nhan Van HN,ĐH Khoa học Xã hội Nhân văn - ĐH Quốc gia Hà Nội
đh kinh tế kỹ thuật bd,ĐH Kinh tế Kỹ Thuật Bình Dương
cao dang cong nge thong tin hcm,CĐ Công nghệ Thông tin TP.HCM
đại học sư phạm một hà nội,ĐH Sư phạm Hà Nội
Dongnai University oftechnology,ĐH Công Nghệ Đồng Nai
truong Trường THPT cong nghiep viet tri,THPT Công Nghiệp
truong dai hoc kien truc da nang,ĐH Kiến trúc Đà Nẵng
Trường Cao Đẳng nghề Tỉnh Bà Rịa Vũng Tàu,CĐ Kỹ Thuật Công Nghệ Bà Rịa Vũng Tàu
cao đẳng tài chính- quản trị kinh doanh,CĐ Tài Chính Quản Trị Kinh Doanh
