index,text,cleaned_text
27628,Bank University TP HCM,ĐH Ngân Hàng TP.HCM
27629,buh,ĐH Ngân Hàng TP.HCM
27630,Banking Univerity.tp HCM,ĐH Ngân Hàng TP.HCM
27631,đại học ngoại ngữ quốc gja Hà Nội,ĐH Ngoại ngữ - ĐH Quốc gia Hà Nội
27632,DHNN-DHQG Ha Noi,ĐH Ngoại ngữ - ĐH Quốc gia Hà Nội
27633,DAI HOC NGOAI NGU HA NOI,ĐH Ngoại ngữ - ĐH Quốc gia Hà Nội
27634,University of Languages & International Studies,ĐH Ngoại ngữ - ĐH Quốc gia Hà Nội
27635,ngoaj thuong,ĐH Ngoại thương
27636,Foreign Trade University,ĐH Ngoại thương
27637,Ngoại thương,ĐH Ngoại thương
27638,DH Nguyen Tat Thanh TPHCM,ĐH Nguyễn Tất Thành
27639,Đại Học Nguyễn Tất Thành,ĐH Nguyễn Tất Thành
27640,NTTU - Đại học Nguyễn Tất Thành,ĐH Nguyễn Tất Thành
27641,DH Thủy sản,ĐH Nha Trang
27642,NTU,ĐH Nha Trang
27643,Đại học Nội Vụ Hà Nội,ĐH Nội Vụ Hà Nội
27644,Daj hoc Noi Vu Ha Noi,ĐH Nội Vụ Hà Nội
27645,NL BAC GIANG,ĐH Nông Lâm Bắc Giang
27646,Truong dai hoc nong lam hue,ĐH Nông Lâm Huế
27647,Trường Đại học Nông Lâm thành phố Hồ Chí Minh,ĐH Nông Lâm TP.HCM
27648,Dai hoc Nong Lam TPHCM,ĐH Nông Lâm TP.HCM
27649,Phân Hiệu Đại Học Nông Lâm TP.HCM tại Ninh Thuận,ĐH Nông Lâm TP.HCM
27650,University of Fire fighting and prevention,ĐH Phòng Cháy Chữa Cháy 2
27651,Tokyo Fukushi University Myanmar,ĐH Phúc lợi Xã hội Tokyo
27652,HPU,ĐH Quản lý và Công nghệ Hải Phòng
27653,Đại Học Quảng Bình,ĐH Quảng Bình
27654,Đại Học Quảng Bình,ĐH Quảng Bình
27655,ĐH Quang Trung,ĐH Quang Trung
27656,"Chungnam National University, South Korea",ĐH Quốc gia Chungnam
27657,"Đại học Quốc Gia Hà Nội, Hà Nội",ĐH Quốc gia Hà Nội
27658,Trường đại học quốc gia Hà Nội,ĐH Quốc gia Hà Nội
27659,truong dh quoc te hong bang,ĐH Quốc Tế Hồng Bàng
27660,dh quoc te hoc bang,ĐH Quốc Tế Hồng Bàng
27661,Trường Đại học Quốc tế Sài Gòn - SIU,ĐH Quốc tế Sài Gòn
27662,Trường ĐẠI HỌC QUI NHƠN,ĐH Quy Nhơn
27663,Trường Đại học Quy Nhơn,ĐH Quy Nhơn
27664,Học viện sân khấu điện ảnh Hà Nội,ĐH Sân khấu Điện ảnh Hà Nội
27665,San khau va Dien Anh Ha noi,ĐH Sân khấu Điện ảnh Hà Nội
27666,Truog Đai hoc sao do .hd city,ĐH Sao Đỏ
27667,Trường Cao Đẳng Sư Phạm Hà Nội,ĐH Sư phạm Hà Nội
27668,ĐH SPHN,ĐH Sư phạm Hà Nội
27669,ĐH Sư phạm HN I,ĐH Sư phạm Hà Nội
27670,DHSPHN,ĐH Sư phạm Hà Nội
27671,ĐHSP,ĐH Sư phạm Hà Nội
27672,ĐHSP Hà Nội,ĐH Sư phạm Hà Nội
27673,Truog cao dang su pham hanam,ĐH Sư phạm Hà Nội
27674,Trường Cao Đẳng Sư Phạm Hà Nam,ĐH Sư phạm Hà Nội
27675,CĐ su pham ha nam,ĐH Sư phạm Hà Nội
27676,cao đăng sư pham Ha´ nam Ninh,ĐH Sư phạm Hà Nội
27677,Truong DHSP Ha Noi 2,ĐH Sư phạm Hà Nội 2
27678,Hanoi pedagogical university No.2,ĐH Sư phạm Hà Nội 2
27679,Truơng DAI HOC SƯ PHẠM KỸ THUẬT HƯNH YÊN,ĐH Sư Phạm Kỹ Thuật Hưng Yên
27680,Trương ĐH SPKT Hưng Yên,ĐH Sư Phạm Kỹ Thuật Hưng Yên
27681,trường đại học sư phạm ki thuật tp hcm,ĐH Sư phạm Kỹ thuật TP.HCM
27682,dai hoc su pham ky thuat tp ho chi minh,ĐH Sư phạm Kỹ thuật TP.HCM
27683,Đại học SP Kỹ Thuật TPHCM,ĐH Sư phạm Kỹ thuật TP.HCM
27684,truong cao dang ki thuat vinh long,ĐH Sư phạm Kỹ thuật Vĩnh Long
27685,đại học sư phạm quế lâm,ĐH Sư phạm Quảng Tây
27686,dai hoc tdtt ha noi,ĐH Sư phạm Thể dục Thể thao Hà Nội
27687,truong dai hoc su pham the duc the thao ha noi,ĐH Sư phạm Thể dục Thể thao Hà Nội
27688,Dai hoc SP TDTT Ha noi,ĐH Sư phạm Thể dục Thể thao Hà Nội
27689,Trường Đại học sư phạm thể dục thể thao TP. HCM,ĐH Sư phạm Thể dục Thể thao TP.HCM
27690,DHSP TPHCM,ĐH Sư phạm TP.HCM
27691,sư phạm,ĐH Sư phạm TP.HCM
27692,Sư Phạm,ĐH Sư phạm TP.HCM
27693,ưphạm tphcm,ĐH Sư phạm TP.HCM
27694,Ho Chi Minh City University of Pedagogy,ĐH Sư phạm TP.HCM
27695,Cđ tài chính hải quan,ĐH Tài chính - Marketing
27696,Trường ĐH tài nguyên và m0i trường HN,ĐH Tài nguyên và Môi Trường Hà Nội
27697,University of Natural Resources and Environment of Ho Chi Minh City,ĐH Tài nguyên và Môi Trường TP.HCM
27698,dh tai nguyen moi truong tphcm,ĐH Tài nguyên và Môi Trường TP.HCM
27699,đại học tây bắc,ĐH Tây Bắc
27700,Trường đại học Tây Nguyên,ĐH Tây Nguyên
27701,DH tay nguen,ĐH Tây Nguyên
27702,Tây Nguyên University,ĐH Tây Nguyên
27703,Đại học Thái Bình Dương,ĐH Thái Bình Dương
27704,Đại học Thai Nguyên,ĐH Thái Nguyên
27705,Thăng Long,ĐH Thăng Long
27706,Đai học Thanh Long,ĐH Thăng Long
27707,ThanhDo,ĐH Thành Đô
27708,truong dh tdtd bac ninh,ĐH Thể dục Thể thao Bắc Ninh
27709,Đạh Học Thể Dục Thể Thao Bắc Ninh,ĐH Thể dục Thể thao Bắc Ninh
27710,dhtdtt bac ninh,ĐH Thể dục Thể thao Bắc Ninh
27711,đại học thể thao từ sơn bắc ninh,ĐH Thể dục Thể thao Bắc Ninh
27712,dh tdtt tp ho chi minh,ĐH Thể dục Thể thao TP.HCM
27713,Trường Đại học Thủ đô Hà Nội,ĐH Thủ đô Hà Nội
27714,Đại học Thương Mại,ĐH Thương mại
27715,Vietnam Commercial University,ĐH Thương mại
27716,DH Thuy Loi_WRU,ĐH Thủy Lợi
27717,Đại Học Tiền Giang,ĐH Tiền Giang
27718,Đại Học Tôn Đức Thắng,ĐH Tôn Đức Thắng
27719,đại học tổng hợp Việt Nam,ĐH Tổng Hợp Hà Nội
27720,Saint Petersburg State University,ĐH Tổng hợp Sankt-Peterburg
27721,Dai Hoc Tra Vinh,ĐH Trà Vinh
27722,Truong Dai Hoc Tra Vinh,ĐH Trà Vinh
27723,Trường ĐH-Trà Vinh,ĐH Trà Vinh
27724,Đại học Trà inh,ĐH Trà Vinh
27725,DH Văn Hóa Hà Nội,ĐH Văn hóa Hà Nội
27726,DHVHHN,ĐH Văn hóa Hà Nội
27727,TRUONG DAI HOC VAN HOA NGHE THUAT QUAN DOI HA NOI,ĐH Văn hóa Nghệ thuật Quân đội
27728,Đại học Văn Hóa TP HCM - VHS,ĐH Văn hóa TP.HCM
27729,DH XDGD,ĐH Xây Dựng
27730,Trường Đại Học Y Hải Phòng,ĐH Y Dược Hải Phòng
27731,Y duoc Thai Binh,ĐH Y Dược Thái Bình
27732,Medical and Pharmaceutical University of Ho Chi Minh City '11,ĐH Y Dược TP.HCM
27733,Dai Hoc y cau mo,ĐH Y Hà Nội
27734,daj hoc y,ĐH Y Hà Nội
27735,dh y khoa pham ngoc thach,ĐH Y khoa Phạm Ngọc Thạch
27736,DHYK VINH,ĐH Y khoa Vinh
27737,yersin university of dalat,ĐH Yersin Đà Lạt
27738,TTDN PHƯỚC LỘC,GDDN Phước Lộc
27739,Trường THPTDTNT Tỉnh Kon Tum,THPT DTNT Kon Tum
27740,Trường THPTDT Nội Trú Tỉnh Lâm Đồng,THPT DTNT Lâm Đồng
27741,PTDT Nội Trú HG,THPT DTNT Vĩnh Phúc
27742,Trung Tam Giao Duc Thuog Xuyen  -Tien Hai,GDNN-GDTX Hai Bà Trưng
27743,trung tam giao duc thuong xuyen mo cay bac,GDNN-GDTX Mỏ Cày Bắc
27744,TT GDTX huyện phú lộc TTH,GDNN-GDTX Phú Lộc
27745,TT GD Thường Xuyên An Giang,GDTX An Giang
27746,truong TT GDTX Bac qung,GDTX Bắc Quang
27747,"TT GDTX Ca Mau, Viet Nam",GDTX Cà Mau
27748,"TT GDTX Thành Phố Biên Hòa , Tỉnh Đồng Nai",GDTX Đồng Nai
27749,TT giao duc thương xuyên huyên Mo Cay Nam,GDTX Mỏ Cày Nam
27750,GDTX Q12,GDTX Quận 12
27751,TT GDTX Quận 3,GDTX quận 3
27752,TT GDTX yen dung,GDTX Yên Dũng
27753,trung tam giao giuc thuong xuyen huong nghiep day nghe xuan thuy nam ha,GDTX-DN Cầu Giấy
27754,tt giáo duc thường xuyên nghĩa tân,GDTX-DN Cầu Giấy
27755,TT GDTXVT,GDTX-DN Vĩnh Tường
27756,Trung tam GDTX Huyen Cang Long,GDTX-HN-DN Càng Long
27760,Vietnam National Academy of Music,HV Âm Nhạc Quốc Gia Việt Nam
27761,Học Viện An ninh nhân dân T31,HV An ninh Nhân Dân
27762,Học Viện Ăn Nhởi Nói Dóc,HV An ninh Nhân Dân
27763,Báo chí tuyên chuyền,HV Báo chí và Tuyên truyền
27764,ĐhBienpho`ng,HV Biên Phòng
27765,Trường THPT  cang hoc cang rot cang lam cangngu,HV Cảnh Sát Nhân Dân
27766,T32-HVCSND,HV Cảnh Sát Nhân Dân
27767,PTIT - Post and Telecommunication Institute of Technology,HV Công nghệ Bưu chính viễn thông
27768,Truong Dai Hoc Buu Dien,HV Công Nghệ Bưu Chính Viễn Thông
27769,Buư chính vien thong,HV Công Nghệ Bưu Chính Viễn Thông
27770,Đại Học Hàng Không Việt Nam,HV Hàng không Việt Nam
27771,Acedemy of Public administration,HV Hành chính Quốc Gia
27772,Học viện hành chính quốc gia cơ sở Thành phố Hồ Chí Minh,HV Hành chính Quốc gia
27773,Hv KTMM,HV Kỹ Thuật Mật Mã
27774,Militery techniacl academy,HV Kỹ thuật Quân sự
27775,Đại học Bách khoa Hà nội - Học Viện kỹ thuật Quân sự,HV Kỹ thuật Quân sự
27776,ĐH kỹ Thuật Lê Quý Đôn,HV Kỹ thuật Quân sự
27777,hoc vien ky thuat quan su,HV Kỹ thuật Quân sự
27778,Học Viện Ngân Hàng - Cơ sở đào tạo Sơn Tây,HV Ngân Hàng
27779,Hv ngan hang bac ninh,HV Ngân Hàng
27780,Trường Học Viện Ngân Hàng - Phân Viện Phú Yên,HV Ngân Hàng
27781,đai hoc y nông nghiệp,HV Nông nghiệp Việt Nam
27782,Dai Hoc Nong Nghiep III,HV Nông nghiệp Việt Nam
27783,HUA - Đại học Nông Nghiệp Hà Nội,HV Nông nghiệp Việt Nam
27784,Đại học nông nghiệp phát triển nông thôn,HV Nông nghiệp Việt Nam
27785,Trường Đại Học Nông Nghiệp 1 châu quỳ Gia Lâm Hà Nội,HV Nông nghiệp Việt Nam
27786,Trường ĐH Nông Nghiệp 2 HB,HV Nông nghiệp Việt Nam
27787,Dai hoc nông nghiep,HV Nông nghiệp Việt Nam
27788,học viện phật giáo hcm,HV Phật giáo Việt Nam tại TP.HCM
27789,Học viên phụ nữ Việt Nam,HV Phụ Nữ Việt Nam
27790,Military Medical Intermediate,HV Quân y
27791,Học viện YDHCT Việt Nam,HV Y Dược học Cổ truyền Việt Nam
27793,Học viện Quân Khu 3,Quân Sự Quân Khu 3
27794,Trường quân sự quân khu 9,Quân Sự Quân Khu 9
27795,truong quan su tinh son la,quân sự Sơn La
27796,Trường quân sự tỉnh sơn la,quân sự Sơn La
27797,Daihocchinhtri,Sĩ Quan Chính Trị
27798,Đại Học Sỹ Quan Tăng Thiết Giáp,Sỹ Quan Tăng Thiết Giáp
27799,Truong trung cap Anh Sang,TC Ánh Sáng
27800,Học Viên Trường Trung Cấp Biên Biên Phòng 2,TC Biên phòng 2
27801,trung cap canh sat nhan dan 6,TC Cảnh Sát Nhân Dân 6
27802,Trường Kinh tế - Kỹ thuật An Giang,TC Kinh tế - Kỹ thuật An Giang
27803,Trung cấp Kinh tế du lịch Hoa Sữa,TC Kinh tế Du Lịch Hoa Sữa
27804,Thang long-Ha noi technical college,TC Kinh tế Kỹ thuật Bắc Thăng Long
27805,Kinh te - ky thuat - ha noi 1,TC Kinh Tế Kỹ Thuật Hà Nội 1
27806,Trung cấp kĩ thuật Quang Trung,TC Kinh Tế Kỹ Thuật Quang Trung
27807,Trường Trung Cấp Thương Mại Đại Náo,TC Kinh Tế Kỹ Thuật Thương Mại
27808,Truong TC Kinh Te QB,TC Kinh tế Quảng Bình
27809,Trường Trung Cấp Kinh Tế Du Lịch Tân Thanh,TC Kinh tế và Du Lịch Tân Thanh
27810,Trường Luật Thái Nguyên,TC Luật Thái Nguyên
27811,Trung cấp du lịch Hà Nội,TC Nghề Du Lịch Hà Nội
27812,Tc nghe giao thong van tai,TC Nghề Giao thông Vận tải Thăng Long
27813,truong trung cap nghe kinh te ky thuat mien tay,TC Nghề Kinh Tế - Kỹ Thuật Miền Tây
27814,Trường Kỹ thuật Công nghệ Hùng Vương,TC Nghề Kỹ thuật Công nghệ Hùng Vương
27815,TCNKTCN Hùng Vüöng,TC Nghề Kỹ thuật Công nghệ Hùng Vương
27816,TC Nghiep Vu Khach San HN,TC Nghề Nấu Ăn - Nghiệp Vụ Du Lịch Và Thời Trang Hà Nội
27817,Truong Trung Cap Nghe So 5 - Bo Quoc Phong.,TC Nghề Số 5
27818,Truong Trung Cap Nghe Thap Muoi,TC Nghề Tháp Mười
27819,Trường trung cấp công đoàn hà nội,TC Nghiệp vụ và dạy nghề Công đoàn Hà Nội
27820,TDTT TP CAN THO,TC THỂ DỤC THỂ THAO TP.CẦN THƠ
27821,trung cấp trinh sát 700,TC Trinh Sát
27822,Trường văn hóa nghệ thuật Bình Định,TC Văn Hóa Nghệ Thuật Bình Định
27823,Văn hoá nghệ thuật Lào Cai,TC Văn hóa Nghệ thuật và Du Lịch Lào Cai
27824,Truong trung cap van thu luu tru trung uong_go vap_tp ho chi minh,TC Văn thư Lưu trữ Trung ương
27825,trung cap xay dung so 4,TC Xây dựng số 4
27826,Trường Trung Cấp Y Khoa Hà Nội,TC Y Khoa Hà Nội
27827,Trường trung cấp y an khánh,TC Y Khoa Hà Nội
27828,Trung cap y te nam dinh,TC Y tế Nam Định
27829,Cao Đẳng Y Dược Nam Định,TC Y tế Nam Định
27830,Trường trung cấp y tế sóc trăng,TC Y tế Sóc Trăng
27831,Trường TCKT Quân Khí,TCKT Quân Khí
27832,pho thong loc binh,THCS-THPT DTNT Lộc Bình
27833,truong trung hoc pho thong sương Nguyệt Anh,THCS-THPT Duy Tân
27834,Trường THCS-THPT Phạm Văn Đồng,THCS-THPT Hà Thành
27835,truong Trường THCS-THPT hau thanh dong,THCS-THPT Hậu Thạnh Đông
27836,Trường THCS-THPT Hậu Thạnh Đônq,THCS-THPT Hậu Thạnh Đông
27837,Truong Trường THCS va Trường THPT Hoa Binh,THCS-THPT Hòa Bình
27838,Trường THCS_Trường THPT Lai Hòa,THCS-THPT Lai Hoà
27839,Trường THCS-THPT Lai Hòa,THCS-THPT Lai Hoà
27840,Trường THPT Lê Lợi Đầm Hà Quảng Ninh,THCS-THPT Lê Lợi
27841,truong truc hoc le quy đôn,THCS-THPT Lê Quý Đôn
27842,TH co so Le Quy Don,THCS-THPT Lê Quý Đôn
27843,Truong Trường THPT Lien Hiep-Bac Quang- Ha,THCS-THPT Liên Hiệp
27844,Trường THCS-THPT LUONG HOA,THCS-THPT Lương Hòa
27845,Trung Học Phổ thông Dân Lập lomonosov,THCS-THPT M.V. Lômônôxốp
27846,Trường THCS-THPT na phac,THCS-THPT Nà Phặc
27847,Trường THCS Nguyễn Đình Chiểu,THCS-THPT Nguyễn Đình Chiểu
27848,Trường THCS-THPT Phú Tân,THCS-THPT Phú Tân
27849,Trường THCS-THPT Phú Tân,THCS-THPT Phú Tân
27850,Trường THPT Sương Nguyệt Anh,THCS-THPT Sương Nguyệt Anh
27851,Trường THCS- Trường THPT tanthanh,THCS-THPT Tân Thạnh
27852,Trường THCS-THPT VIỆT TRUNG,THCS-THPT Việt Trung
27853,THIEU SINH QUAN,Thiếu sinh quân Việt Nam Cộng hòa
27854,truong thieu sinh quan viet nam,Thiếu sinh quân Việt Nam Cộng hòa
27855,Trường THPT Kim Bảng A,THPT A Kim Bảng
27856,Trường THPT An Bien Kien Giang,THPT An Biên
27857,Trường THPT An Lạc Thôn,THPT An Lạc Thôn
27858,Trường THPT An Luong Dong,THPT An Lương Đông
27859,Trường THPT AN LƯƠNG ĐÔNG,THPT An Lương Đông
27860,Trường THPT An Lương Đông Tại Truồi,THPT An Lương Đông
27861,TPPT so 2 An Nhon,THPT An Nhơn 2
27862,Trường THPT so 3An Nhon,THPT An Nhơn 3
27863,Trường THPT An Thanh 3,THPT An Thạnh 3
27864,Trường THPT Ca Văn Thỉnh,THPT An Thới
27865,Trường THPTTH Bình Lục B Hà Nam,THPT B Bình Lục
27866,Trung học phông thông B duy tiên,THPT B Duy Tiên
27867,Trường THPT Hải Hậu B,THPT B Hải Hậu
27868,truong ptth thanh liemb ha nam,THPT B Thanh Liêm
27869,Trường THPT Ba Bể,THPT Ba Bể
27870,Trường THPT.Bac luog son,THPT Bắc Lương Sơn
27871,Trường THPT Huyen Bac Tra My-Tinh Quang Nam,THPT Bắc Trà My
27872,Trường THPT Bạch Đằng - Thủy Nguyên - Hải Phòng,THPT Bạch Đằng
27873,truong Trường THPTBC DONG XOAI,THPT Bán Công Đồng Xoài
27874,trung học phổ thông bán công lộc ninh,THPT BÁN CÔNG LỘC NINH
27875,Truong Trường THPT So 1 Bao Thang,THPT Bảo Thắng 1
27876,truong trung hoc pho thong so 2 bao thang,THPT Bảo Thắng 2
27877,Trường THPT So 3 Bao Thang Lao Cai,THPT Bảo Thắng 3
27878,Trường THPT Bến Tắm,THPT Bến Tắm
27879,Trường THPT Bình Chánh,THPT Bình Chánh
27880,Trường THPT Bình Dương - Phù Mỹ - Bình Định,THPT Bình Dương
27881,TTrường THPT Binh Giang,THPT Bình Giang
27882,Trường THPT Thị trấn Bình Liêu,THPT Bình Liêu
27883,Truong trung hoc pho thong binh mih,THPT Bình Minh
27884,Trường THPT Binh My Chau Phu an giang,THPT Bình Mỹ
27885,Trường THPT binh phux nhut,THPT Bình Phục Nhứt
27886,Trường THPT Bình tân,THPT Bình Tân
27887,TRUNG Trường THPT BU DANG,THPT Bù Đăng
27888,Truog Trường THPT bu đang,THPT Bù Đăng
27889,TTrường THPT Bung Lao,THPT Búng Lao
27890,TTrường THPT Bưng Riềng,THPT Bưng Riềng
27891,thph buon don,THPT Buôn Đôn
27892,truong trung hoc Buon ma thuoc,THPT Buôn Ma Thuột
27893,Trung học phổ thông Buôn Mê Thuột,THPT Buôn Ma Thuột
27894,trung hoc pho thong c kim bang,THPT C Kim Bảng
27895,Nghĩa Hưng C,THPT C Nghĩa Hưng
27896,Trường THPT C nghia hung,THPT C Nghĩa Hưng
27897,pho thong nghia hung c,THPT C Nghĩa Hưng
27898,Trường THPT C Thanh Ljem,THPT C Thanh Liêm
27899,Truong Trường THPT Cach Linh,THPT Cách Linh
27900,Trường THPT cách ljnh,THPT Cách Linh
27901,phổ thông cầm bá thước,THPT Cầm Bá Thước
27902,Trường THPT camkhe,THPT Cẩm Khê
27903,Truog Trường THPT cam khe,THPT Cẩm Khê
27904,Trung hoc pho thong cam thuy 3,THPT Cẩm Thủy 3
27905,Trung học phổ thông Cẩm Xuyên,THPT Cẩm Xuyên
27906,Trường THPT Canh Tân,THPT Canh Tân
27907,Trường THPT Cao Bá Quát Núi Thành Quảng Nam,THPT Cao Bá Quát
27908,TH Cao Ba Quat,THPT Cao Bá Quát
27909,Trường THPT Cao ba khoac,THPT Cao Bá Quát
27910,Trường Trung Học Phổ Thông Cao Bình,THPT Cao Bình
27911,Trường THPTTH Cao Lãnh 2,THPT Cao Lãnh 2
27912,"Trường THPT  Cao Thắng, Hương Sơn , Hà Tĩnh",THPT CAO THẮNG
27913,Trường THPT catngan,THPT Cát Ngạn
27914,Trường trung học phổ thông cây dương,THPT Cây Dương
27915,TTrường THPT CHA CANG,THPT Chà Cang
27916,Trường THPT ChauPhong,THPT Châu Phong
27917,Trường THPT Châu Thành,THPT Châu Thành
27918,Truong Trường THPT Châu Thành II,THPT Châu Thành 2
27919,Trường THPTTH Mỹ Luông,THPT Châu Văn Liêm
27920,"Trường THPT CHEGUEVARA Mo Cay Nam, Ben Tre",THPT Chêguevara
27921,trung hoc pho thong cheguevara,THPT Chêguevara
27922,thtp cheghevara,THPT Chêguevara
27923,Trường THPT Chi Linh,THPT Chí Linh
27924,Trường Trường THPT chiêm hoá,THPT Chiêm Hóa
27925,Truong Trường THPT Ckjem Hoa,THPT Chiêm Hóa
27926,TTrường THPT Chiem Thanh Tan,THPT Chiêm Thành Tấn
27927,Đa tung hoc tai trương Trường THPT chiềng khương,THPT Chiềng Khương
27928,Trường THPT Chợ Mới,THPT Chợ Mới
27929,"Trường THPT Chu van an,krongpa,gialai",THPT Chu Văn An
27930,Truong Trường THPT Chu Van An - Ha Noi,THPT Chu Văn An
27931,Trường Trung học phổ thông chu van an da nang,THPT Chu Văn An
27932,Trường THPTChu Van An .,THPT Chu Văn An
27933,trung hoc pho thong chu van an,THPT Chu Văn An
27934,Trường THPT Chu Văn An - Phú Tân - An Giang,THPT Chu Văn An
27935,"Trường THPT Chu Văn An, quãng ngãi",THPT Chu Văn An
27936,Trường THPT Chu Van An tx.Hong Ngu,THPT Chu Văn An
27937,Trường THPT Chương MỸ A,THPT Chương Mỹ A
27938,Trường THPT chương mỹ B,THPT Chương Mỹ B
27939,THPH chuyen Bac Ninh,THPT Chuyên Bắc Ninh
27940,Trường THPT Chuyên Biên Hòa,THPT chuyên Biên Hòa
27941,Khối phổ thông chuyên Toán-Tin DHSP Hà Nội,THPT Chuyên ĐH Sư phạm Hà Nội
27942,Chuyên ngữ sư phạm,THPT Chuyên ĐH Sư phạm Hà Nội
27943,"PTTH Chuyen Hạ Long, Quảng Ninh",THPT Chuyên Hạ Long
27944,Truong PTTH Campa,THPT chuyên Hà Nội - Amsterdam
27945,Trường THPT Ansetdam,THPT chuyên Hà Nội - Amsterdam
27946,truong anxecdam,THPT chuyên Hà Nội - Amsterdam
27947,Trường trung học phổ thông amsterdam,THPT chuyên Hà Nội - Amsterdam
27948,Trường THPT chuyen vuong pleiku gia lai,THPT chuyên Hùng Vương Gia Lai
27949,TPTH LAM SON,THPT Chuyên Lam Sơn
27950,tTrường THPT chuyen le hong phong nam dinh,THPT chuyên Lê Hồng Phong
27951,Trường THPT Chuyên Lê Quý Đôn Khanh Hoa,THPT Chuyên Lê Quý Đôn
27952,Trường THPT Chuyên Lê Quý Đôn Lai Châu,THPT chuyên Lê Quý Đôn
27953,"Trường chuyên Lê Quý Đôn, Quy Nhơn, Bình Định",THPT chuyên Lê Quý Đôn Bình Định
27954,chuyên Lương Văn Tụy,THPT chuyên Lương Văn Tụy
27955,"Trường THPT Chuyên Nguyễn Bỉnh Khiêm, Quảng Nam",THPT Chuyên Nguyễn Bỉnh Khiêm
27956,Trường THPT chuyên Nguyễn Chí Thanh,THPT chuyên Nguyễn Chí Thanh
27957,Truong Trường THPT Chuyên Nguyên Dình chiêu,THPT Chuyên Nguyễn Đình Chiểu
27958,"Da tung hoc truong chuyen Nguyen Hue, TX Ha Dong",THPT Chuyên Nguyễn Huệ
27959,Trường THPT Chuyên Trà Vinh,THPT Chuyên Nguyễn Thiện Thành
27960,Trường Quốc Học Hếu,THPT chuyên Quốc Học Huế
27961,Truong PTTHChuyen TG,THPT chuyên Tiền Giang
27962,Chuyên Vĩnh Phúc,THPT Chuyên Vĩnh Phúc
27963,Trường Cấp 3 Cờ Đỏ,THPT Cờ Đỏ
27964,Tthpho thong co do,THPT Cờ Đỏ
27965,PTTH Dai Cuong,THPT Đại Cường
27966,Trường THPT dak glong,THPT Đăk Glong
27967,Trường THPT Dak Song - Đăk Nông,THPT Đăk Song
27968,Trường THPT dam doi - Cà Mau,THPT Đầm Dơi
27969,Trường THPT DAN LẬP 25/10,THPT Dân Lập 25 - 10
27970,Trường THPT dân lập hiệp hoà,THPT Dân lập Hiệp Hòa 2
