text,normed_text,lower_text,lower_normed_text
Trường cao đẳng xây dựng số 2,CĐ Xây dựng TP.HCM,trường cao đẳng xây dựng số 2,cđ xây dựng tp.hcm
Trường THPT Chi Lăng - Huế,THPT Chi Lăng,trường thpt chi lăng - huế,thpt chi lăng
Cao Đẳng Dược Trung Ương - Hải Dương,CĐ Dược Trung ương Hải Dương,cao đẳng dược trung ương - hải dương,cđ dược trung ương hải dương
"Trường THPT Nguyễn Thông, Châu Thành, Long An",THPT Nguyễn Thông,"trường thpt nguyễn thông, châu thành, long an",thpt nguyễn thông
truong Trường THPT doan hung,THPT Đoan Hùng,truong trường thpt doan hung,thpt đoan hùng
truong cao dang kinh te ke hoach da nang,CĐ Kinh tế Kế hoạch Đà Nẵng,truong cao dang kinh te ke hoach da nang,cđ kinh tế kế hoạch đà nẵng
THPTHUYNHTHIHUONG,THPT Huỳnh Thị Hưởng,thpthuynhthihuong,thpt huỳnh thị hưởng
Trung học phổ thông trần hưng đạo BR-VT,THPT Trần Hưng Đạo,trung học phổ thông trần hưng đạo br-vt,thpt trần hưng đạo
Trung cấp kĩ thuật nghiệp vụ thăng long da nang,TC Kỹ Thuật Nghiệp Vụ Thăng Long,trung cấp kĩ thuật nghiệp vụ thăng long da nang,tc kỹ thuật nghiệp vụ thăng long
THPT Hatien,THPT Nguyễn Thần Hiến,thpt hatien,thpt nguyễn thần hiến
Dại hoc báo chí,HV Báo chí và Tuyên truyền,dại hoc báo chí,hv báo chí và tuyên truyền
thpt bk,THCS-THPT Tạ Quang Bửu,thpt bk,thcs-thpt tạ quang bửu
tt gdnn gdtx tp hai duong,GDNN-GDTX Hải Dương,tt gdnn gdtx tp hai duong,gdnn-gdtx hải dương
ttgdnn gdtx nhu xuan,GDNN-GDTX Như Xuân,ttgdnn gdtx nhu xuan,gdnn-gdtx như xuân
Trường THPT Diên Hồng,THCS-THPT Diên Hồng,trường thpt diên hồng,thcs-thpt diên hồng
truong thpt thoai ngoc hau,THPT chuyên Thoại Ngọc Hầu,truong thpt thoai ngoc hau,thpt chuyên thoại ngọc hầu
tt gdnn gdtx tu ky,GDNN-GDTX Tứ Kỳ,tt gdnn gdtx tu ky,gdnn-gdtx tứ kỳ
THPT Le Hong Phong - Van Ninh,THPT Lê Hồng Phong,thpt le hong phong - van ninh,thpt lê hồng phong
THPT NGUYỄN DUY TRINH,THPT Nguyễn Duy Trinh,thpt nguyễn duy trinh,thpt nguyễn duy trinh
Đại học sưu phạm kĩ thuật TP.HCM,ĐH Sư phạm Kỹ thuật TP.HCM,đại học sưu phạm kĩ thuật tp.hcm,đh sư phạm kỹ thuật tp.hcm
Trường Đại Học Hạ Long-Cơ Sở 2B,ĐH Hạ Long,trường đại học hạ long-cơ sở 2b,đh hạ long
truong cd phuong dong,CĐ Phương Đông Đà Nẵng,truong cd phuong dong,cđ phương đông đà nẵng
truong trung cap ki thuat cong nong nghiap quang binh,CĐ KỸ THUẬT CÔNG NÔNG NGHIỆP,truong trung cap ki thuat cong nong nghiap quang binh,cđ kỹ thuật công nông nghiệp
Trường Trường THPT Bán Công Vinh Linh,THPT Bán Công Vĩnh Linh,trường trường thpt bán công vinh linh,thpt bán công vĩnh linh
THPT Kiến Văn,THPT Kiến Văn,thpt kiến văn,thpt kiến văn
THPT LHPT,THPT Long Hải,thpt lhpt,thpt long hải
Đại học khoa học tự nhiên-ĐHQG Hà Nội,ĐH Khoa học Tự nhiên - ĐH Quốc Gia Hà Nội,đại học khoa học tự nhiên-đhqg hà nội,đh khoa học tự nhiên - đh quốc gia hà nội
Trung hoc pho thong Dong Anh,THPT Đông Anh,trung hoc pho thong dong anh,thpt đông anh
Trường THPT Trường Chinh Kon Tum,THPT Trường Chinh,trường thpt trường chinh kon tum,thpt trường chinh
Trường THPT Hai Bà Trưng - TP.Huế,THPT Hai Bà Trưng,trường thpt hai bà trưng - tp.huế,thpt hai bà trưng
trung hoc pho thong ngan dua,THPT Ngan Dừa,trung hoc pho thong ngan dua,thpt ngan dừa
THPT Nguyễn Sĩ Sách,THPT Nguyễn Sỹ Sách,thpt nguyễn sĩ sách,thpt nguyễn sỹ sách
Cao dang say dung,CĐ Xây dựng,cao dang say dung,cđ xây dựng
truong trung hoc pho thong tuyen hoa,THPT Tuyên Hóa,truong trung hoc pho thong tuyen hoa,thpt tuyên hóa
Trường THPT huynh thuc khang lam ha,THPT Huỳnh Thúc Kháng,trường thpt huynh thuc khang lam ha,thpt huỳnh thúc kháng
Dai Hoc Cong Nghiep tphcm,ĐH Công nghiệp TP.HCM,dai hoc cong nghiep tphcm,đh công nghiệp tp.hcm
Trương Trường THPT Nghi lộc 3,THPT Nghi Lộc,trương trường thpt nghi lộc 3,thpt nghi lộc
"THPT  Phú Ngọc, Định Quán, Đồng Nai",THPT Phú Ngọc,"thpt  phú ngọc, định quán, đồng nai",thpt phú ngọc
THPT Qui Nhơn High School,THPT Quy Nhơn,thpt qui nhơn high school,thpt quy nhơn
THPT Co Loa 09,THPT Cổ Loa,thpt co loa 09,thpt cổ loa
Truong THPT Duc Linh_Binh Thuan,THPT Đức Linh,truong thpt duc linh_binh thuan,thpt đức linh
Trường Cao Đẳng Nghề Công Nghệ Cao Đồng An,CĐ Nghề Công nghệ Cao Hà Nội,trường cao đẳng nghề công nghệ cao đồng an,cđ nghề công nghệ cao hà nội
truong TH thong nhat b,THPT Thống Nhất,truong th thong nhat b,thpt thống nhất
truog THPT Thoi Binh,THPT Thới Bình,truog thpt thoi binh,thpt thới bình
cao dang su pham lao cai,CĐ Sư Phạm Lào Cai,cao dang su pham lao cai,cđ sư phạm lào cai
thpt ban tan dinh,THPT Bàn Tân Định,thpt ban tan dinh,thpt bàn tân định
THPT Tan ky 1,THPT Tân Kỳ,thpt tan ky 1,thpt tân kỳ
Trường THPT hon gai,THPT Hòn Gai,trường thpt hon gai,thpt hòn gai
trung cap nghe tan chau,TC Nghề Tân Châu,trung cap nghe tan chau,tc nghề tân châu
Trường THPT Việt Nam - Ba Lan,THPT Việt Nam Ba Lan,trường thpt việt nam - ba lan,thpt việt nam ba lan
THPT Diễn Châu 4,THPT Diễn Châu,thpt diễn châu 4,thpt diễn châu
dai hoc cong nge,ĐH Công nghệ - ĐH Quốc gia Hà Nội,dai hoc cong nge,đh công nghệ - đh quốc gia hà nội
thpt tay,THPT Tây Hồ,thpt tay,thpt tây hồ
THPT BC TRAN HUNG DAO,THPT Trần Hưng Đạo,thpt bc tran hung dao,thpt trần hưng đạo
Cao dang y te phu tho,CĐ Y tế Phú Thọ,cao dang y te phu tho,cđ y tế phú thọ
Trường THPT cua ong,THPT Cửa Ông,trường thpt cua ong,thpt cửa ông
tt gdtx hn dn phuoc son,GDNN-GDTX Phước Sơn,tt gdtx hn dn phuoc son,gdnn-gdtx phước sơn
Trường THPT Ba Đình,THPT Ba Đình,trường thpt ba đình,thpt ba đình
Trường Đại Học Hà Tĩnh,ĐH Hà Tĩnh,trường đại học hà tĩnh,đh hà tĩnh
THTP Tan Tru,THPT Tân Trụ,thtp tan tru,thpt tân trụ
tc nghe dan lap cong nghe thang long,TC Nghề Dân lập Công nghệ Thăng Long,tc nghe dan lap cong nghe thang long,tc nghề dân lập công nghệ thăng long
THPT 1 Văn Bàn,THPT Văn Bàn,thpt 1 văn bàn,thpt văn bàn
Trường THPT chuyen le quy don,THPT chuyên Lê Quý Đôn,trường thpt chuyen le quy don,thpt chuyên lê quý đôn
Trường THPT chuyen nguyen quang dieu,THPT chuyên Nguyễn Quang Diêu,trường thpt chuyen nguyen quang dieu,thpt chuyên nguyễn quang diêu
Trung học phổ thông việt trì,THPT Việt Trì,trung học phổ thông việt trì,thpt việt trì
PTTH Chuyên Ngoại Ngữ,THPT Chuyên Ngoại ngữ,ptth chuyên ngoại ngữ,thpt chuyên ngoại ngữ
ĐẠI HỌC HẢI DƯƠNG,ĐH Hải Dương,đại học hải dương,đh hải dương
Truong Dai Hoc Kinh Te Tai Chinh Tp Hcm,ĐH Kinh tế Tài chính TP.HCM,truong dai hoc kinh te tai chinh tp hcm,đh kinh tế tài chính tp.hcm
Trường THPT Nam Sài Gòn,THCS-THPT Nam Sài Gòn,trường thpt nam sài gòn,thcs-thpt nam sài gòn
GDTX Chu Van An,GDNN-GDTX Chu Văn An,gdtx chu van an,gdnn-gdtx chu văn an
THPT Thanh Khe - Da Nang,THPT Thanh Khê,thpt thanh khe - da nang,thpt thanh khê
trung hoc pho thong le quy don tam ki,THPT Lê Quý Đôn,trung hoc pho thong le quy don tam ki,thpt lê quý đôn
truong dhcn TPHCM,ĐH Công nghiệp TP.HCM,truong dhcn tphcm,đh công nghiệp tp.hcm
thph phan dang luu,THPT Phan Đăng Lưu,thph phan dang luu,thpt phan đăng lưu
THPT Xan hung,THPT Xuân Hưng,thpt xan hung,thpt xuân hưng
Trường THPTTH Sóc Sơn,THPT Sóc Sơn,trường thptth sóc sơn,thpt sóc sơn
THPT Thành Phố Điện Biên Phủ - Tỉnh Điện Biên,THPT TP Điện Biên Phủ,thpt thành phố điện biên phủ - tỉnh điện biên,thpt tp điện biên phủ
Trường THPTvy2,THPT Việt Yên,trường thptvy2,thpt việt yên
Truong Dai Hoc Ki Thuat Y Duoc Da Nang,ĐH Kỹ thuật Y Dược Đà Nẵng,truong dai hoc ki thuat y duoc da nang,đh kỹ thuật y dược đà nẵng
Truong Trường THPT Nghia Hanh I,THPT Nghĩa Hành,truong trường thpt nghia hanh i,thpt nghĩa hành
TRUONG CAO DANG SU PHAM BINH DINH,CĐ Bình Định,truong cao dang su pham binh dinh,cđ bình định
truong thpt nguyen van to,GDNN-GDTX Nguyễn Văn Tố,truong thpt nguyen van to,gdnn-gdtx nguyễn văn tố
thph le minh xuan,THPT Lê Minh Xuân,thph le minh xuan,thpt lê minh xuân
Trường THPT binh an tu 01 02 2020,THPT Bình An,trường thpt binh an tu 01 02 2020,thpt bình an
truong thpt duy tan,THPT Duy Tân,truong thpt duy tan,thpt duy tân
THPT HỒNG BÀNG,THPT Hồng Bàng,thpt hồng bàng,thpt hồng bàng
Đoàn Trường Cao đẳng Giao thông Vận tải Trung ương 6,CĐ Giao thông Vận tải Trung ương,đoàn trường cao đẳng giao thông vận tải trung ương 6,cđ giao thông vận tải trung ương
Trường Cao Đẳng Sư Phạm Nam Định,CĐ Sư phạm Nam Định,trường cao đẳng sư phạm nam định,cđ sư phạm nam định
Trường Trung Cấp Quân Y 1,CĐ Hậu cần,trường trung cấp quân y 1,cđ hậu cần
Trường Sỹ Quan Thông Tin,ĐH Thông tin Liên lạc,trường sỹ quan thông tin,đh thông tin liên lạc
PTTH CHAU THANH,THPT Phan Bội Châu,ptth chau thanh,thpt phan bội châu
trung hoc pho thong nghia dan,THPT Nghĩa Dân,trung hoc pho thong nghia dan,thpt nghĩa dân
Trường THPT long phuoc tinh dong nai,THPT Long Phước,trường thpt long phuoc tinh dong nai,thpt long phước
CẤp 3 lạng giang,THPT Lạng Giang,cấp 3 lạng giang,thpt lạng giang
Trung Học Phổ Thông Diễn Châu 4,THPT Diễn Châu,trung học phổ thông diễn châu 4,thpt diễn châu
truong Trường THPT phieng khoai,THPT Phiêng Khoài,truong trường thpt phieng khoai,thpt phiêng khoài
Đại học Điện tử,ĐH Điện Lực,đại học điện tử,đh điện lực
TT GD Thường Xuyên An Giang,GDNN-GDTX An Giang,tt gd thường xuyên an giang,gdnn-gdtx an giang
Trường THPT long thanh,THPT Long Thành,trường thpt long thanh,thpt long thành
truong THPT Nguyen Tri Phuong,THPT Nguyễn Tri Phương,truong thpt nguyen tri phuong,thpt nguyễn tri phương
tt dn gdtx tien lang,GDNN-GDTX Tiên Lãng,tt dn gdtx tien lang,gdnn-gdtx tiên lãng
Cao Đẳng Công Nghiệp Việt Đức,CĐ Công nghiệp Việt Đức,cao đẳng công nghiệp việt đức,cđ công nghiệp việt đức
Đại học Luật Thành phố Hồ Chí Minh,ĐH Luật TP.HCM,đại học luật thành phố hồ chí minh,đh luật tp.hcm
truong Trường THPT cong nghiep viet tri,THPT Công Nghiệp,truong trường thpt cong nghiep viet tri,thpt công nghiệp
Đại Học Văn Hoá Thành Phố Hồ Chí Minh,ĐH Văn hóa TP.HCM,đại học văn hoá thành phố hồ chí minh,đh văn hóa tp.hcm
THPT ĐăkGlong,THPT Đăk Glong,thpt đăkglong,thpt đăk glong
ĐH Sư phạm Thái Nguyên,ĐH Sư phạm Thái Nguyên,đh sư phạm thái nguyên,đh sư phạm thái nguyên
Trường THPT Xuân Vân,THPT Xuân Vân,trường thpt xuân vân,thpt xuân vân
Trương Trường THPT so 1 bo trach,THPT Lê Quý Đôn,trương trường thpt so 1 bo trach,thpt lê quý đôn
Bach Khoa ĐN,ĐH Bách khoa - ĐH Đà Nẵng,bach khoa đn,đh bách khoa - đh đà nẵng
dienchau5,THPT Diễn Châu,dienchau5,thpt diễn châu
thpt phan van hung,THPT Phan Văn Hùng,thpt phan van hung,thpt phan văn hùng
dhkh hue,ĐH Khoa học Huế,dhkh hue,đh khoa học huế
Phổ Thông Thới Bình,THPT Thới Bình,phổ thông thới bình,thpt thới bình
Trường THPT Hắc Dịch,THPT Hắc Dịch,trường thpt hắc dịch,thpt hắc dịch
truong Trường THPT chi lang,THPT Chi Lăng,truong trường thpt chi lang,thpt chi lăng
dh taynguyen,ĐH Tây Nguyên,dh taynguyen,đh tây nguyên
ĐH Công nghiệp 4 Gò Vấp Tp.HCM,ĐH Công nghiệp TP.HCM,đh công nghiệp 4 gò vấp tp.hcm,đh công nghiệp tp.hcm
BUH,ĐH Ngân Hàng TP.HCM,buh,đh ngân hàng tp.hcm
Truong PTTH Nguyen Viet Dung,THPT Nguyễn Việt Dũng,truong ptth nguyen viet dung,thpt nguyễn việt dũng
truong dai hoc the duc the thao bac ninh,ĐH Thể dục Thể thao Bắc Ninh,truong dai hoc the duc the thao bac ninh,đh thể dục thể thao bắc ninh
Thuc hanh Cao Nguyen,THPT Thực Hành Cao Nguyên,thuc hanh cao nguyen,thpt thực hành cao nguyên
"Đoàn trường THPT Thái Phiên, Đà Nẵng",THPT Thái Phiên,"đoàn trường thpt thái phiên, đà nẵng",thpt thái phiên
Trường THPT Nguyễn Hữu Thận,THPT Nguyễn Hữu Thận,trường thpt nguyễn hữu thận,thpt nguyễn hữu thận
THPT Da Phuoc,THPT Đa Phước,thpt da phuoc,thpt đa phước
TRUONG CAO DANG KINH TE KY THUAT VINATEX,CĐ Công Nghệ TP.HCM,truong cao dang kinh te ky thuat vinatex,cđ công nghệ tp.hcm
Trường THPT Lê Hồng Phong - TP Vũng Tàu,THPT Lê Hồng Phong,trường thpt lê hồng phong - tp vũng tàu,thpt lê hồng phong
Đại học hà hoa tien,ĐH Hà Hoa Tiên,đại học hà hoa tien,đh hà hoa tiên
trường trung học phổ thông nghĩa lộ,THPT Thị xã Nghĩa Lộ,trường trung học phổ thông nghĩa lộ,thpt thị xã nghĩa lộ
Trường THPT Tuần Giáo,THPT Tuần Giáo,trường thpt tuần giáo,thpt tuần giáo
ĐH TÂY ĐÔ,ĐH Tây Đô,đh tây đô,đh tây đô
Trường Cao Đẳng nghề Vinashin,CĐ Nghề Vinashin,trường cao đẳng nghề vinashin,cđ nghề vinashin
HCMUTE - Đại học Sư Phạm Kĩ Thuật,ĐH Sư Phạm Kỹ Thuật TP.HCM,hcmute - đại học sư phạm kĩ thuật,đh sư phạm kỹ thuật tp.hcm
tt gdnn gdtx cho moi,GDNN-GDTX Chợ Mới,tt gdnn gdtx cho moi,gdnn-gdtx chợ mới
Trường THPT cấp 3 Đông Hà,THPT Đông Hà,trường thpt cấp 3 đông hà,thpt đông hà
THPT Hoàng Mai 2 - Tx Hoàng Mai - Nghệ An,THPT Hoàng Mai,thpt hoàng mai 2 - tx hoàng mai - nghệ an,thpt hoàng mai
Trường THPT nong son,THPT Nông Sơn,trường thpt nong son,thpt nông sơn
truong thpt cam binh,THPT Cẩm Bình,truong thpt cam binh,thpt cẩm bình
Cao Dang Co Dien & KT Nong Nghiep Nam Bo,CĐ Cơ Điện Hà Nội,cao dang co dien & kt nong nghiep nam bo,cđ cơ điện hà nội
"Trường Đại học Kinh tế - Luật, ĐHQG Tp.Hồ Chí Minh",ĐH Kinh tế Luật - ĐH Quốc Gia TP.HCM,"trường đại học kinh tế - luật, đhqg tp.hồ chí minh",đh kinh tế luật - đh quốc gia tp.hcm
truong Trường THPT chan mong,THPT Chân Mộng,truong trường thpt chan mong,thpt chân mộng
tt gdnn gdtx h vi thuy,GDNN-GDTX Vị Thuỷ,tt gdnn gdtx h vi thuy,gdnn-gdtx vị thuỷ
Truong PTTH ham thuan bac,THPT Hàm Thuận Bắc,truong ptth ham thuan bac,thpt hàm thuận bắc
THPT nguyễn văn cừ,THPT Nguyễn Văn Cừ,thpt nguyễn văn cừ,thpt nguyễn văn cừ
PTTH Nguyễn Thị Minh Khai,THPT Nguyễn Thị Minh Khai,ptth nguyễn thị minh khai,thpt nguyễn thị minh khai
Trường THPT vinh phong,THPT Vĩnh Phong,trường thpt vinh phong,thpt vĩnh phong
THPT.TP TRÀ VINH,THPT TP Trà Vinh,thpt.tp trà vinh,thpt tp trà vinh
Trung Học phổ Thông Kinh Môn 2,THPT Kinh Môn,trung học phổ thông kinh môn 2,thpt kinh môn
Trường THPT Tân Kỳ 3,THPT Tân Kỳ,trường thpt tân kỳ 3,thpt tân kỳ
Khoa Ngoại ngữ-ĐHTN,ĐH Thái Nguyên,khoa ngoại ngữ-đhtn,đh thái nguyên
PTTH Đô'ng Đa,THPT Đống Đa,ptth đô'ng đa,thpt đống đa
đại học kinh tế kĩ thuật công nghiệp nam định,ĐH Kinh tế Kỹ thuật Công nghiệp,đại học kinh tế kĩ thuật công nghiệp nam định,đh kinh tế kỹ thuật công nghiệp
thpt Tran hung dao tien giang,THPT Trần Hưng Đạo,thpt tran hung dao tien giang,thpt trần hưng đạo
Trường THPT dao san,THPT Dào San,trường thpt dao san,thpt dào san
Cao Đẳng Phương Đông ĐN,CĐ Phương Đông Đà Nẵng,cao đẳng phương đông đn,cđ phương đông đà nẵng
ĐH tài chính-Quản trị kinh doanh,ĐH Tài chính Quản trị kinh doanh,đh tài chính-quản trị kinh doanh,đh tài chính quản trị kinh doanh
trung hoc pho thong chau thanh,THPT Châu Thành,trung hoc pho thong chau thanh,thpt châu thành
truong THCS Tran van lam,THCS-THPT Trần Văn Lắm,truong thcs tran van lam,thcs-thpt trần văn lắm
Trường Đại Học Công Nghiệp Quảng Ninh,ĐH Công nghiệp Quảng Ninh,trường đại học công nghiệp quảng ninh,đh công nghiệp quảng ninh
"THPT Nguyễn Tất THÀN, M'Đrăk , Đăk Lăk",THPT Nguyễn Tất Thành,"thpt nguyễn tất thàn, m'đrăk , đăk lăk",thpt nguyễn tất thành
Cao Đẳng Y Tế Tiền Giang - Tien Giang Medical College,CĐ Y tế Tiền Giang,cao đẳng y tế tiền giang - tien giang medical college,cđ y tế tiền giang
trung tam gdtx huyen tuan giao,GDNN-GDTX Tuần Giáo,trung tam gdtx huyen tuan giao,gdnn-gdtx tuần giáo
thpt binh dai a,THPT Lê Hoàng Chiếu,thpt binh dai a,thpt lê hoàng chiếu
THPT TT Nguyễn Bỉnh Khiêm Cần Thơ,THCS-THPT Nguyễn Bỉnh Khiêm,thpt tt nguyễn bỉnh khiêm cần thơ,thcs-thpt nguyễn bỉnh khiêm
trung hoc pho thong dinh hoa,THCS-THPT DTNT Định Hoá,trung hoc pho thong dinh hoa,thcs-thpt dtnt định hoá
THPT Đông Hiếu tx Thái hoà Nghệ an,THPT Đông Hiếu,thpt đông hiếu tx thái hoà nghệ an,thpt đông hiếu
Trương thpt số 2tư nghia,THPT Tư Nghĩa,trương thpt số 2tư nghia,thpt tư nghĩa
Trường Trung Học Phô Thông Trần Văn Thành,THPT Trần Văn Thành,trường trung học phô thông trần văn thành,thpt trần văn thành
Truong trung hoc pt yd 2,THPT Yên Dũng,truong trung hoc pt yd 2,thpt yên dũng
Trường THPT Trần Phú - Tuy An,THPT Trần phú,trường thpt trần phú - tuy an,thpt trần phú
THPT hoanng hoa tham,THPT Hoàng Hoa Thám,thpt hoanng hoa tham,thpt hoàng hoa thám
NLU,ĐH Nông Lâm,nlu,đh nông lâm
Daj hoc hong duc,ĐH Hồng Đức,daj hoc hong duc,đh hồng đức
Trường THPT Trần Nguyên Hãn,THPT Trần Nguyên Hãn,trường thpt trần nguyên hãn,thpt trần nguyên hãn
Trường THPT doi can,THPT Đội Cấn,trường thpt doi can,thpt đội cấn
Dang hoc cao dang kinh te ki thuat thuong mai hn,CĐ Kinh tế Kỹ Thuật Thương mại,dang hoc cao dang kinh te ki thuat thuong mai hn,cđ kinh tế kỹ thuật thương mại
Trường THPT trung phu,THPT Trung Phú,trường thpt trung phu,thpt trung phú
phan hieu pt dtnt tinh tai ia h drai,THPT DTNT Ia H'Drai,phan hieu pt dtnt tinh tai ia h drai,thpt dtnt ia h'drai
nguyen truong thuy,THPT Nguyễn Trường Thúy,nguyen truong thuy,thpt nguyễn trường thúy
Phổ Thông Thủ Thiêm,THPT Thủ Thiêm,phổ thông thủ thiêm,thpt thủ thiêm
Trung hoc PT Bach Dang,THPT Bạch Đằng,trung hoc pt bach dang,thpt bạch đằng
Nha Trang seaproducts university,ĐH Nha Trang,nha trang seaproducts university,đh nha trang
