Unnamed: 0,index,text,normed_text,lower_text,lower_normed_text
10699,7243,Trường THPT BC Thai thuy thai binh,Trường THPT Bán Công Thái Thụy,trường thpt bc thai thuy thai binh,trường thpt bán công thái thụy
10700,2237,tt dn gdtx an duong,TT DN-GDTX An Dương,tt dn gdtx an duong,tt dn-gdtx an dương
10701,2972,truong Trường THPT ban cong thanh son,Trường THPT Bán Công Thanh Sơn,truong trường thpt ban cong thanh son,trường thpt bán công thanh sơn
10702,4999,Trường THPT le hong phong,Trường THPT Lê Hồng Phong,trường thpt le hong phong,trường thpt lê hồng phong
10703,2177,tt gdnn gdtx hong bang,TT GDNN-GDTX Hồng Bàng,tt gdnn gdtx hong bang,tt gdnn-gdtx hồng bàng
10704,11560,dai hoc quoc gia tp ho chi minh,Đại học Quốc gia TP.HCM,dai hoc quoc gia tp ho chi minh,đại học quốc gia tp.hcm
10705,12408,pho thonh trung hoc luong van can,Trường THPT Lương Văn Can,pho thonh trung hoc luong van can,trường thpt lương văn can
10706,9693,"Add ""Trung Hoc Co So Nguyen Tat Thanh",Trường THCS-THPT Nguyễn Tất Thành,"add ""trung hoc co so nguyen tat thanh",trường thcs-thpt nguyễn tất thành
10707,4603,trung tam gdnn gdtx thi xa duc pho tu 01 02 2020,TT GDNN-GDTX thị xã Đức Phổ,trung tam gdnn gdtx thi xa duc pho tu 01 02 2020,tt gdnn-gdtx thị xã đức phổ
10708,1800,Trường THPT my duc b,Trường THPT Mỹ Đức B,trường thpt my duc b,trường thpt mỹ đức b
10709,4311,Trường THCS-THPT con tien,Trường THCS-THPT Cồn Tiên,trường thcs-thpt con tien,trường thcs-thpt cồn tiên
10710,7225,TTrường THPT Thuong tin,Trường THPT Thường Tín,ttrường thpt thuong tin,trường thpt thường tín
10711,733,Đại Học Lâm Nghiệp ( Cơ sở 2 ),Đại Học Lâm Nghiệp ,đại học lâm nghiệp ( cơ sở 2 ),đại học lâm nghiệp 
10712,7136,Truog Trường THPT Thuan Thanh So3,Trường THPT Thuận Thành số 3,truog trường thpt thuan thanh so3,trường thpt thuận thành số 3
10713,9812,Chuyên Lê Quý Đôn / Le Quy Don,Trường THPT chuyên Lê Quý Đôn,chuyên lê quý đôn / le quy don,trường thpt chuyên lê quý đôn
10714,6165,Trường THPT ban cong giong trom,Trường THPT Bán công Giồng Trôm,trường thpt ban cong giong trom,trường thpt bán công giồng trôm
10715,10696,DH QuangNam,Trường Đại học Quảng Nam,dh quangnam,trường đại học quảng nam
10716,2570,Trường THPT xuan van,Trường THPT Xuân Vân,trường thpt xuan van,trường thpt xuân vân
10717,12404,kỹ thuật y tế hải dương,Đại học Kỹ thuật Y tế Hải Dương,kỹ thuật y tế hải dương,đại học kỹ thuật y tế hải dương
10718,648,Đại học Công nghệ Đông Á,Đại học Công nghệ Đông Á,đại học công nghệ đông á,đại học công nghệ đông á
10719,8546,THPH Kim Lien,Trường THPT Kim Liên - Hà Nội,thph kim lien,trường thpt kim liên - hà nội
10720,8694,CD YTE KIEN GIANG,Trường Cao Đẳng Y tế Kiên Giang,cd yte kien giang,trường cao đẳng y tế kiên giang
10721,12843,Trường THPT Dương Xá,Trường THPT Dương Xá,trường thpt dương xá,trường thpt dương xá
10722,10878,Trường THPT Hùng Vương Quảng Ninh,Trường THPT Hùng Vương,trường thpt hùng vương quảng ninh,trường thpt hùng vương
10723,12307,Phổ Thông Nguyễn Hùng Sơn,Trường THPT Nguyễn Hùng Sơn,phổ thông nguyễn hùng sơn,trường thpt nguyễn hùng sơn
10724,13164,Trường THPT NGOC LINH,Trường THPT Ngọc Hồi,trường thpt ngoc linh,trường thpt ngọc hồi
10725,12032,Học viên hành chính,Học viện Hành chính Quốc Gia,học viên hành chính,học viện hành chính quốc gia
10726,4080,TT GDTX thanh chuong,TT GDTX Thanh Chương,tt gdtx thanh chuong,tt gdtx thanh chương
10727,3834,ttgdnn gdtx tp thanh hoa,TT GDNN-GDTX TP Thanh Hoá,ttgdnn gdtx tp thanh hoa,tt gdnn-gdtx tp thanh hoá
10728,426,T32,Học Viện Cảnh Sát Nhân Dân,t32,học viện cảnh sát nhân dân
10729,8372,"Trường THPT Chúc Động, Huyện Chương Mỹ, Hà Nội",Trường THPT Chúc Động,"trường thpt chúc động, huyện chương mỹ, hà nội",trường thpt chúc động
10730,6380,trung tam day nghe va gdtx huyen chau thanh,TT dạy nghề và GDTX huyện Châu Thành,trung tam day nghe va gdtx huyen chau thanh,tt dạy nghề và gdtx huyện châu thành
10731,12226,Trường THPT tu thuc le quy don,Trường THCS-THPT Lê Quý Đôn,trường thpt tu thuc le quy don,trường thcs-thpt lê quý đôn
10732,10444,truong dan toc noi tru tinh kon tum,Trường Dân tộc nội trú tỉnh Kon Tum,truong dan toc noi tru tinh kon tum,trường dân tộc nội trú tỉnh kon tum
10733,2294,Trường THPT cam le,Trường THPT Cẩm Lệ,trường thpt cam le,trường thpt cẩm lệ
10734,7794,Daihocthuongmai,Trường Đại học Thương mại,daihocthuongmai,trường đại học thương mại
10735,9182,Trường THPT An Phước Phan Rang - Tháp Chàm Ninh Thuận,Trường THPT An Phước,trường thpt an phước phan rang - tháp chàm ninh thuận,trường thpt an phước
10736,2764,Trường THPT ly nam de,Trường THPT Lý Nam Đế,trường thpt ly nam de,trường thpt lý nam đế
10737,8959,PT Hermann Gmeiner,Trường THPT Hermann Gmeiner,pt hermann gmeiner,trường thpt hermann gmeiner
10738,14105,Trường THPT iSchool Sóc Trăng,Trường TH-THCS-THPT iSchool Sóc Trăng,trường thpt ischool sóc trăng,trường th-thcs-thpt ischool sóc trăng
10739,870,"university of medicine and pharmacy, hcm city",Đại học Y Dược TP.HCM,"university of medicine and pharmacy, hcm city",đại học y dược tp.hcm
10740,6435,TT GDTX tp ca mau,TT GDTX TP. Cà Mau,tt gdtx tp ca mau,tt gdtx tp. cà mau
10741,7744,cao dang cntp,Cao Đẳng Công nghiệp Thực phẩm,cao dang cntp,cao đẳng công nghiệp thực phẩm
10742,4363,Trường THPT dang tran con,Trường THPT Đặng Trần Côn,trường thpt dang tran con,trường thpt đặng trần côn
10743,3512,Trường THPT nguyen du,Trường THPT Nguyễn Du,trường thpt nguyen du,trường thpt nguyễn du
10744,2856,phong gd dt huyen bac yen,Phòng GD-ĐT huyện Bắc Yên,phong gd dt huyen bac yen,phòng gd-đt huyện bắc yên
10745,8511,Trường TPHT Trần Nguyên Hãn,Trường THPT Trần Nguyên Hãn,trường tpht trần nguyên hãn,trường thpt trần nguyên hãn
10746,6285,pho thong dtnt Trường THCS va Trường THPT huyen tieu can,Trường THPT DTNT Trường THCS-THPT huyện Tiểu Cần,pho thong dtnt trường thcs va trường thpt huyen tieu can,trường thpt dtnt trường thcs-thpt huyện tiểu cần
10747,8860,"Trường THPT Trần Phú,Đà Nẵng,Việt Nam",Trường THPT Trần Phú,"trường thpt trần phú,đà nẵng,việt nam",trường thpt trần phú
10748,4399,Trường THPT nguyen sinh cung,Trường THPT Nguyễn Sinh Cung,trường thpt nguyen sinh cung,trường thpt nguyễn sinh cung
10749,2071,Trường THCS va Trường THPT dinh tien hoang,Trường THCS-THPT Đinh Tiên Hoàng,trường thcs va trường thpt dinh tien hoang,trường thcs-thpt đinh tiên hoàng
10750,12047,Trường THPT Nguyễn Trường Tộ Phú Yên,Trường THPT Nguyễn Trường Tộ,trường thpt nguyễn trường tộ phú yên,trường thpt nguyễn trường tộ
10751,4206,cao dang nghe cong nghe ha tinh co so 2 den 4 2017,Cao Đẳng Nghề công nghệ Hà Tĩnh,cao dang nghe cong nghe ha tinh co so 2 den 4 2017,cao đẳng nghề công nghệ hà tĩnh
10752,7116,Cao dang bac can,Cao Đẳng Nghề Dân Tộc Nội Trú Bắc Kạn,cao dang bac can,cao đẳng nghề dân tộc nội trú bắc kạn
10753,8302,Chuyên hưng yen,Trường THPT chuyên Hưng Yên,chuyên hưng yen,trường thpt chuyên hưng yên
10754,143,ĐH Dược HN,Đại Học Dược Hà Nội,đh dược hn,đại học dược hà nội
10755,5823,Trường THPT luong van cu,Trường THPT Lương Văn Cù,trường thpt luong van cu,trường thpt lương văn cù
10756,13335,"Đại Học Yersin, Lâm Đồng",Trường Đại học Yersin Đà Lạt,"đại học yersin, lâm đồng",trường đại học yersin đà lạt
10757,10139,Huynh Thuc Khang Highschool,Trường THPT Huỳnh Thúc Kháng,huynh thuc khang highschool,trường thpt huỳnh thúc kháng
10758,9978,Trường Cao Đẳng VHNT Nghệ An,Trường Cao Đẳng Văn hóa Nghệ thuật Nghệ An,trường cao đẳng vhnt nghệ an,trường cao đẳng văn hóa nghệ thuật nghệ an
10759,14520,Trường THPT loch hoi thuong,Trường THPT Lịch Hội Thượng,trường thpt loch hoi thuong,trường thpt lịch hội thượng
10760,7559,Trường THPT Nghi Lộc 1,Trường THPT Nguyễn Duy Trinh,trường thpt nghi lộc 1,trường thpt nguyễn duy trinh
10761,3674,Trường THPT nguyen du,Trường THPT Nguyễn Du,trường thpt nguyen du,trường thpt nguyễn du
10762,11908,Trường THPT Xuyên Mộc,Trường THPT Xuyên Mộc,trường thpt xuyên mộc,trường thpt xuyên mộc
10763,5490,Trường THPT van hien,Trường THPT Văn Hiến,trường thpt van hien,trường thpt văn hiến
10764,8269,PTTH Ngoc hoj,Trường THPT Ngọc Hồi,ptth ngoc hoj,trường thpt ngọc hồi
10765,2876,truong Trường THPT phieng khoai,Trường THPT Phiêng Khoài,truong trường thpt phieng khoai,trường thpt phiêng khoài
10766,1621,Trường THPT phuc loi,Trường THPT Phúc Lợi,trường thpt phuc loi,trường thpt phúc lợi
10767,2804,tt dn gdtx huyen van chan,TT DN-GDTX Huyện Văn Chấn,tt dn gdtx huyen van chan,tt dn-gdtx huyện văn chấn
10768,2396,Trường THPT hoa an,Trường THPT Hoà An,trường thpt hoa an,trường thpt hoà an
10769,9399,Phổ Thông Hòa Bình tỉnh Bình Dinh,Trường THPT Hoà Bình,phổ thông hòa bình tỉnh bình dinh,trường thpt hoà bình
10770,4035,Trường THPT tan ky,Trường THPT Tân Kỳ,trường thpt tan ky,trường thpt tân kỳ
10771,10279,Dai Hoc An Ninh_Ha Noi,Học Viện An ninh Nhân Dân,dai hoc an ninh_ha noi,học viện an ninh nhân dân
10772,6807,Hue university of sience,Đại học Khoa học Huế,hue university of sience,đại học khoa học huế
10773,13025,Trường THPT ly tu trog,Trường THPT Lý Tự Trọng,trường thpt ly tu trog,trường thpt lý tự trọng
10774,11519,ĐH Kinh Tế Tp.HCM,Trường Đại học Kinh tế TP.HCM,đh kinh tế tp.hcm,trường đại học kinh tế tp.hcm
10775,2683,Trường THPT le quy don,Trường THPT Lê Quý Đôn,trường thpt le quy don,trường thpt lê quý đôn
10776,14237,Trường THPT (NHC) Cho Moi - An Giang,Trường THPT Nguyễn Hữu Cảnh,trường thpt (nhc) cho moi - an giang,trường thpt nguyễn hữu cảnh
10777,7295,Trường THPT Quang Trung,Trường THPT Quang Trung,trường thpt quang trung,trường thpt quang trung
10778,8687,DH Phu Yen,Trường Đại học Phú Yên,dh phu yen,trường đại học phú yên
10779,12360,Trường THPT nguyễn tất thành m'drak,Trường THPT Nguyễn Tất Thành,trường thpt nguyễn tất thành m'drak,trường thpt nguyễn tất thành
10780,6869,Trường THPTHH chuyên ban Cao Lãnh,Trường THPT thành phố Cao Lãnh,trường thpthh chuyên ban cao lãnh,trường thpt thành phố cao lãnh
10781,909,truong cao dang kinh te - cong nghe tp.hcm – hiast,Cao Đẳng Kinh tế - Công nghệ TP.HCM,truong cao dang kinh te - cong nghe tp.hcm – hiast,cao đẳng kinh tế - công nghệ tp.hcm
10782,12995,TRUONG Trường THPT VONG THE,Trường THPT Vọng Thê,truong trường thpt vong the,trường thpt vọng thê
10783,12662,Trường THPT THAI BINH,Trường THPT Chuyên Thái Bình,trường thpt thai binh,trường thpt chuyên thái bình
10784,5398,Trường THPT dan toc noi tru tinh,Trường THPT Dân tộc nội trú Tỉnh,trường thpt dan toc noi tru tinh,trường thpt dân tộc nội trú tỉnh
10785,3283,Trường THPT tran hung dao,Trường THPT Trần Hưng Đạo,trường thpt tran hung dao,trường thpt trần hưng đạo
10786,13043,Trường van hoa nghe thuat bac lieu,Trường Trung Cấp Văn Hóa Nghệ Thuật Tỉnh Bạc Liêu,trường van hoa nghe thuat bac lieu,trường trung cấp văn hóa nghệ thuật tỉnh bạc liêu
10787,529,Đại học Nông Lâm Bắc Giang,Đại học Nông Lâm Bắc Giang,đại học nông lâm bắc giang,đại học nông lâm bắc giang
10788,10850,Trường THPT Thuỵ Hương,Trường THPT Thụy Hương,trường thpt thuỵ hương,trường thpt thụy hương
10789,7077,truong Trường THPT viet bac,Trường THPT Việt Bắc,truong trường thpt viet bac,trường thpt việt bắc
10790,7736,Trường Cao Đẳng Nghề Cơ Khí Nông Nghiệp,Cao Đẳng cơ khí nông nghiệp,trường cao đẳng nghề cơ khí nông nghiệp,cao đẳng cơ khí nông nghiệp
10791,8720,Trường THPT Dong Son I,Trường THPT Đông Sơn 1,trường thpt dong son i,trường thpt đông sơn 1
10792,7677,Trường THPT Minh Khai - Quốc Oai,Trường THPT Minh Khai Quốc Oai,trường thpt minh khai - quốc oai,trường thpt minh khai quốc oai
10793,10263,Sunkyunkwan University,Đại học Thành Quân Quán,sunkyunkwan university,đại học thành quân quán
10794,10949,iTrường THPT Phạm Thái Bường,Trường THPT Phạm Thái Bường,itrường thpt phạm thái bường,trường thpt phạm thái bường
10795,13521,PTTH NGUYỄN VĂN THOẠI,Trường THPT Nguyễn Văn Thoại,ptth nguyễn văn thoại,trường thpt nguyễn văn thoại
10796,6710,Chuyen Tuyen Quang K17 (2003-2006),Trường THPT Chuyên Tuyên Quang,chuyen tuyen quang k17 (2003-2006),trường thpt chuyên tuyên quang
10797,2141,Trường THPT nang khieu tdtt binh chanh,Trường THPT Năng khiếu TDTT Bình Chánh,trường thpt nang khieu tdtt binh chanh,trường thpt năng khiếu tdtt bình chánh
10798,10760,Cao dang BKHY,Trường Cao Đẳng Bách khoa Hưng Yên,cao dang bkhy,trường cao đẳng bách khoa hưng yên
10799,8209,Trường THPT Bán công Tân An,Trường THPT bán công Tân An,trường thpt bán công tân an,trường thpt bán công tân an
10800,10308,University of Natural Sciences - Hanoi National University,Đại học Quốc gia Hà Nội,university of natural sciences - hanoi national university,đại học quốc gia hà nội
10801,5409,Trường THPT quang trung,Trường THPT Quang Trung,trường thpt quang trung,trường thpt quang trung
10802,3253,so gd dt bac ninh,Sở GD-ĐT Bắc Ninh,so gd dt bac ninh,sở gd-đt bắc ninh
10803,12576,Trường Cao Đẳng Công nghệ và Kinh Tế Hà Nội,Trường Cao Đẳng Công nghệ và Kinh tế Hà Nội,trường cao đẳng công nghệ và kinh tế hà nội,trường cao đẳng công nghệ và kinh tế hà nội
10804,13346,Cao Đăng Thái Nguyên,Cao Đẳng Công nghiệp Thái Nguyên,cao đăng thái nguyên,cao đẳng công nghiệp thái nguyên
10805,1051,dai hoc am nhac nge thuat tp ho chi minh,Cao Đẳng Văn hóa Nghệ thuật TP.HCM,dai hoc am nhac nge thuat tp ho chi minh,cao đẳng văn hóa nghệ thuật tp.hcm
10806,10614,Trường THPT ứng hoà A,Trường THPT Ứng Hòa A,trường thpt ứng hoà a,trường thpt ứng hòa a
10807,1828,Trường THPT nguyen binh khiem,Trường THPT Nguyễn Bỉnh Khiêm,trường thpt nguyen binh khiem,trường thpt nguyễn bỉnh khiêm
10808,13206,"Monash College/ University (Melbourne, Australia)",Cao Đẳng Monash ,"monash college/ university (melbourne, australia)",cao đẳng monash 
10809,4265,tt ktth hn dn quang ninh,TT KTTH HN-DN Quảng Ninh,tt ktth hn dn quang ninh,tt ktth hn-dn quảng ninh
10810,6365,Trường THCS-THPT dtnt vinh chau,Trường THCS-THPT DTNT Vĩnh Châu,trường thcs-thpt dtnt vinh chau,trường thcs-thpt dtnt vĩnh châu
10811,11091,Trường THPT Yên Thành 2,Trường THPT Yên Thành 2,trường thpt yên thành 2,trường thpt yên thành 2
10812,986,hue tourism college,Cao Đẳng Du Lịch Huế,hue tourism college,cao đẳng du lịch huế
10813,710,Học Viện Hải Quân,Học Viện Hải Quân,học viện hải quân,học viện hải quân
