text,normed_text,normed_text_2
Trường THPT An Lạc Q.Bình Tân,Trường THPT An Lạc,THPT An Lạc
Trường THPT Doan Thuong - Gia loc- Hai Duong,Trường THPT Đoàn Thượng,THPT Đoàn Thượng
TH/DH Ho Chi Minh University of Industry,Đại học Công nghiệp TP.HCM,Đại học Công nghiệp TP.HCM
Trường THPT Quảng Hà,Trường THPT Quảng Hà,THPT Quảng Hà
TH cơ sở Nguyễn Trãi,Trường TH Nguyễn Trãi,TH Nguyễn Trãi
Trường THPT Xuân Hoà 05,Trường THPT Xuân Hòa,THPT Xuân Hòa
Trường THCS ĐỨC TRÍ QUẬN 1,Trường THCS Đức Trí,THCS Đức Trí
truong Trường THPT Tran Quoc Toan,Trường THPT Trần Quốc Toản,THPT Trần Quốc Toản
Cao Dang Kinh Te Cong Nghe Thanh Pho Ho Chi Minh,Cao Đẳng Kinh tế - Công nghệ TP.HCM,Cao Đẳng Kinh tế - Công nghệ TP.HCM
dai hoc GTVT,Đại học Giao thông Vận tải,Đại học Giao thông Vận tải
tTrường THCS trương long tây,Trường THCS Trường Long Tây,THCS Trường Long Tây
Trường THPT Vân Nội,Trường THPT Vân Nội,THPT Vân Nội
Trường ĐH Gao Thông Vận Tải CS 2,Đại học Giao thông Vận tải cơ sở 2,Đại học Giao thông Vận tải cơ sở 2
trung hoc co so phu linh,Trường THCS Phù Linh,THCS Phù Linh
Trường THCS Thị Trấn Long Mỹ,Trường THCS Thị Trấn Long Mỹ,THCS Thị Trấn Long Mỹ
Trường THCS dao my,Trường THCS Đào Mỹ,THCS Đào Mỹ
Trường THCS An Hưng,Trường THCS An Hưng,THCS An Hưng
Trường THCS Phú Đình,Trường THCS Phú Đình,THCS Phú Đình
Trường THPT LE QUY DON - CHUPRONG -GIA LAI,Trường THPT Lê Quý Đôn,THPT Lê Quý Đôn
Trường THCS tây đằng Ba Vì-Hà Nội,Trường THCS Tây Đằng,THCS Tây Đằng
Trường THPT VIỆT ĐỨC_ ĐĂKLAK,Trường THPT Việt Đức,THPT Việt Đức
Đại Học Bách Khoa Hà Nội - K49,Đại Học Bách Khoa Hà Nội,Đại Học Bách Khoa Hà Nội
Trường THCS Bàu Đồn,Trường THCS Bàu Đồn,THCS Bàu Đồn
THCS̉ phù ủng,Trường THCS Phủ Ủng,THCS Phủ Ủng
Trường THPT XUYEN MOC '07,Trường THPT Xuyên Mộc,THPT Xuyên Mộc
Trường THCS Đông Tảo khoái châu Hưng yên,Trường THCS Đông Tảo,THCS Đông Tảo
Trường THPT nguyễn hữu thận,Trường THPT Nguyễn Hữu Thận,THPT Nguyễn Hữu Thận
truong PTDT ban tru Trường THCS dakRmang,Trường THCS Đắk R'măng,THCS Đắk R'măng
ĐH SP Mĩ thuật Hà Nội,Đại Học Sư Phạm Nghệ Thuật Trung Ương,Đại Học Sư Phạm Nghệ Thuật Trung Ương
Phổ Thông Kỳ Lâm,Trường THPT Kỳ Lâm,THPT Kỳ Lâm
Trường THPT Chuyên Thái Nguyên,Trường THPT Chuyên Thái Nguyên,THPT Chuyên Thái Nguyên
truong Trường THPT nguyen khuyen Bh,Trường THPT Nguyễn Khuyến,THPT Nguyễn Khuyến
Truong cao dang su pham dong nai,Cao Đẳng Sư phạm Đồng Nai,Cao Đẳng Sư phạm Đồng Nai
Thu Xa High School,Trường Trường THPT Thu Xà,Trường THPT Thu Xà
Trường THPT Bình Phú - Càng Long - Trà Vinh,Trường THPT Bình Phú,THPT Bình Phú
truong Trường THCS vinh ninh,Trường THCS Vĩnh Ninh,THCS Vĩnh Ninh
Hue university of sience,Đại học Khoa học Huế,Đại học Khoa học Huế
Trường THCS Trần Văn Ơn,Trường THCS Trần Văn Ơn,THCS Trần Văn Ơn
truong trung hoc c s đong vinh,Trường THCS Đông Vinh,THCS Đông Vinh
Tieu hoc Song Ho,Trường TH Song Hồ,TH Song Hồ
Truong trung hoc co so ngo may,Trường THCS Ngô Mây,THCS Ngô Mây
Trường Trung Học Phổ Thông C Hải Hậu Nam Định,Trường THPT Hải Hậu C,THPT Hải Hậu C
trung hoc co so binh son,Trường THCS Bình Sơn,THCS Bình Sơn
Trường THCS Thị Trấn Trà Ôn,Trường THCS Thị trấn Trà Ôn,THCS Thị trấn Trà Ôn
HHPT Ngô Thị Nhậm,Trường THPT Ngô Thì Nhậm,THPT Ngô Thì Nhậm
Học tại Trường THCS Mỹ Thới,Trường THCS Mỹ Thới,THCS Mỹ Thới
Trường Cao Đẳng Công nghệ và Kinh tế Công nghiệp,Cao Đẳng Công nghệ và Kinh tế Công nghiệp,Cao Đẳng Công nghệ và Kinh tế Công nghiệp
UEH,Đại học Kinh tế TP.HCM,Đại học Kinh tế TP.HCM
Trường TH Giao Xuân,Trường TH Giao Xuân,TH Giao Xuân
trung học phổ thông lý thường kiệt,Trường THPT Lý Thường Kiệt,THPT Lý Thường Kiệt
Trường Cao Đẳng kinh tế kỹ thuật nghệ an,Cao Đẳng Kinh tế Kỹ thuật Nghệ An,Cao Đẳng Kinh tế Kỹ thuật Nghệ An
Trường THCS DAI PHUOC,Trường THCS Đại Phước,THCS Đại Phước
trung hoc co so nghia hung,Trường THCS Nghĩa Hưng,THCS Nghĩa Hưng
Truong DH Cong Nghiep Hcm,Đại học Công nghiệp TP.HCM,Đại học Công nghiệp TP.HCM
Dai Hoc Su pham Da Nang,Đại Học Sư Phạm - ĐHĐN,Đại Học Sư Phạm - ĐHĐN
Truong trung hoc pho thong An Lac B,Trường THPT An Lạc,THPT An Lạc
Trung học PT Bình Thanh,Trường THPT Bình Thanh,THPT Bình Thanh
Trường THCS Ngo Si Lien,Trường THCS Ngô Sĩ Liên,THCS Ngô Sĩ Liên
Học sinh Trường THCS Hợp Thịnh,Trường THCS Hợp Thịnh,THCS Hợp Thịnh
Trường Trung cấp Cảnh sát nhân dân 6,Trung Cấp Cảnh Sát Nhân Dân 6,ung Cấp Cảnh Sát Nhân Dân 6
Trường TH - Trường THCS An Lạc,Trường TH-THCS An Lạc,TH-THCS An Lạc
PTTH trần hưng đạo,Trường THPT Trần Hưng Đạo,THPT Trần Hưng Đạo
Trường TT GDTX 2,GDTX 2 tỉnh Lạng Sơn,DTX 2 tỉnh Lạng Sơn
Trường THPT Vạn Xuân,Trường THPT Vạn Xuân,THPT Vạn Xuân
Trường THCS Dư Hàng Kênh,Trường THCS Dư Hàng Kênh,THCS Dư Hàng Kênh
truong trung hoc kinh te ky thuat binh dinh,Trung cấp Kinh tế kỹ thuật Bình Định,ung cấp Kinh tế kỹ thuật Bình Định
Trường THCS Quang Hưng-Kiến Xương,Trường THCS Quang Hưng,THCS Quang Hưng
ĐHBK TPHN,Đại học Bách khoa Hà Nội,Đại học Bách khoa Hà Nội
Trường THPT Minh Hà,Trường THPT Minh Hà,THPT Minh Hà
Trường THPT tho xuan 5,Trường THPT Thọ Xuân 5,THPT Thọ Xuân 5
Truong trung hoc co so yaxjer,Trường THCS Ya Xiêr,THCS Ya Xiêr
Trường Đại học Sư Phạm-Đại học Thái Nguyên,Đại học Sư phạm Thái Nguyên,Đại học Sư phạm Thái Nguyên
ĐẠI HỌC SƯ PHẠM KT HƯNG YÊN !,Đại học Sư phạm Kỹ thuật Hưng Yên,Đại học Sư phạm Kỹ thuật Hưng Yên
Dh tai nguyen va moi truong tp hcm,Đại học Tài nguyên và Môi Trường TP.HCM,Đại học Tài nguyên và Môi Trường TP.HCM
Pho thong Phu Nhuan,Trường THPT Phú Nhuận,THPT Phú Nhuận
Trường Trung hoc Co So Muong Man,Trường THCS Mương Mán,THCS Mương Mán
trung hoc pho thong tam hiep,Trường THPT Tam Hiệp,THPT Tam Hiệp
Bachkhoahungyen,Cao Đẳng Bách khoa Hưng Yên,Cao Đẳng Bách khoa Hưng Yên
Cơ Sở Trần Phú Phan Rang,Trường THCS Trần Phú,THCS Trần Phú
Đại Học Hàng Hải,Đại học Hàng hải Việt Nam,Đại học Hàng hải Việt Nam
dh nong nghiep ha noi,Học viện Nông nghiệp Việt Nam,Học viện Nông nghiệp Việt Nam
Trường THCS Phú Mỹ Hưng,Trường THCS Phú Mỹ Hưng,THCS Phú Mỹ Hưng
cấp 3 Vĩnh Bảo,Trường Trường THPT Vĩnh Bảo,Trường THPT Vĩnh Bảo
TT GDTX Hồng Bàng Hải Phòng,GDTX Quận Hồng Bàng,DTX Quận Hồng Bàng
Trung hoc co so tan loan,Trường THCS Tân Loan,THCS Tân Loan
TSQ VIET BAC QKI,Trường TSQ Việt Bắc,TSQ Việt Bắc
"Hội Cựu SV Khoa Lý-KTCN, Đại Học Qui Nhơn",Đại học Quy Nhơn,Đại học Quy Nhơn
Trường THCS thành long,Trường THCS Thành Long,THCS Thành Long
Cao Đẳng Kinh tế TPHCM,Cao Đẳng Kinh Tế TP.HCM,Cao Đẳng Kinh Tế TP.HCM
Trường THPT Kim Liên - Hà Nội,Trường THPT Kim Liên,THPT Kim Liên
"Trường THPT Truongxuan,thapmuoi ,dongthap",Trường THPT Trường Xuân,THPT Trường Xuân
Trường THPT Trường Long Tây,Trường THPT Trường Long Tây,THPT Trư Long Tây
Trường THCS Hoằng Long,Trường THCS Hoàng Long,THCS Hoàng Long
cơ sở lê quí đôn,Trường THCS-THPT Lê Quý Đôn,THCS-THPT Lê Quý Đôn
DHBK Đà Nẳng,Đại học Bách Khoa - Đại học Đà Nẵng,Đại học Bách Khoa - Đại học Đà Nẵng
tTrường THCS thạnh phước,Trường THCS Thạnh Phước,THCS Thạnh Phước
Trường THCS Ninh Khánh,Trường THCS Ninh Khánh,THCS Ninh Khánh
Cao Đẳng Công Nghiệp Việt Đức,Cao Đẳng Công Nghiệp Việt Đức,Cao Đẳng Công Nghiệp Việt Đức
"PTTH Yên Bình số I, Yên Bình, Yên Bái",PTTH Yên Bình số I,PTTH Yên Bình số I
Trường THCS phuuong 6,Trường THCS Phường 6,THCS Phường 6
Truong Trường THPT Kjm Ljen,Trường THPT Kim Liên,THPT Kim Liên
Trường THCS Nuyễn Văn Tiệp,Trường THCS Nguyễn Văn Tiệp,THCS Nguyễn Văn Tiệp
9A1- Trường THCS Đồng Tiến,Trường THCS Đồng Tiến,THCS Đồng Tiến
trung học phổ thông Cẩm Bình,Trường THPT Cẩm Bình,THPT Cẩm Bình
"Trung học phổ thông Vĩnh Bảo, Hải Phòng",Trường THPT Vĩnh Bảo,THPT Vĩnh Bảo
Trường THPT Gia Vien - Cat Tien - Lam Dong,Trường THPT Gia Viễn,THPT Gia Viễn
Trường THCS Quang Hop,Trường THCS Quảng Hợp,THCS Quảng Hợp
trung học phổ thông Đức Tân,Trường THPT Đức Tân,THPT Đức Tân
PT Dân tộc nội trú Hòa Bình,Trường THPT Dân Tộc Nội Trú Hòa Bình,THPT Dân Tộc Nội Trú Hòa Bình
Trường THCS Nghi Xa,Trường THCS Nghi Xá,THCS Nghi Xá
Trường Chính Trị Tỉnh Bình Phước,Trường Chính trị tỉnh Bình Phước,Chính trị tỉnh Bình Phước
Trung hoc cs phú hồ,Trường THCS Phú Hồ,THCS Phú Hồ
Trường THPT Hồ Thị Kỉ,Trường THPT Hồ Thị Kỷ,THPT Hồ Thị Kỷ
cdxd so1,Cao Đẳng Xây dựng Số 1,Cao Đẳng Xây dựng Số 1
Trường THPT Nguyễn Huệ - Bến Tre,Trường THPT Nguyễn Huệ,THPT Nguyễn Huệ
University of edu,"Đại học Giáo dục, Đại học Quốc gia Hà Nội","Đại học Giáo dục, Đại học Quốc gia Hà Nội"
"Trường THPT Vinh Loc,Thanh Hoa",Trường THPT Vĩnh Lộc,THPT Vĩnh Lộc
phổ thông lí bôn,Trường THPT Lý Bôn,THPT Lý Bôn
Trung cấp VHNT & DL sơn la,Trung cấp Văn hóa Nghệ thuật và Du lịch Sơn La,ung cấp Văn hóa Nghệ thuật và Du lịch Sơn La
"Truong trung hoc pho thong trung vuong , dong da",Trường THPT Trưng Vương,THPT Trưng Vương
"Trường THPT Luong The Vinh,hau giang",Trường THPT Lương Thế Vinh,THPT Lương Thế Vinh
tot dai hoc ring hop ha noi,Đại học Tổng hợp Hà Nội,Đại học Tổng hợp Hà Nội
PTTH Truong Dinh,Trường THPT Trương Định,THPT Trương Định
Trường THCS dinh binh,Trường THCS Định Bình,THCS Định Bình
Trường THPT Lê Quý Đôn TB,Trường THPT Lê Quý Đôn,THPT Lê Quý Đôn
12a6thaiphie,Trường THPT Thái Phiên,THPT Thái Phiên
trung hoc co so hai dong,Trường THCS Hải Đông,THCS Hải Đông
12 Toan Lê Khiết 03-06,Trường THPT Chuyên Lê Khiết,THPT Chuyên Lê Khiết
Dh Su Pham HCM,Đại học Sư phạm TP.HCM,Đại học Sư phạm TP.HCM
Trường THPT bình lu tam duong lai chau,Trường THPT Bình Lư,THPT Bình Lư
Trường THPTHH chuyên ban Cao Lãnh,Trường THPT thành phố Cao Lãnh,THPT thành phố Cao Lãnh
Trường phổ thông cấp 3 Việt Ba B,Trường THPT Việt Nam - Ba Lan,THPT Việt Nam - Ba Lan
Trường THCS phú thuận B,Trường THCS Phú Thuận B,THCS Phú Thuận B
Trường THCS Hải Hòa,Trường THCS Hải Hòa,THCS Hải Hòa
Trường THPTTH Lê Hữu Trác 2,Trường THPT Lê Hữu Trác 2,THPT Lê Hữu Trác 2
Trường ĐH SP Kỹ thuật Hưng Yên,Đại học Sư phạm Kỹ thuật Hưng Yên,Đại học Sư phạm Kỹ thuật Hưng Yên
Dan Lap Le Thanh Ton,Trường THPT Dân lập Lê Thánh Tôn,THPT Dân lập Lê Thánh Tôn
trung học phổ thông cồn tiên,Trường THPT Cồn Tiên,THPT Cồn Tiên
Đại học Đà Nẵng - Phân hiệu tại Kon Tum,Phân hiệu Đại học Đà Nẵng tại Kon Tum,Phân hiệu Đại học Đà Nẵng tại Kon Tum
"Đai hoc KHXH NV, ĐH QGHN",Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội
PTTH HOÀNG HOA THÁM - TP ĐÀ NẴNG,Trường THPT Hoàng Hoa Thám,THPT Hoàng Hoa Thám
truong Trường THCS  sao  vàng,Trường THCS Sao Vàng,THCS Sao Vàng
Trường THPT Quảng Khê Ba Bể,Trường THPT Quảng Khê,THPT Quảng Khê
Phổ Thông Yên Lãng Mê Linh Vĩnh Phúc,Trường THPT Yên Lãng,THPT Yên Lãng
Trường THCS Chu Văn An Tây Ninh,Trường THCS Chu Văn An,THCS Chu Văn An
Truong PTDT Noi Tru Pac Nam,Trường THPTDT Nội trú Pác Nặm,THPTDT Nội trú Pác Nặm
CAN THO UNIVERSITY OF PHARMACY AND MEDICINE,Đại học Y Dược Cần Thơ,Đại học Y Dược Cần Thơ
Trường THCS  trung thạnh  2,Trường THCS Trung Thạnh,THCS Trung Thạnh
"Trường THPTTH Ngô Quyền, Ba Vì, Hà Nội",Trường THPT Ngô Quyền,THPT Ngô Quyền
Đại Hoc Khoa Học Tự Nhiên TP HCM,Đại học Khoa học Tự nhiên - Đại học Quốc Gia TP.HCM,Đại học Khoa học Tự nhiên - Đại học Quốc Gia TP.HCM
Trường THPT ĐỨC LINH 12a12,Trường THPT Đức Linh,THPT Đức Linh
Trường THPT Nguyễn Huệ T.P Tuy Hoà-Phú Yên,Trường THPT Nguyễn Huệ,THPT Nguyễn Huệ
Trường THCS Bình Thạnh,Trường THCS Bình Thạnh,THCS Bình Thạnh
Trung hoc dan lap ki thuat cong nghe le qui don,Trung cấp Kỹ thuật Công nghệ Lê Quý Đôn,ung cấp Kỹ thuật Công nghệ Lê Quý Đôn
Trường THPT Tây Thạnh Quận Tân Phú,Trường THPT Tây Thạnh,THPT Tây Thạnh
Truong Trường THPT Ben Quan,Trường THPT Bến Quan,THPT Bến Quan
Phổ thông cơ sở Diễn Châu III,Trường THPT Diễn Châu 3,THPT Diễn Châu 3
DH sư phạm kt hưng yên,Đại học Sư phạm Kỹ thuật Hưng Yên,Đại học Sư phạm Kỹ thuật Hưng Yên
C3 Trùng khánh,Trường THPT Trùng Khánh,THPT Trùng Khánh
truong chinh tri dong thap,Trường Chính trị Đồng Tháp,Chính trị Đồng Tháp
University of Teaching,"Đại học Giáo dục, Đại học Quốc gia Hà Nội","Đại học Giáo dục, Đại học Quốc gia Hà Nội"
DAQG thanh pho ho chi minh,Đại học Quốc gia TP.HCM,Đại học Quốc gia TP.HCM
trung hoc pho thong vu van hieu,Trường THPT Vũ Văn Hiếu,THPT Vũ Văn Hiếu
Cơ Sở Thông Tây Hội,Trường THCS Thông Tây Hội,THCS Thông Tây Hội
Trường THPT Le Quy Don Yen Bai,Trường THPT Lê Qúy Đôn,THPT Lê Qúy Đôn
Trường TH A Hải Trung,Trường Tiểu Học A Hải Trung,Tiểu Học A Hải Trung
Nông Lâm Súc CT,Trung học Nông Lâm Súc Cần Thơ,ung học Nông Lâm Súc Cần Thơ
University of Culture Ho Chi Minh City,Đại học Văn hóa TP.HCM,Đại học Văn hóa TP.HCM
Cao Đẳng Kỹ Thuật Cao Thắng,Cao Đẳng Kỹ thuật Cao Thắng,Cao Đẳng Kỹ thuật Cao Thắng
Truong Hoc Dai kinh te(chuyen nghanh Chay Dung),"Đại học Kinh tế, Đại học Quốc gia Hà Nội","Đại học Kinh tế, Đại học Quốc gia Hà Nội"
Trường THPT XUÂN GIANG (SÓC SƠN),Trường THPT Xuân Giang,THPT Xuân Giang
Trường Trung Học Phổ Thông Thuận Thành 3,Trường THPT Thuận Thành số 3,THPT Thuận Thành số 3
12C16 Trường THPT Lương Thế Vinh,Trường THPT Lương Thế Vinh,THPT Lương Thế Vinh
Trường THPTTH Đô Lương 1,Trường THPT Đô Lương 1,THPT Đô Lương 1
Trường Đại học Tổng hợp Sangmyung,Đại học Tổng hợp Sangmyung,Đại học Tổng hợp Sangmyung
đai hoc y,Đại Học Y Hà Nội,Đại Học Y Hà Nội
Ha Noi University Social sciences and humanities,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội,Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia Hà Nội
Trường THCS tan son,Trường THCS Tân Sơn,THCS Tân Sơn
Trường Cao Đẳng và thủy lợi,Cao Đẳng Cơ Giới Và Thủy Lợi,Cao Đẳng Cơ Giới Và Thủy Lợi
Herman Gmenier Cà Mau,Trường THPT Hermann Gmeiner Cà Mau,THPT Hermann Gmeiner Cà Mau
Trường THPT Lương Thế Vinh- Hà Nội,Trường THPT Lương Thế Vinh,THPT Lương Thế Vinh
Hanoi Pedagogical University Number II,Đại học Sư phạm Hà Nội 2,Đại học Sư phạm Hà Nội 2
Phổ Thông Tam Nông,Trường THPT Tam Nông,THPT Tam Nông
Trường THPT bavi,Trường THPT Ba Vì,THPT Ba Vì
Trung hoc phổ thông Phụ Dực,Trường THPT Phụ Dực,THPT Phụ Dực
Trung hoc pho thong tho xuan 4,Trường THPT Thọ Xuân 4,THPT Thọ Xuân 4
A4 _ k29 Trường THPT số 2 Bảo Yên,Trường THPT Số 2 Bảo Yên,THPT Số 2 Bảo Yên
Cao Đẳng Cơ Giới Và Thủy Lợi,Cao Đẳng Cơ Giới Và Thủy Lợi,Cao Đẳng Cơ Giới Và Thủy Lợi
Học viện Chính trị Quốc Gia HCM,Học viện Chính trị quốc gia Hồ Chí Minh,Học viện Chính trị quốc gia Hồ Chí Minh
Cơ sở quỳnh hoa,Trường THCS Quỳnh Hoa,THCS Quỳnh Hoa
ptcs tân thành,Trường THCS Tân Thành,THCS Tân Thành
TT GDTX  T.Phú Yên,GDTX Phú Yên,DTX Phú Yên
Trung hoc co so nam đien,Trường THCS Nam Điền,THCS Nam Điền
Huecdt.edu,Đào tạo Từ xa – Đại học Huế,Đào tạo Từ xa – Đại học Huế
Trung cap nghe dong thap muoi,Trung cấp nghề Đồng Tháp Mười,ung cấp nghề Đồng Tháp Mười
đại học sp tdtt,Đại học Sư phạm Thể dục Thể thao Hà Nội,Đại học Sư phạm Thể dục Thể thao Hà Nội
Dai hoc cong nghjep tphcm co so thanh hoa,ĐH Công nghiệp TP.HCM Cơ sở Thanh Hoá,ĐH Công nghiệp TP.HCM Cơ sở Thanh Hoá
Trường THPT Phú Tân- An Giang,Trường THCS-THPT Phú Tân,THCS-THPT Phú Tân
Trường Đại học Luật Hà Nội (Hanoi University),Đại học Luật Hà Nội,Đại học Luật Hà Nội
Cấp 3 Đoàn kết Hải Phòng,Trường THPT Trung Học Năng Khiếu Trần Phú,THPT Trung Học Năng Khiếu Trần Phú
Hoc vien bien phonh,Học viện Biên phòng,Học viện Biên phòng
College Sai Gon ACT,Cao Đẳng văn hóa nghệ thuật và du lịch Sài Gòn,Cao Đẳng văn hóa nghệ thuật và du lịch Sài Gòn
truong CDSP Cao Bang,Cao Đẳng Sư Phạm Cao Bằng,Cao Đẳng Sư Phạm Cao Bằng
Trường THPT ductho,Trường THPT Đức Thọ,THPT Đức Thọ
truong Trường THCS yen thai,Trường THCS Yên Thái,THCS Yên Thái
cao dang sp bac ninh,Cao Đẳng Sư phạm Bắc Ninh,Cao Đẳng Sư phạm Bắc Ninh
DH Công Nghiệp,Đại học công nghiệp,Đại học công nghiệp
Dai hoc bach khoa-cong nge sai gon,Đại học Công nghệ Sài gòn,Đại học Công nghệ Sài gòn
Trường TH Nha Mân 1,Trường TH Nha Mân 1,TH Nha Mân 1
Truong Trường THPT ha huy tap cam xuyen ha tinh,Trường THPT Hà Huy Tập,THPT Hà Huy Tập
TRUNG CẤP NGHỀ KHU VỰC GÒ CÔNG Tiền Giang,Trường Trung Cấp Nghề Khu Vực Gò Công,Trung Cấp Nghề Khu Vực Gò Công
DH Kinh Te TPHCM - khoa ke toan,Đại học Kinh tế TP.HCM,Đại học Kinh tế TP.HCM
PTTH Loc Ninh,Trường THPT Lộc Ninh,THPT Lộc Ninh
Trường THCSAnBangVinhAn,Trường THCS An Bằng Vinh An,THCS An Bằng Vinh An
Đã hox tại Trường THPT Lưu Tấn Phát,Trường THPT Lưu Tấn Phát,THPT Lưu Tấn Phát
"Trường THPT Đào Duy Từ - 182 Lương Thế Vinh, Thanh Xuân, Hà Nội",Trường THPT Đào Duy Từ,THPT Đào Duy Từ
